Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE"
People,"Hispanic or Latino and Race","Not Hispanic or Latino","735,724","(+/-4,353)","737,071","(+/-4,539)","707,606","(+/-9,473)","726,501","(+/-13,236)","731,702","(+/-13,316)","703,471","(+/-14,815)","621,856","(+/-7,203)","712,480","(+/-1,984)","392,509","(+/-12,824)","545,709","(+/-13,816)","678,631","(+/-15,122)","710,022","(+/-8,467)","680,199","(+/-7,292)","568,713","(+/-17,295)","603,838","(+/-20,149)","653,030","(+/-13,996)","719,028","(+/-8,546)","591,349","(+/-11,575)","643,234","(+/-9,990)","603,880","(+/-16,429)","661,777","(+/-8,578)","556,313","(+/-12,856)","594,037","(+/-17,334)","469,648","(+/-14,062)","430,866","(+/-12,478)","224,140","(+/-9,707)","211,773","(+/-9,872)","198,857","(+/-10,301)"
People,"Place of Birth","Total population","803,679","(+/-4,265)","799,012","(+/-4,592)","807,523","(+/-11,123)","811,996","(+/-14,828)","837,211","(+/-14,540)","821,498","(+/-16,070)","802,027","(+/-6,012)","817,216","(+/-1,980)","842,005","(+/-20,269)","784,303","(+/-20,232)","843,676","(+/-17,612)","843,806","(+/-8,875)","767,679","(+/-7,868)","784,928","(+/-20,740)","828,431","(+/-24,595)","850,603","(+/-18,973)","851,634","(+/-9,279)","853,391","(+/-15,411)","809,197","(+/-12,201)","803,297","(+/-17,214)","820,276","(+/-9,525)","773,713","(+/-14,492)","780,374","(+/-16,413)","772,726","(+/-17,019)","779,002","(+/-10,353)","809,482","(+/-15,020)","746,930","(+/-17,819)","765,111","(+/-17,620)"
People,"Place of Birth",Native,"749,905","(+/-6,793)","745,963","(+/-6,098)","728,159","(+/-10,735)","752,997","(+/-14,929)","726,655","(+/-16,062)","750,809","(+/-15,866)","703,702","(+/-8,478)","740,431","(+/-7,328)","617,555","(+/-19,252)","581,189","(+/-18,473)","709,087","(+/-16,354)","761,673","(+/-10,688)","671,443","(+/-8,101)","616,111","(+/-17,502)","678,905","(+/-22,054)","718,178","(+/-21,080)","724,983","(+/-9,248)","741,647","(+/-16,330)","666,003","(+/-12,751)","506,590","(+/-17,932)","680,698","(+/-11,519)","536,178","(+/-13,846)","541,109","(+/-14,639)","426,309","(+/-14,282)","462,772","(+/-13,673)","358,233","(+/-13,593)","341,538","(+/-12,409)","375,030","(+/-14,933)"
People,"Place of Birth","Born in United States","726,398","(+/-7,503)","730,777","(+/-5,890)","709,756","(+/-10,573)","728,864","(+/-14,572)","696,339","(+/-16,005)","724,010","(+/-15,332)","658,841","(+/-8,951)","711,040","(+/-8,378)","495,084","(+/-18,169)","524,364","(+/-17,308)","674,295","(+/-15,773)","737,248","(+/-10,327)","652,447","(+/-8,513)","587,702","(+/-17,141)","641,373","(+/-21,221)","680,404","(+/-16,773)","706,891","(+/-9,146)","686,618","(+/-15,998)","646,766","(+/-12,525)","479,517","(+/-17,377)","659,573","(+/-11,381)","517,192","(+/-13,098)","516,368","(+/-15,056)","403,935","(+/-14,105)","430,313","(+/-14,597)","336,845","(+/-12,969)","317,021","(+/-12,248)","353,988","(+/-14,415)"
People,"Place of Birth","State of residence","291,513","(+/-10,659)","414,539","(+/-10,522)","406,449","(+/-12,240)","413,962","(+/-14,197)","309,625","(+/-14,162)","317,599","(+/-14,487)","296,800","(+/-10,839)","275,515","(+/-10,159)","226,427","(+/-13,084)","294,562","(+/-15,291)","264,932","(+/-11,755)","283,525","(+/-11,251)","243,971","(+/-10,166)","282,102","(+/-14,843)","338,804","(+/-17,193)","260,445","(+/-13,503)","201,430","(+/-8,696)","369,669","(+/-13,709)","192,823","(+/-9,894)","314,209","(+/-16,760)","267,125","(+/-9,975)","222,198","(+/-10,829)","204,474","(+/-12,207)","301,136","(+/-13,553)","266,963","(+/-12,179)","199,261","(+/-9,961)","208,562","(+/-10,622)","256,694","(+/-12,086)"
People,"Place of Birth","Different state","434,885","(+/-11,267)","316,238","(+/-10,532)","303,307","(+/-10,743)","314,902","(+/-11,549)","386,714","(+/-12,148)","406,411","(+/-10,762)","362,041","(+/-12,544)","435,525","(+/-9,766)","268,657","(+/-14,312)","229,802","(+/-11,337)","409,363","(+/-13,255)","453,723","(+/-11,055)","408,476","(+/-9,648)","305,600","(+/-10,132)","302,569","(+/-13,012)","419,959","(+/-13,649)","505,461","(+/-9,603)","316,949","(+/-11,852)","453,943","(+/-11,173)","165,308","(+/-10,266)","392,448","(+/-9,208)","294,994","(+/-10,651)","311,894","(+/-11,859)","102,799","(+/-6,041)","163,350","(+/-9,226)","137,584","(+/-6,881)","108,459","(+/-6,774)","97,294","(+/-6,608)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","23,507","(+/-3,035)","15,186","(+/-2,191)","18,403","(+/-3,742)","24,133","(+/-4,515)","30,316","(+/-4,563)","26,799","(+/-4,324)","44,861","(+/-5,259)","29,391","(+/-4,811)","122,471","(+/-10,997)","56,825","(+/-7,824)","34,792","(+/-5,206)","24,425","(+/-4,488)","18,996","(+/-3,043)","28,409","(+/-3,890)","37,532","(+/-4,620)","37,774","(+/-10,149)","18,092","(+/-3,319)","55,029","(+/-6,512)","19,237","(+/-3,486)","27,073","(+/-5,162)","21,125","(+/-3,684)","18,986","(+/-3,679)","24,741","(+/-3,857)","22,374","(+/-3,791)","32,459","(+/-5,647)","21,388","(+/-3,288)","24,517","(+/-3,730)","21,042","(+/-3,798)"
People,"Place of Birth","Foreign born","53,774","(+/-4,624)","53,049","(+/-4,425)","79,364","(+/-7,366)","58,999","(+/-7,119)","110,556","(+/-8,975)","70,689","(+/-6,156)","98,325","(+/-7,449)","76,785","(+/-7,222)","224,450","(+/-16,561)","203,114","(+/-13,235)","134,589","(+/-11,534)","82,133","(+/-7,103)","96,236","(+/-6,491)","168,817","(+/-13,007)","149,526","(+/-12,152)","132,425","(+/-9,690)","126,651","(+/-8,896)","111,744","(+/-8,018)","143,194","(+/-10,700)","296,707","(+/-13,494)","139,578","(+/-9,992)","237,535","(+/-12,221)","239,265","(+/-13,408)","346,417","(+/-14,785)","316,230","(+/-12,459)","451,249","(+/-12,140)","405,392","(+/-14,041)","390,081","(+/-12,969)"
People,Ancestry,"Total population","803,679","(+/-4,265)","799,012","(+/-4,592)","807,523","(+/-11,123)","811,996","(+/-14,828)","837,211","(+/-14,540)","821,498","(+/-16,070)","802,027","(+/-6,012)","817,216","(+/-1,980)","842,005","(+/-20,269)","784,303","(+/-20,232)","843,676","(+/-17,612)","843,806","(+/-8,875)","767,679","(+/-7,868)","784,928","(+/-20,740)","828,431","(+/-24,595)","850,603","(+/-18,973)","851,634","(+/-9,279)","853,391","(+/-15,411)","809,197","(+/-12,201)","803,297","(+/-17,214)","820,276","(+/-9,525)","773,713","(+/-14,492)","780,374","(+/-16,413)","772,726","(+/-17,019)","779,002","(+/-10,353)","809,482","(+/-15,020)","746,930","(+/-17,819)","765,111","(+/-17,620)"
People,Ancestry,American,"44,976","(+/-5,603)","47,437","(+/-5,076)","54,746","(+/-4,798)","65,910","(+/-7,983)","49,401","(+/-6,015)","59,460","(+/-7,609)","70,771","(+/-7,672)","58,053","(+/-6,919)","28,920","(+/-6,285)","64,503","(+/-9,375)","112,494","(+/-12,788)","115,825","(+/-12,208)","64,468","(+/-8,201)","41,651","(+/-6,305)","52,742","(+/-6,175)","50,579","(+/-6,744)","73,143","(+/-8,540)","75,045","(+/-9,580)","69,219","(+/-8,799)","37,238","(+/-6,527)","105,763","(+/-12,230)","59,366","(+/-6,676)","35,771","(+/-5,544)","59,779","(+/-8,947)","36,003","(+/-5,122)","26,580","(+/-4,782)","24,353","(+/-4,235)","26,966","(+/-4,827)"
People,Ancestry,Arab,"3,185","(+/-3,020)","2,748","(+/-1,044)","2,036","(+/-1,145)","2,495","(+/-1,144)","11,350","(+/-2,979)","2,737","(+/-1,109)","4,054","(+/-1,394)","3,223","(+/-1,366)","6,731","(+/-3,259)","5,795","(+/-2,071)","5,973","(+/-2,770)","4,926","(+/-2,799)","7,179","(+/-2,609)","5,986","(+/-2,048)","10,578","(+/-3,604)","8,288","(+/-3,865)","3,012","(+/-1,134)","2,202","(+/-1,597)","3,849","(+/-1,710)","2,798","(+/-1,747)","5,347","(+/-2,212)","9,194","(+/-3,117)","9,157","(+/-3,038)","7,849","(+/-3,501)","6,967","(+/-2,544)","1,827",(+/-932),"6,369","(+/-1,833)","4,423","(+/-1,347)"
People,Ancestry,Czech,"2,802","(+/-1,101)","1,270",(+/-667),"1,000",(+/-475),"1,440",(+/-638),"2,148",(+/-880),"1,739",(+/-809),"1,561",(+/-732),"2,028",(+/-654),660,(+/-438),"1,589",(+/-870),"2,902","(+/-1,058)","3,423","(+/-1,299)","2,466",(+/-878),"2,243","(+/-1,136)",741,(+/-438),"1,613",(+/-571),"2,855","(+/-1,014)",297,(+/-207),"3,192",(+/-896),"1,159",(+/-879),"1,719",(+/-771),"1,803","(+/-1,106)","2,010","(+/-1,092)",371,(+/-262),"1,034",(+/-560),773,(+/-345),324,(+/-325),726,(+/-460)
People,Ancestry,Danish,"1,498",(+/-738),"2,043",(+/-880),"1,068",(+/-623),715,(+/-409),"2,418","(+/-1,252)","1,701",(+/-726),"1,716",(+/-654),"1,323",(+/-511),"1,205",(+/-731),"2,293","(+/-1,345)","2,795","(+/-1,302)","1,782",(+/-662),"2,168",(+/-713),"1,039",(+/-888),"1,082",(+/-628),"2,340",(+/-932),"4,054","(+/-1,378)","1,490",(+/-697),"2,013",(+/-696),337,(+/-353),"1,307",(+/-599),961,(+/-514),710,(+/-349),643,(+/-666),780,(+/-536),120,(+/-131),258,(+/-248),201,(+/-192)
People,Ancestry,Dutch,"7,707","(+/-2,086)","4,573","(+/-1,440)","7,170","(+/-2,049)","5,491","(+/-2,029)","6,003","(+/-1,575)","7,832","(+/-1,564)","6,438","(+/-1,843)","6,147","(+/-1,301)","2,201",(+/-842),"2,140",(+/-801),"6,943","(+/-1,958)","9,896","(+/-2,189)","6,779","(+/-1,597)","5,290","(+/-1,860)","4,676","(+/-1,434)","11,640","(+/-3,978)","9,560","(+/-2,214)","6,832","(+/-1,926)","7,024","(+/-1,690)","1,310",(+/-546),"6,374","(+/-1,905)","3,352","(+/-1,155)","3,763","(+/-1,226)","1,727",(+/-550),"2,732","(+/-1,447)","1,281",(+/-572),"2,006",(+/-997),"1,469",(+/-674)
People,Ancestry,English,"95,469","(+/-6,187)","92,000","(+/-7,139)","92,375","(+/-5,889)","75,824","(+/-8,606)","95,890","(+/-7,690)","110,706","(+/-8,123)","75,064","(+/-6,081)","99,753","(+/-6,330)","39,776","(+/-4,285)","42,811","(+/-5,180)","83,778","(+/-8,004)","87,988","(+/-7,515)","90,609","(+/-5,651)","60,473","(+/-5,820)","70,053","(+/-7,250)","77,513","(+/-6,261)","97,114","(+/-6,780)","76,625","(+/-7,044)","85,804","(+/-6,380)","19,694","(+/-3,506)","79,754","(+/-8,016)","45,893","(+/-4,896)","43,607","(+/-5,073)","9,317","(+/-2,042)","21,541","(+/-3,330)","20,121","(+/-3,327)","17,677","(+/-3,058)","13,652","(+/-2,324)"
People,Ancestry,"French (except Basque)","18,797","(+/-3,077)","13,211","(+/-2,078)","15,921","(+/-3,338)","12,235","(+/-2,739)","18,897","(+/-3,455)","20,418","(+/-3,670)","20,787","(+/-4,046)","19,936","(+/-3,381)","11,435","(+/-2,552)","8,185","(+/-2,060)","16,391","(+/-2,604)","19,222","(+/-2,760)","20,142","(+/-2,905)","14,006","(+/-3,589)","12,591","(+/-2,312)","18,535","(+/-3,136)","23,186","(+/-2,723)","14,253","(+/-3,260)","18,844","(+/-2,375)","5,678","(+/-1,458)","15,562","(+/-2,584)","9,438","(+/-2,211)","12,163","(+/-2,265)","5,031","(+/-1,696)","7,658","(+/-1,894)","8,971","(+/-2,406)","9,101","(+/-2,042)","7,165","(+/-2,095)"
People,Ancestry,"French Canadian","4,451","(+/-1,560)","2,241",(+/-679),"5,020","(+/-1,773)","2,683",(+/-992),"3,218","(+/-1,069)","5,682","(+/-1,573)","4,465","(+/-1,766)","6,014","(+/-1,790)","1,990",(+/-897),"2,874","(+/-1,132)","6,915","(+/-1,944)","4,000","(+/-1,281)","3,996","(+/-1,131)","2,947","(+/-1,143)","3,102",(+/-865),"6,287","(+/-2,429)","7,097","(+/-1,426)","4,131","(+/-1,125)","6,607","(+/-2,836)","2,155",(+/-887),"6,275","(+/-2,368)","2,412",(+/-804),"4,193","(+/-1,339)",787,(+/-458),"2,575","(+/-1,067)","1,025",(+/-544),361,(+/-264),670,(+/-344)
People,Ancestry,German,"97,140","(+/-7,816)","66,177","(+/-4,492)","89,660","(+/-7,224)","64,222","(+/-5,579)","90,040","(+/-7,114)","97,833","(+/-6,154)","89,845","(+/-6,194)","105,999","(+/-7,989)","41,101","(+/-5,446)","48,686","(+/-4,772)","89,645","(+/-8,665)","112,118","(+/-8,911)","106,007","(+/-6,046)","63,502","(+/-6,662)","69,734","(+/-6,195)","97,228","(+/-6,357)","127,886","(+/-7,930)","70,055","(+/-6,574)","111,127","(+/-6,940)","24,838","(+/-4,076)","82,155","(+/-7,369)","50,961","(+/-5,173)","53,031","(+/-5,136)","13,868","(+/-2,672)","32,552","(+/-4,251)","26,093","(+/-3,752)","23,025","(+/-3,595)","14,969","(+/-2,633)"
People,Ancestry,Greek,"4,176","(+/-2,430)","2,078",(+/-894),"3,816","(+/-1,277)","2,331","(+/-1,040)","3,716","(+/-1,426)","2,228","(+/-1,021)","2,940","(+/-1,544)","2,877","(+/-1,117)","1,858","(+/-1,308)","2,171","(+/-1,011)","2,673","(+/-1,183)","8,639","(+/-2,318)","6,955","(+/-1,971)","3,851","(+/-1,272)","2,398",(+/-968),"2,764","(+/-1,042)","4,274","(+/-1,168)","1,012",(+/-448),"4,897","(+/-1,700)","1,928",(+/-889),"5,802","(+/-3,040)","4,436","(+/-1,396)","5,648","(+/-2,891)","1,575",(+/-818),"3,146","(+/-2,025)","1,755","(+/-1,127)","1,816",(+/-803),596,(+/-310)
People,Ancestry,Hungarian,"2,424",(+/-808),"2,698","(+/-1,090)","2,122",(+/-945),"2,534","(+/-1,080)","3,327","(+/-1,115)","3,479","(+/-1,312)","4,574","(+/-1,693)","4,545","(+/-1,481)","1,217",(+/-757),"2,208",(+/-775),"4,116","(+/-1,649)","5,039","(+/-1,263)","5,182","(+/-2,026)","3,856","(+/-1,741)","2,529","(+/-1,111)","3,214","(+/-1,128)","6,771","(+/-2,054)","1,830",(+/-597),"3,972",(+/-873),"1,008",(+/-515),"5,698","(+/-1,454)","6,069","(+/-1,277)","4,367","(+/-1,212)","1,430",(+/-677),"3,373","(+/-1,569)",880,(+/-465),"1,691",(+/-756),605,(+/-381)
People,Ancestry,Irish,"82,569","(+/-8,084)","70,736","(+/-5,428)","80,663","(+/-7,411)","65,187","(+/-6,696)","90,333","(+/-8,248)","84,528","(+/-7,060)","76,111","(+/-6,035)","107,373","(+/-7,574)","44,133","(+/-5,104)","45,026","(+/-5,040)","79,696","(+/-8,691)","93,141","(+/-6,835)","96,580","(+/-7,384)","62,120","(+/-5,092)","66,566","(+/-7,119)","81,281","(+/-8,121)","102,484","(+/-6,826)","63,788","(+/-6,688)","92,266","(+/-6,921)","26,502","(+/-3,690)","90,469","(+/-7,271)","56,343","(+/-5,047)","57,600","(+/-6,601)","8,926","(+/-1,920)","32,646","(+/-3,990)","27,711","(+/-4,646)","20,162","(+/-4,686)","15,208","(+/-2,183)"
People,Ancestry,Italian,"29,567","(+/-4,256)","27,648","(+/-3,847)","34,726","(+/-3,727)","24,973","(+/-3,810)","51,080","(+/-5,589)","53,970","(+/-5,421)","57,340","(+/-6,453)","64,724","(+/-7,031)","31,719","(+/-5,439)","33,566","(+/-4,418)","56,689","(+/-7,241)","75,585","(+/-8,028)","72,871","(+/-6,837)","45,333","(+/-4,911)","45,497","(+/-5,420)","55,913","(+/-6,279)","66,513","(+/-5,612)","29,015","(+/-3,821)","69,847","(+/-6,476)","27,829","(+/-4,455)","72,080","(+/-7,568)","60,999","(+/-7,224)","74,240","(+/-7,371)","19,580","(+/-3,061)","44,078","(+/-5,797)","30,787","(+/-4,209)","28,479","(+/-4,310)","13,281","(+/-2,897)"
People,Ancestry,Lithuanian,474,(+/-538),850,(+/-452),868,(+/-679),793,(+/-631),"2,433","(+/-1,499)",908,(+/-518),638,(+/-391),"1,419",(+/-563),467,(+/-432),937,(+/-478),"1,155",(+/-653),"2,205","(+/-1,479)","3,139",(+/-785),"1,537",(+/-748),962,(+/-677),"2,568","(+/-1,121)","2,584",(+/-818),247,(+/-199),"1,675",(+/-532),747,(+/-811),"2,989","(+/-1,978)","2,151",(+/-806),"1,762",(+/-735),149,(+/-131),"1,636","(+/-1,044)",320,(+/-292),538,(+/-299),217,(+/-202)
People,Ancestry,Norwegian,"8,120","(+/-2,319)","3,146","(+/-1,084)","6,224","(+/-1,712)","2,979",(+/-803),"6,841","(+/-3,383)","6,868","(+/-1,575)","5,904","(+/-1,740)","6,436","(+/-1,430)","2,685","(+/-1,216)","3,912","(+/-1,347)","7,616","(+/-2,218)","6,924","(+/-1,755)","6,334","(+/-1,545)","4,751","(+/-1,347)","2,603",(+/-813),"6,001","(+/-1,367)","9,544","(+/-2,212)","1,953",(+/-667),"9,593","(+/-1,738)",814,(+/-429),"7,102","(+/-1,858)","1,988",(+/-717),"3,276","(+/-1,854)",946,(+/-454),"1,912",(+/-823),"1,310",(+/-668),"1,483",(+/-765),"1,142",(+/-594)
People,Ancestry,Polish,"14,405","(+/-3,192)","10,308","(+/-2,048)","13,216","(+/-2,719)","12,340","(+/-2,802)","19,636","(+/-3,556)","19,714","(+/-3,348)","19,732","(+/-3,186)","21,495","(+/-3,522)","12,499","(+/-2,899)","11,394","(+/-2,038)","22,669","(+/-3,687)","26,748","(+/-3,768)","31,003","(+/-3,894)","16,218","(+/-2,284)","13,741","(+/-2,807)","22,684","(+/-2,700)","33,118","(+/-3,891)","10,634","(+/-2,176)","27,749","(+/-3,469)","7,574","(+/-1,785)","23,741","(+/-3,141)","24,092","(+/-3,550)","31,409","(+/-6,839)","8,120","(+/-1,950)","14,429","(+/-3,417)","7,554","(+/-1,817)","9,612","(+/-2,090)","4,266","(+/-1,275)"
People,Ancestry,Portuguese,"2,483","(+/-1,006)","1,038",(+/-553),"2,607","(+/-1,031)","2,677","(+/-1,621)","2,330",(+/-886),"7,070","(+/-2,609)","5,620","(+/-1,812)","3,378","(+/-1,116)","7,147","(+/-3,070)","6,056","(+/-2,375)","5,119","(+/-1,944)","6,525","(+/-2,008)","3,843","(+/-1,156)","2,581",(+/-968),"2,525","(+/-1,099)","3,294","(+/-2,247)","2,728",(+/-877),"2,107","(+/-1,591)","4,399","(+/-1,455)","1,795","(+/-1,202)","4,613","(+/-1,836)","2,970","(+/-1,147)","8,004","(+/-1,871)","2,969","(+/-1,097)","5,849","(+/-2,132)","1,431",(+/-547),"3,975",(+/-988),"1,597",(+/-922)
People,Ancestry,Russian,"2,352",(+/-972),"2,538","(+/-1,051)","5,515","(+/-1,813)","2,371","(+/-1,308)","6,151","(+/-1,907)","4,685","(+/-1,354)","3,866","(+/-1,472)","6,470","(+/-2,280)","2,644","(+/-1,646)","5,819","(+/-1,674)","3,685","(+/-1,053)","5,461","(+/-1,914)","5,435","(+/-1,341)","6,750","(+/-2,666)","2,965","(+/-1,066)","6,421","(+/-2,579)","9,662","(+/-2,443)","1,943",(+/-794),"5,811","(+/-1,689)","3,255","(+/-1,111)","8,731","(+/-1,943)","21,007","(+/-3,729)","17,042","(+/-3,339)","10,740","(+/-2,409)","12,815","(+/-3,397)","2,062",(+/-887),"4,907","(+/-1,260)","1,897",(+/-821)
People,Ancestry,Scotch-Irish,"10,058","(+/-2,310)","8,092","(+/-2,029)","8,370","(+/-2,188)","6,140","(+/-1,579)","7,508","(+/-1,785)","6,086","(+/-1,528)","6,911","(+/-1,881)","8,592","(+/-1,771)","2,419","(+/-1,051)","3,991","(+/-1,761)","4,098","(+/-1,326)","7,942","(+/-1,571)","6,672","(+/-1,564)","6,543","(+/-1,728)","5,382","(+/-2,418)","5,751","(+/-1,367)","7,897","(+/-1,667)","4,982","(+/-1,569)","5,133","(+/-1,706)","1,363",(+/-823),"3,467","(+/-1,068)","1,790",(+/-602),"2,419",(+/-775),302,(+/-230),"2,873","(+/-1,675)","1,607",(+/-877),"1,148",(+/-682),"1,327",(+/-693)
People,Ancestry,Scottish,"20,977","(+/-3,389)","16,301","(+/-2,743)","14,887","(+/-2,947)","13,111","(+/-2,251)","17,945","(+/-2,579)","21,567","(+/-4,043)","12,324","(+/-1,801)","17,924","(+/-2,678)","9,159","(+/-2,839)","9,037","(+/-2,179)","15,969","(+/-3,770)","14,636","(+/-2,538)","16,090","(+/-2,676)","13,062","(+/-2,489)","9,051","(+/-2,259)","12,922","(+/-2,322)","17,230","(+/-2,937)","11,397","(+/-2,526)","13,532","(+/-2,218)","2,888","(+/-1,013)","14,887","(+/-3,031)","8,696","(+/-1,640)","6,899","(+/-1,526)","1,712",(+/-694),"2,801",(+/-971),"3,177",(+/-951),"2,093",(+/-734),"4,158","(+/-1,374)"
People,Ancestry,Slovak,753,(+/-624),328,(+/-210),516,(+/-344),975,(+/-577),"1,162",(+/-770),"1,063",(+/-541),"1,049",(+/-558),"2,345","(+/-1,498)",580,(+/-602),324,(+/-232),"1,796",(+/-943),932,(+/-432),"1,740",(+/-720),"1,068",(+/-663),748,(+/-390),"1,416",(+/-608),"1,573",(+/-626),838,(+/-563),"1,327",(+/-574),142,(+/-148),"2,988","(+/-1,608)","2,250","(+/-1,591)","1,376",(+/-954),345,(+/-359),420,(+/-435),226,(+/-201),100,(+/-124),100,(+/-82)
People,Ancestry,"Subsaharan African","4,004","(+/-1,488)","5,508","(+/-1,907)","16,811","(+/-4,807)","10,547","(+/-3,189)","11,976","(+/-4,820)","5,448","(+/-2,231)","8,346","(+/-3,257)","1,969",(+/-937),"9,240","(+/-3,881)","7,503","(+/-3,391)","13,789","(+/-4,918)","2,917","(+/-1,524)","2,201",(+/-865),"5,782","(+/-1,790)","3,699","(+/-1,643)","5,511","(+/-2,588)","3,212","(+/-1,386)","5,441","(+/-2,084)","3,541","(+/-1,797)","9,315","(+/-2,693)","4,294","(+/-2,163)","6,784","(+/-2,964)","5,023","(+/-2,946)","7,369","(+/-2,387)","10,518","(+/-5,820)","1,492",(+/-808),"4,243","(+/-1,974)","4,674","(+/-1,722)"
People,Ancestry,Swedish,"6,216","(+/-2,580)","2,309",(+/-705),"4,496","(+/-1,397)","4,127","(+/-1,357)","7,339","(+/-1,843)","6,193","(+/-1,241)","8,793","(+/-2,702)","7,453","(+/-1,557)","2,777","(+/-1,323)","2,242",(+/-737),"7,494","(+/-1,969)","6,416","(+/-1,455)","7,857","(+/-1,620)","4,911","(+/-1,738)","4,712","(+/-1,127)","9,990","(+/-3,125)","9,680","(+/-1,807)","5,594","(+/-1,877)","9,829","(+/-1,656)","1,087",(+/-570),"6,018","(+/-1,403)","5,117","(+/-1,541)","4,064","(+/-1,226)",805,(+/-557),"2,126","(+/-1,043)","2,338","(+/-1,131)","1,788",(+/-796),"1,697",(+/-953)
People,Ancestry,Swiss,803,(+/-585),"1,300",(+/-561),"1,068",(+/-632),"1,078",(+/-699),"2,043",(+/-927),"1,995",(+/-926),"1,186",(+/-744),671,(+/-409),538,(+/-412),"1,573",(+/-787),"1,978","(+/-1,588)","2,262",(+/-947),"1,844",(+/-808),"1,570",(+/-854),825,(+/-543),"1,360",(+/-668),"5,026","(+/-1,998)",860,(+/-359),"2,293",(+/-701),575,(+/-475),"1,924",(+/-740),392,(+/-369),"1,770",(+/-879),460,(+/-393),727,(+/-443),458,(+/-225),"1,534",(+/-705),303,(+/-375)
People,Ancestry,Ukrainian,"2,609","(+/-1,240)","1,472",(+/-664),"1,105",(+/-669),"1,604","(+/-1,099)","3,437","(+/-1,123)","2,930","(+/-1,294)","1,839",(+/-798),"2,941",(+/-971),"2,356","(+/-1,492)","2,657","(+/-1,314)","1,950",(+/-846),"2,676",(+/-977),"4,175","(+/-1,188)","2,985","(+/-1,033)","1,220",(+/-566),"3,734","(+/-1,537)","7,873","(+/-2,226)","1,034",(+/-592),"3,761","(+/-1,675)","1,749",(+/-699),"3,117","(+/-1,110)","4,369","(+/-1,539)","4,270","(+/-1,351)","3,226","(+/-1,530)","7,429","(+/-3,090)","1,282",(+/-496),"2,130","(+/-1,185)","1,518",(+/-825)
People,Ancestry,Welsh,"6,734","(+/-2,155)","4,125","(+/-1,011)","4,229","(+/-2,205)","3,923","(+/-1,788)","5,486","(+/-2,853)","4,248","(+/-1,255)","2,978","(+/-1,172)","4,611","(+/-1,769)",859,(+/-607),"4,722","(+/-1,898)","2,951",(+/-956),"4,834","(+/-1,739)","3,976","(+/-1,114)","2,456",(+/-687),"2,851","(+/-1,286)","6,366","(+/-1,790)","5,473","(+/-1,358)","3,594","(+/-1,206)","3,240",(+/-938),849,(+/-619),"3,003","(+/-1,040)","1,329",(+/-523),"1,840",(+/-714),884,(+/-666),347,(+/-208),"1,102",(+/-593),739,(+/-416),622,(+/-619)
People,Ancestry,"West Indian (excluding Hispanic origin groups)","6,777","(+/-3,541)","10,146","(+/-2,453)","12,108","(+/-3,785)","11,706","(+/-3,882)","10,783","(+/-3,047)","11,094","(+/-3,716)","13,698","(+/-3,404)","16,068","(+/-4,182)","32,153","(+/-6,918)","73,246","(+/-9,696)","27,681","(+/-5,957)","5,103","(+/-1,486)","5,195","(+/-2,196)","15,471","(+/-4,390)","22,873","(+/-5,218)","16,150","(+/-4,436)","15,958","(+/-5,250)","23,155","(+/-6,370)","19,600","(+/-4,644)","188,046","(+/-14,645)","37,616","(+/-6,183)","85,486","(+/-9,347)","50,662","(+/-7,561)","122,975","(+/-11,255)","59,998","(+/-9,455)","24,074","(+/-4,106)","17,251","(+/-3,664)","24,178","(+/-4,815)"
