Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","669,063",G,"442,871",G,"450,709",G,"807,945",G,"2,559,480",G,"2,170,979",G,"1,102,514",G,"367,193",G,"696,240",G,"492,435",G,"1,472,718",G,"439,163",G,"551,531",H,"270,894",G
Business,"Annual payroll ($1,000)","Educational services","213,046",H,"188,832",H,"98,993",G,"196,910",G,"2,394,817",H,"242,817",G,"182,310",G,"73,448",G,"159,281",G,"89,805",G,"148,603",G,"98,497",G,"104,858",H,"97,259",H
Business,"Annual payroll ($1,000)","Health care and social assistance","2,182,221",H,"2,424,243",G,"2,083,045",G,"2,206,403",G,"6,999,236",G,"1,999,960",H,"1,891,715",G,"1,821,596",G,"1,816,750",H,"1,349,326",G,"2,616,268",H,"2,728,545",G,"1,403,899",G,"1,552,701",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","97,444",G,"37,576",G,"89,724",G,"65,235",G,"660,193",G,"178,869",G,"121,619",G,"38,024",G,"360,893",H,"61,139",G,"449,928",H,"89,262",H,"77,994",H,"41,682",G
Business,"Annual payroll ($1,000)","Accommodation and food services","957,043",G,"473,736",G,"582,203",G,"633,786",G,"2,016,711",G,"667,802",G,"546,041",G,"550,079",G,"641,906",G,"535,796",G,"853,699",G,"516,216",G,"458,438",G,"413,011",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","426,458",G,"285,854",G,"340,895",G,"434,078",G,"1,352,151",G,"569,252",G,"615,395",G,"233,396",G,"420,421",G,"321,925",G,"530,154",G,"285,630",G,"281,135",G,"282,792",G
Business,"Annual payroll ($1,000)","Industries not classified",263,G,"1,755",G,"1,607",G,"1,559",G,"4,161",G,"1,210",H,"1,266",G,"1,581",H,603,H,"1,041",G,"1,139",G,990,G,"1,579",H,651,G
Business,"Total Establishments","Total for all sectors","18,075",X,"15,222",X,"16,449",X,"17,948",X,"29,750",X,"25,515",X,"21,729",X,"14,851",X,"19,888",X,"15,788",X,"22,261",X,"14,561",X,"12,661",X,"12,501",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",116,X,191,X,57,X,10,X,7,X,25,X,12,X,188,X,40,X,69,X,17,X,178,X,4,X,39,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",11,X,12,X,11,X,9,X,4,X,10,X,3,X,15,X,15,X,33,X,16,X,25,X,4,X,8,X
Business,"Total Establishments",Utilities,46,X,43,X,36,X,26,X,46,X,18,X,9,X,63,X,47,X,40,X,29,X,47,X,19,X,20,X
Business,"Total Establishments",Construction,"1,521",X,974,X,"1,676",X,"1,107",X,924,X,"2,222",X,"2,087",X,"1,084",X,"2,411",X,"1,954",X,"2,198",X,"1,287",X,916,X,"1,293",X
Business,"Total Establishments",Manufacturing,481,X,527,X,622,X,491,X,520,X,488,X,545,X,550,X,849,X,607,X,635,X,479,X,323,X,743,X
Business,"Total Establishments","Wholesale trade",676,X,740,X,647,X,885,X,"1,128",X,"1,409",X,"1,547",X,608,X,"1,177",X,645,X,"1,173",X,575,X,613,X,628,X
Business,"Total Establishments","Retail trade","3,032",X,"2,958",X,"2,513",X,"2,341",X,"2,935",X,"2,370",X,"2,412",X,"2,932",X,"2,773",X,"2,245",X,"2,534",X,"2,622",X,"1,954",X,"2,189",X
Business,"Total Establishments","Transportation and warehousing",957,X,563,X,601,X,730,X,933,X,537,X,881,X,534,X,711,X,724,X,563,X,546,X,"1,058",X,453,X
Business,"Total Establishments",Information,256,X,223,X,233,X,443,X,980,X,666,X,421,X,203,X,306,X,234,X,405,X,210,X,218,X,174,X
Business,"Total Establishments","Finance and insurance",926,X,939,X,957,X,941,X,"1,895",X,"1,729",X,"1,402",X,977,X,"1,057",X,829,X,"1,437",X,881,X,533,X,660,X
Business,"Total Establishments","Real estate and rental and leasing","1,056",X,673,X,976,X,"1,126",X,"2,476",X,"1,684",X,"1,185",X,626,X,"1,155",X,885,X,"1,474",X,641,X,643,X,548,X
Business,"Total Establishments","Professional, scientific, and technical services","1,586",X,"1,145",X,"1,463",X,"2,625",X,"5,784",X,"5,377",X,"3,190",X,"1,086",X,"2,021",X,"1,473",X,"3,292",X,"1,157",X,"1,061",X,983,X
Business,"Total Establishments","Management of companies and enterprises",66,X,83,X,51,X,119,X,309,X,224,X,135,X,52,X,61,X,42,X,265,X,48,X,52,X,45,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",969,X,753,X,906,X,982,X,"1,365",X,"1,670",X,"1,324",X,637,X,"1,151",X,"1,017",X,"1,378",X,688,X,682,X,639,X
Business,"Total Establishments","Educational services",180,X,146,X,173,X,285,X,535,X,477,X,329,X,118,X,242,X,197,X,313,X,136,X,162,X,109,X
Business,"Total Establishments","Health care and social assistance","1,956",X,"1,882",X,"1,929",X,"2,270",X,"3,406",X,"2,584",X,"2,183",X,"1,905",X,"1,857",X,"1,609",X,"2,352",X,"1,812",X,"1,632",X,"1,371",X
Business,"Total Establishments","Arts, entertainment, and recreation",256,X,185,X,273,X,302,X,803,X,443,X,320,X,162,X,312,X,238,X,389,X,152,X,218,X,147,X
Business,"Total Establishments","Accommodation and food services","2,164",X,"1,514",X,"1,560",X,"1,667",X,"3,023",X,"1,653",X,"1,884",X,"1,604",X,"1,802",X,"1,369",X,"1,856",X,"1,450",X,"1,328",X,"1,104",X
Business,"Total Establishments","Other services (except public administration)","1,800",X,"1,652",X,"1,736",X,"1,561",X,"2,617",X,"1,904",X,"1,826",X,"1,486",X,"1,880",X,"1,558",X,"1,913",X,"1,600",X,"1,212",X,"1,334",X
Business,"Total Establishments","Industries not classified",20,X,19,X,29,X,28,X,60,X,25,X,34,X,21,X,21,X,20,X,22,X,27,X,29,X,14,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
