Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE"
Workers,"Employment Status","In labor force","347,212","(+/-6,565)","374,261","(+/-7,140)","386,476","(+/-7,581)","395,446","(+/-8,654)","378,356","(+/-9,735)","378,300","(+/-9,424)","400,823","(+/-9,620)","398,385","(+/-9,373)","382,381","(+/-6,256)","392,796","(+/-10,654)","436,144","(+/-7,814)","422,182","(+/-7,304)","352,720","(+/-8,423)","385,228","(+/-8,139)","400,776","(+/-8,374)","398,676","(+/-9,881)","446,200","(+/-10,049)","373,054","(+/-10,537)","388,556","(+/-9,879)","371,856","(+/-10,507)","344,764","(+/-9,989)","338,657","(+/-9,331)","358,593","(+/-11,252)","382,869","(+/-7,240)","343,793","(+/-8,316)","386,722","(+/-6,481)","355,026","(+/-10,948)","395,114","(+/-10,580)","395,919","(+/-13,552)","449,383","(+/-11,389)","371,455","(+/-11,495)","421,522","(+/-12,591)","374,538","(+/-11,272)","391,194","(+/-11,818)","395,104","(+/-10,118)","422,465","(+/-10,323)","397,448","(+/-10,742)","375,011","(+/-10,847)","390,076","(+/-9,070)","405,606","(+/-9,804)","395,958","(+/-10,966)","385,234","(+/-10,060)","373,343","(+/-11,959)","380,833","(+/-10,882)","383,572","(+/-8,463)","409,827","(+/-9,367)","416,580","(+/-8,128)","367,999","(+/-11,175)","413,215","(+/-9,235)","462,581","(+/-14,205)","416,690","(+/-11,872)","387,643","(+/-12,043)"
Workers,"Employment Status","Civilian labor force","343,213","(+/-6,522)","372,946","(+/-7,125)","384,789","(+/-7,589)","393,102","(+/-8,714)","377,928","(+/-9,759)","377,864","(+/-9,440)","399,874","(+/-9,653)","395,306","(+/-9,317)","382,033","(+/-6,215)","391,134","(+/-10,628)","435,603","(+/-7,808)","420,544","(+/-7,725)","352,228","(+/-8,452)","384,906","(+/-8,153)","400,540","(+/-8,392)","398,450","(+/-9,865)","445,436","(+/-10,044)","371,730","(+/-10,590)","382,573","(+/-9,977)","364,995","(+/-10,523)","344,082","(+/-9,991)","338,433","(+/-9,329)","344,961","(+/-11,023)","379,662","(+/-7,378)","343,349","(+/-8,270)","382,414","(+/-6,614)","354,592","(+/-10,926)","394,898","(+/-10,582)","395,879","(+/-13,556)","449,383","(+/-11,389)","370,935","(+/-11,523)","421,522","(+/-12,591)","373,651","(+/-11,321)","390,522","(+/-11,730)","395,021","(+/-10,138)","421,756","(+/-10,144)","397,395","(+/-10,752)","374,809","(+/-10,863)","388,963","(+/-9,129)","404,596","(+/-9,928)","393,961","(+/-11,150)","384,942","(+/-10,038)","372,669","(+/-12,003)","380,291","(+/-10,849)","383,042","(+/-8,470)","409,321","(+/-9,323)","415,808","(+/-8,102)","360,520","(+/-11,237)","384,653","(+/-8,821)","444,340","(+/-13,857)","398,025","(+/-12,113)","367,833","(+/-11,974)"
Workers,"Employment Status",Employed,"321,651","(+/-6,457)","353,208","(+/-7,206)","366,981","(+/-7,878)","376,253","(+/-9,035)","357,918","(+/-9,729)","353,834","(+/-9,532)","372,888","(+/-8,686)","372,208","(+/-9,333)","356,303","(+/-6,034)","372,093","(+/-10,778)","413,824","(+/-7,761)","395,432","(+/-8,217)","322,142","(+/-8,302)","366,956","(+/-8,201)","385,157","(+/-8,214)","381,245","(+/-9,713)","426,996","(+/-10,099)","355,280","(+/-10,416)","366,194","(+/-9,727)","346,759","(+/-10,226)","312,992","(+/-9,688)","303,421","(+/-9,230)","317,666","(+/-10,917)","358,869","(+/-7,410)","323,693","(+/-8,144)","362,374","(+/-7,050)","334,385","(+/-9,824)","378,334","(+/-10,472)","368,630","(+/-12,953)","421,155","(+/-10,279)","351,885","(+/-10,952)","397,602","(+/-12,175)","352,273","(+/-11,190)","365,842","(+/-11,118)","373,306","(+/-9,884)","398,511","(+/-9,757)","366,610","(+/-10,538)","358,333","(+/-10,579)","368,594","(+/-9,536)","388,396","(+/-9,525)","373,985","(+/-11,102)","362,142","(+/-9,735)","345,638","(+/-10,771)","359,166","(+/-10,320)","366,161","(+/-8,186)","391,773","(+/-9,607)","398,688","(+/-8,351)","344,367","(+/-10,748)","368,478","(+/-9,284)","425,437","(+/-14,000)","378,491","(+/-11,961)","346,047","(+/-11,541)"
Workers,"Employment Status",Unemployed,"21,562","(+/-3,073)","19,738","(+/-2,158)","17,808","(+/-2,675)","16,849","(+/-2,529)","20,010","(+/-2,889)","24,030","(+/-3,958)","26,986","(+/-3,486)","23,098","(+/-2,673)","25,730","(+/-3,623)","19,041","(+/-2,882)","21,779","(+/-2,453)","25,112","(+/-2,762)","30,086","(+/-3,326)","17,950","(+/-2,801)","15,383","(+/-2,348)","17,205","(+/-2,809)","18,440","(+/-2,323)","16,450","(+/-2,266)","16,379","(+/-2,519)","18,236","(+/-2,548)","31,090","(+/-3,279)","35,012","(+/-4,167)","27,295","(+/-3,575)","20,793","(+/-2,948)","19,656","(+/-3,206)","20,040","(+/-2,443)","20,207","(+/-3,156)","16,564","(+/-2,346)","27,249","(+/-2,830)","28,228","(+/-3,147)","19,050","(+/-2,546)","23,920","(+/-2,848)","21,378","(+/-2,685)","24,680","(+/-2,786)","21,715","(+/-3,087)","23,245","(+/-2,929)","30,785","(+/-2,918)","16,476","(+/-2,403)","20,369","(+/-2,704)","16,200","(+/-2,492)","19,976","(+/-2,957)","22,800","(+/-2,982)","27,031","(+/-3,444)","21,125","(+/-3,033)","16,881","(+/-2,945)","17,548","(+/-2,805)","17,120","(+/-2,567)","16,153","(+/-2,525)","16,175","(+/-2,178)","18,903","(+/-2,727)","19,534","(+/-2,711)","21,786","(+/-2,872)"
Workers,"Employment Status","Armed Forces","3,999","(+/-1,170)","1,315",(+/-679),"1,687",(+/-946),"2,344",(+/-843),428,(+/-344),436,(+/-307),949,(+/-602),"3,079",(+/-804),348,(+/-297),"1,662",(+/-849),541,(+/-528),"1,638","(+/-1,047)",492,(+/-480),322,(+/-234),236,(+/-226),226,(+/-136),764,(+/-734),"1,324",(+/-412),"5,983","(+/-1,112)","6,861","(+/-1,448)",682,(+/-499),224,(+/-138),"13,632","(+/-1,962)","3,207",(+/-961),444,(+/-353),"4,308","(+/-1,048)",434,(+/-461),216,(+/-195),40,(+/-64),0,(+/-221),520,(+/-406),0,(+/-221),887,(+/-648),672,(+/-691),83,(+/-97),709,(+/-860),53,(+/-92),202,(+/-215),"1,113",(+/-553),"1,010",(+/-739),"1,997",(+/-918),292,(+/-178),674,(+/-592),542,(+/-347),530,(+/-540),506,(+/-333),772,(+/-401),"7,479","(+/-1,952)","28,562","(+/-2,349)","18,241","(+/-2,256)","18,665","(+/-2,747)","19,810","(+/-3,545)"
Workers,"Employment Status","Not in labor force","259,762","(+/-6,315)","245,303","(+/-6,920)","260,456","(+/-6,805)","237,291","(+/-6,866)","257,657","(+/-8,339)","217,684","(+/-8,614)","213,123","(+/-8,245)","215,806","(+/-7,979)","215,446","(+/-5,472)","209,585","(+/-7,455)","186,868","(+/-5,476)","201,833","(+/-6,371)","236,099","(+/-7,186)","201,677","(+/-6,878)","203,577","(+/-7,617)","208,251","(+/-7,446)","180,051","(+/-7,010)","209,886","(+/-7,522)","223,394","(+/-7,952)","235,813","(+/-7,868)","216,499","(+/-7,718)","234,564","(+/-7,498)","238,077","(+/-9,474)","247,011","(+/-7,099)","264,920","(+/-8,463)","209,928","(+/-5,964)","221,118","(+/-6,899)","228,137","(+/-6,271)","186,731","(+/-7,574)","200,283","(+/-8,412)","212,940","(+/-7,332)","213,758","(+/-8,416)","209,458","(+/-9,328)","207,998","(+/-8,988)","196,286","(+/-6,533)","209,395","(+/-7,358)","207,091","(+/-9,416)","214,020","(+/-7,290)","213,309","(+/-8,052)","211,546","(+/-6,946)","259,713","(+/-9,046)","203,876","(+/-7,611)","199,793","(+/-8,956)","212,881","(+/-7,858)","217,555","(+/-8,193)","198,732","(+/-7,749)","207,147","(+/-8,325)","220,315","(+/-8,965)","204,656","(+/-7,398)","201,868","(+/-7,709)","197,939","(+/-7,702)","198,672","(+/-7,769)"
Workers,"Employment Status","Civilian labor force","343,213","(+/-6,522)","372,946","(+/-7,125)","384,789","(+/-7,589)","393,102","(+/-8,714)","377,928","(+/-9,759)","377,864","(+/-9,440)","399,874","(+/-9,653)","395,306","(+/-9,317)","382,033","(+/-6,215)","391,134","(+/-10,628)","435,603","(+/-7,808)","420,544","(+/-7,725)","352,228","(+/-8,452)","384,906","(+/-8,153)","400,540","(+/-8,392)","398,450","(+/-9,865)","445,436","(+/-10,044)","371,730","(+/-10,590)","382,573","(+/-9,977)","364,995","(+/-10,523)","344,082","(+/-9,991)","338,433","(+/-9,329)","344,961","(+/-11,023)","379,662","(+/-7,378)","343,349","(+/-8,270)","382,414","(+/-6,614)","354,592","(+/-10,926)","394,898","(+/-10,582)","395,879","(+/-13,556)","449,383","(+/-11,389)","370,935","(+/-11,523)","421,522","(+/-12,591)","373,651","(+/-11,321)","390,522","(+/-11,730)","395,021","(+/-10,138)","421,756","(+/-10,144)","397,395","(+/-10,752)","374,809","(+/-10,863)","388,963","(+/-9,129)","404,596","(+/-9,928)","393,961","(+/-11,150)","384,942","(+/-10,038)","372,669","(+/-12,003)","380,291","(+/-10,849)","383,042","(+/-8,470)","409,321","(+/-9,323)","415,808","(+/-8,102)","360,520","(+/-11,237)","384,653","(+/-8,821)","444,340","(+/-13,857)","398,025","(+/-12,113)","367,833","(+/-11,974)"
Workers,"Employment Status","Unemployment Rate",6.3,(+/-0.9),5.3,(+/-0.6),4.6,(+/-0.7),4.3,(+/-0.6),5.3,(+/-0.8),6.4,(+/-1.0),6.7,(+/-0.8),5.8,(+/-0.7),6.7,(+/-0.9),4.9,(+/-0.7),5.0,(+/-0.6),6.0,(+/-0.7),8.5,(+/-0.9),4.7,(+/-0.7),3.8,(+/-0.6),4.3,(+/-0.7),4.1,(+/-0.5),4.4,(+/-0.6),4.3,(+/-0.6),5.0,(+/-0.7),9.0,(+/-0.9),10.3,(+/-1.2),7.9,(+/-1.0),5.5,(+/-0.8),5.7,(+/-0.9),5.2,(+/-0.6),5.7,(+/-0.8),4.2,(+/-0.6),6.9,(+/-0.7),6.3,(+/-0.6),5.1,(+/-0.7),5.7,(+/-0.7),5.7,(+/-0.7),6.3,(+/-0.7),5.5,(+/-0.8),5.5,(+/-0.7),7.7,(+/-0.7),4.4,(+/-0.6),5.2,(+/-0.7),4.0,(+/-0.6),5.1,(+/-0.7),5.9,(+/-0.8),7.3,(+/-0.8),5.6,(+/-0.8),4.4,(+/-0.7),4.3,(+/-0.7),4.1,(+/-0.6),4.5,(+/-0.7),4.2,(+/-0.6),4.3,(+/-0.6),4.9,(+/-0.7),5.9,(+/-0.8)
Workers,"Commuting to Work","Workers 16 years and over","315,713","(+/-6,686)","345,298","(+/-7,441)","357,264","(+/-8,364)","367,189","(+/-8,827)","347,080","(+/-9,789)","346,113","(+/-9,430)","364,558","(+/-8,617)","361,550","(+/-9,161)","345,467","(+/-6,604)","363,810","(+/-10,750)","406,037","(+/-8,180)","384,446","(+/-7,720)","312,457","(+/-8,142)","353,431","(+/-8,088)","376,452","(+/-8,310)","373,120","(+/-9,570)","419,138","(+/-10,113)","343,098","(+/-9,841)","357,713","(+/-9,568)","342,667","(+/-9,986)","305,787","(+/-9,755)","291,975","(+/-9,030)","322,584","(+/-11,031)","347,542","(+/-7,877)","316,105","(+/-8,372)","356,812","(+/-7,017)","324,551","(+/-10,058)","369,583","(+/-10,635)","360,101","(+/-12,811)","409,890","(+/-9,561)","340,476","(+/-10,787)","385,876","(+/-12,023)","341,193","(+/-11,027)","358,026","(+/-11,132)","365,367","(+/-9,519)","390,249","(+/-10,081)","356,670","(+/-10,436)","350,221","(+/-10,541)","358,962","(+/-9,579)","380,841","(+/-9,513)","369,522","(+/-10,897)","352,805","(+/-9,786)","333,853","(+/-10,384)","350,516","(+/-10,159)","359,054","(+/-8,132)","383,616","(+/-9,960)","392,236","(+/-8,459)","343,375","(+/-10,505)","388,706","(+/-9,722)","436,302","(+/-14,516)","389,986","(+/-11,974)","358,145","(+/-11,224)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","232,421","(+/-6,572)","217,851","(+/-7,252)","245,183","(+/-7,807)","252,485","(+/-9,312)","254,459","(+/-9,795)","234,279","(+/-8,817)","233,696","(+/-7,651)","240,110","(+/-8,802)","256,763","(+/-7,506)","218,320","(+/-8,240)","113,450","(+/-5,387)","169,589","(+/-7,984)","236,150","(+/-7,708)","228,988","(+/-6,745)","216,567","(+/-7,144)","240,717","(+/-8,377)","271,116","(+/-8,675)","242,489","(+/-8,553)","241,612","(+/-7,902)","267,957","(+/-9,076)","224,412","(+/-8,295)","223,261","(+/-8,207)","237,718","(+/-9,319)","228,666","(+/-7,876)","227,897","(+/-8,975)","252,018","(+/-6,396)","223,853","(+/-8,270)","245,673","(+/-8,602)","246,779","(+/-9,185)","243,218","(+/-8,492)","241,906","(+/-9,106)","254,312","(+/-9,391)","261,959","(+/-9,616)","200,638","(+/-8,505)","265,383","(+/-9,226)","226,852","(+/-8,225)","219,308","(+/-9,454)","260,845","(+/-10,493)","272,194","(+/-9,117)","265,290","(+/-9,774)","257,561","(+/-10,561)","247,535","(+/-9,039)","237,609","(+/-9,518)","257,847","(+/-7,681)","263,547","(+/-7,686)","276,751","(+/-9,833)","251,700","(+/-9,497)","247,184","(+/-9,565)","249,533","(+/-9,577)","272,317","(+/-11,407)","268,921","(+/-10,305)","257,566","(+/-9,465)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","38,369","(+/-4,186)","35,368","(+/-4,484)","25,511","(+/-3,330)","35,912","(+/-4,615)","33,196","(+/-3,987)","34,329","(+/-4,078)","40,066","(+/-4,232)","46,542","(+/-5,047)","44,671","(+/-4,510)","29,298","(+/-4,247)","23,798","(+/-3,156)","26,277","(+/-3,056)","36,853","(+/-3,893)","41,223","(+/-4,566)","42,859","(+/-4,853)","28,654","(+/-3,200)","44,759","(+/-4,777)","39,580","(+/-3,666)","34,264","(+/-3,785)","35,922","(+/-4,418)","44,523","(+/-4,089)","46,686","(+/-4,480)","40,597","(+/-4,833)","39,161","(+/-4,844)","46,699","(+/-4,556)","39,153","(+/-3,898)","38,878","(+/-4,049)","36,393","(+/-3,675)","44,369","(+/-4,370)","26,073","(+/-3,312)","46,512","(+/-5,196)","23,687","(+/-3,470)","37,772","(+/-4,409)","37,974","(+/-4,067)","49,069","(+/-5,510)","18,388","(+/-2,673)","33,736","(+/-3,690)","36,205","(+/-3,830)","41,434","(+/-4,468)","32,071","(+/-5,148)","35,923","(+/-4,384)","39,337","(+/-3,747)","36,637","(+/-4,172)","40,702","(+/-4,209)","40,943","(+/-4,297)","48,074","(+/-5,239)","25,138","(+/-3,681)","26,818","(+/-3,921)","29,880","(+/-4,087)","25,930","(+/-3,769)","31,562","(+/-3,712)","42,310","(+/-4,910)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","1,946",(+/-741),"6,172","(+/-1,338)","2,040",(+/-740),"3,545",(+/-943),"1,832",(+/-748),"3,522","(+/-1,077)","4,669","(+/-1,491)","22,407","(+/-2,929)","3,143","(+/-1,126)","18,466","(+/-2,662)","89,397","(+/-5,972)","54,734","(+/-4,154)","1,716",(+/-730),"16,804","(+/-2,402)","31,002","(+/-3,874)","9,587","(+/-1,530)","15,401","(+/-2,672)","5,932","(+/-1,463)","8,549","(+/-1,443)","1,446",(+/-890),"3,797","(+/-1,186)","1,102",(+/-615),"1,164",(+/-564),"6,699","(+/-1,735)","1,698",(+/-819),"1,316",(+/-552),"5,128","(+/-1,643)","9,757","(+/-1,830)","15,035","(+/-2,622)","17,354","(+/-3,249)","6,643","(+/-1,496)","10,256","(+/-2,525)","2,845","(+/-1,004)","45,609","(+/-5,105)","3,905","(+/-1,219)","8,813","(+/-1,873)","29,685","(+/-2,768)","4,208","(+/-1,145)","2,913","(+/-1,108)","1,799",(+/-784),"1,743",(+/-742),"14,194","(+/-2,115)","15,081","(+/-2,382)","12,037","(+/-2,339)","3,762","(+/-1,117)","6,861","(+/-1,571)","3,498","(+/-1,121)","1,822",(+/-915),"4,468","(+/-1,116)","10,117","(+/-2,030)","6,278","(+/-1,605)","13,598","(+/-2,566)"
Workers,"Commuting to Work",Walked,"6,954","(+/-1,570)","13,589","(+/-2,485)","6,209","(+/-1,479)","11,939","(+/-2,336)","7,559","(+/-2,000)","4,153","(+/-1,230)","8,861","(+/-1,690)","6,283","(+/-1,495)","4,122","(+/-1,131)","7,068","(+/-1,608)","46,055","(+/-4,064)","21,122","(+/-2,298)","6,076","(+/-1,425)","4,655","(+/-1,171)","9,232","(+/-1,818)","8,616","(+/-1,543)","7,590","(+/-2,000)","7,278","(+/-1,603)","10,210","(+/-1,997)","5,867","(+/-1,564)","4,153","(+/-1,179)","3,626","(+/-1,107)","7,849","(+/-1,746)","13,061","(+/-2,071)","6,033","(+/-1,689)","5,832","(+/-1,371)","3,318",(+/-929),"8,335","(+/-1,614)","5,633","(+/-1,046)","15,805","(+/-2,508)","5,076","(+/-1,191)","8,493","(+/-1,761)","3,349","(+/-1,140)","16,071","(+/-2,364)","3,679","(+/-1,146)","16,608","(+/-2,270)","13,124","(+/-2,815)","4,919","(+/-1,312)","5,814","(+/-1,626)","5,074","(+/-1,611)","4,549","(+/-1,493)","8,579","(+/-2,067)","6,572","(+/-1,858)","4,321","(+/-1,193)","3,587",(+/-879),"9,859","(+/-2,334)","11,034","(+/-1,978)","5,076","(+/-1,612)","19,283","(+/-2,109)","22,770","(+/-3,171)","11,877","(+/-2,224)","7,355","(+/-1,622)"
Workers,"Commuting to Work","Other means","5,427","(+/-1,221)","7,626","(+/-1,878)","9,038","(+/-2,198)","11,430","(+/-1,899)","7,642","(+/-1,933)","8,335","(+/-2,049)","11,743","(+/-1,906)","6,934","(+/-1,817)","3,444","(+/-1,227)","8,182","(+/-1,786)","27,903","(+/-3,611)","19,859","(+/-3,137)","9,970","(+/-1,740)","7,162","(+/-1,599)","11,017","(+/-2,372)","16,765","(+/-2,694)","8,764","(+/-1,533)","12,397","(+/-2,583)","11,223","(+/-2,369)","3,473","(+/-1,302)","5,981","(+/-1,612)","4,008","(+/-1,014)","2,936",(+/-962),"14,129","(+/-2,371)","5,653","(+/-2,044)","5,389","(+/-1,467)","7,131","(+/-1,777)","7,678","(+/-2,077)","8,201","(+/-1,569)","15,297","(+/-2,835)","5,598","(+/-1,152)","9,851","(+/-2,222)","6,330","(+/-2,001)","9,798","(+/-1,881)","3,925","(+/-1,030)","10,292","(+/-2,329)","15,321","(+/-2,461)","5,602","(+/-1,566)","6,498","(+/-1,472)","6,480","(+/-1,259)","6,131","(+/-1,447)","9,661","(+/-1,856)","9,057","(+/-2,042)","5,775","(+/-1,473)","5,691","(+/-1,498)","12,142","(+/-2,680)","9,682","(+/-2,290)","6,880","(+/-1,629)","8,050","(+/-1,587)","9,707","(+/-1,797)","10,373","(+/-2,250)","6,101","(+/-1,628)"
Workers,"Commuting to Work","Worked from home","30,596","(+/-3,376)","64,692","(+/-4,513)","69,283","(+/-4,768)","51,878","(+/-4,055)","42,392","(+/-4,198)","61,495","(+/-5,183)","65,523","(+/-4,220)","39,274","(+/-3,870)","33,324","(+/-3,258)","82,476","(+/-5,204)","105,434","(+/-5,728)","92,865","(+/-6,266)","21,692","(+/-2,739)","54,599","(+/-4,406)","65,775","(+/-4,422)","68,781","(+/-5,092)","71,508","(+/-5,438)","35,422","(+/-3,568)","51,855","(+/-3,413)","28,002","(+/-3,594)","22,921","(+/-3,539)","13,292","(+/-2,229)","32,320","(+/-3,937)","45,826","(+/-3,490)","28,125","(+/-3,588)","53,104","(+/-4,089)","46,243","(+/-4,804)","61,747","(+/-4,237)","40,084","(+/-3,741)","92,143","(+/-6,856)","34,741","(+/-3,366)","79,277","(+/-5,524)","28,938","(+/-3,211)","47,936","(+/-4,495)","39,406","(+/-3,604)","109,296","(+/-6,444)","45,496","(+/-4,219)","38,442","(+/-3,430)","30,109","(+/-3,379)","70,127","(+/-5,613)","63,615","(+/-5,331)","33,499","(+/-3,754)","28,897","(+/-3,196)","29,834","(+/-3,484)","41,524","(+/-3,776)","29,929","(+/-3,329)","91,184","(+/-5,910)","55,595","(+/-4,355)","77,492","(+/-4,974)","95,461","(+/-6,403)","60,975","(+/-4,952)","31,215","(+/-3,678)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",21.7,(+/-0.8),24.2,(+/-0.9),27.6,(+/-1.0),25.6,(+/-0.8),29.2,(+/-1.3),27.5,(+/-1.2),27.7,(+/-0.8),34.7,(+/-1.0),34.1,(+/-1.1),36.9,(+/-1.1),30.7,(+/-0.7),30.2,(+/-1.0),31.7,(+/-1.2),32.6,(+/-0.7),27.5,(+/-0.6),26.2,(+/-0.7),25.2,(+/-0.7),30.1,(+/-0.9),28.1,(+/-0.9),24.3,(+/-0.8),23.0,(+/-0.7),24.9,(+/-1.0),34.1,(+/-1.1),22.7,(+/-0.9),27.0,(+/-1.0),27.0,(+/-0.8),38.6,(+/-1.4),29.8,(+/-0.7),31.9,(+/-0.7),29.6,(+/-0.8),31.9,(+/-0.8),31.6,(+/-0.9),31.7,(+/-1.0),31.2,(+/-0.8),31.5,(+/-0.8),27.5,(+/-0.7),32.4,(+/-0.6),32.5,(+/-0.8),33.4,(+/-1.1),27.5,(+/-0.8),37.0,(+/-1.2),30.8,(+/-0.9),31.1,(+/-0.8),29.7,(+/-0.8),29.4,(+/-0.7),26.2,(+/-0.6),25.8,(+/-0.9),33.4,(+/-0.9),26.7,(+/-0.7),23.9,(+/-0.6),23.1,(+/-0.5),27.6,(+/-0.6)
Workers,Occupation,"Civilian employed population 16 years and over","321,651","(+/-6,457)","353,208","(+/-7,206)","366,981","(+/-7,878)","376,253","(+/-9,035)","357,918","(+/-9,729)","353,834","(+/-9,532)","372,888","(+/-8,686)","372,208","(+/-9,333)","356,303","(+/-6,034)","372,093","(+/-10,778)","413,824","(+/-7,761)","395,432","(+/-8,217)","322,142","(+/-8,302)","366,956","(+/-8,201)","385,157","(+/-8,214)","381,245","(+/-9,713)","426,996","(+/-10,099)","355,280","(+/-10,416)","366,194","(+/-9,727)","346,759","(+/-10,226)","312,992","(+/-9,688)","303,421","(+/-9,230)","317,666","(+/-10,917)","358,869","(+/-7,410)","323,693","(+/-8,144)","362,374","(+/-7,050)","334,385","(+/-9,824)","378,334","(+/-10,472)","368,630","(+/-12,953)","421,155","(+/-10,279)","351,885","(+/-10,952)","397,602","(+/-12,175)","352,273","(+/-11,190)","365,842","(+/-11,118)","373,306","(+/-9,884)","398,511","(+/-9,757)","366,610","(+/-10,538)","358,333","(+/-10,579)","368,594","(+/-9,536)","388,396","(+/-9,525)","373,985","(+/-11,102)","362,142","(+/-9,735)","345,638","(+/-10,771)","359,166","(+/-10,320)","366,161","(+/-8,186)","391,773","(+/-9,607)","398,688","(+/-8,351)","344,367","(+/-10,748)","368,478","(+/-9,284)","425,437","(+/-14,000)","378,491","(+/-11,961)","346,047","(+/-11,541)"
Workers,Occupation,"Management, business, science, and arts occupations","113,366","(+/-5,602)","164,203","(+/-6,220)","183,568","(+/-5,726)","161,643","(+/-6,276)","148,176","(+/-7,800)","138,595","(+/-6,398)","167,055","(+/-7,420)","133,872","(+/-6,141)","117,842","(+/-5,458)","215,472","(+/-7,974)","281,901","(+/-6,951)","220,381","(+/-7,265)","80,107","(+/-4,814)","186,129","(+/-6,788)","204,530","(+/-5,535)","245,216","(+/-6,900)","283,175","(+/-8,485)","118,207","(+/-5,763)","179,222","(+/-6,699)","142,738","(+/-7,264)","83,370","(+/-5,703)","62,770","(+/-4,468)","107,279","(+/-6,181)","152,269","(+/-7,065)","83,136","(+/-5,945)","157,215","(+/-7,256)","140,964","(+/-6,529)","190,546","(+/-6,344)","119,228","(+/-6,264)","242,322","(+/-7,661)","115,153","(+/-6,461)","220,073","(+/-7,688)","100,407","(+/-6,710)","134,712","(+/-7,048)","118,483","(+/-6,543)","261,650","(+/-7,646)","134,975","(+/-6,848)","134,496","(+/-6,063)","109,290","(+/-5,792)","209,481","(+/-7,692)","149,674","(+/-6,991)","125,122","(+/-5,667)","106,507","(+/-5,683)","107,894","(+/-5,648)","155,716","(+/-7,045)","114,595","(+/-7,111)","230,968","(+/-7,041)","153,303","(+/-6,352)","181,077","(+/-7,499)","256,971","(+/-9,546)","193,765","(+/-8,189)","120,233","(+/-6,041)"
Workers,Occupation,"Service occupations","65,946","(+/-4,042)","68,637","(+/-5,042)","59,015","(+/-4,515)","73,273","(+/-5,602)","61,258","(+/-4,786)","71,173","(+/-6,225)","69,576","(+/-4,967)","77,935","(+/-5,271)","63,932","(+/-5,080)","48,493","(+/-4,353)","47,975","(+/-4,476)","58,350","(+/-4,317)","58,621","(+/-4,981)","51,635","(+/-5,518)","69,705","(+/-5,284)","47,785","(+/-4,809)","45,728","(+/-4,511)","68,301","(+/-5,209)","65,586","(+/-4,993)","65,696","(+/-4,807)","65,916","(+/-5,061)","59,411","(+/-4,516)","63,246","(+/-5,329)","74,556","(+/-5,850)","88,662","(+/-6,630)","57,680","(+/-4,540)","60,653","(+/-4,432)","60,505","(+/-4,822)","82,141","(+/-5,817)","60,981","(+/-4,335)","70,178","(+/-4,878)","60,621","(+/-5,244)","66,561","(+/-6,237)","81,295","(+/-5,110)","65,334","(+/-4,589)","40,794","(+/-3,817)","85,207","(+/-5,404)","61,100","(+/-4,626)","70,902","(+/-5,853)","48,436","(+/-4,630)","62,984","(+/-5,376)","69,300","(+/-4,956)","84,289","(+/-6,175)","73,370","(+/-5,367)","68,244","(+/-4,766)","88,965","(+/-5,382)","52,857","(+/-5,467)","58,633","(+/-4,245)","57,318","(+/-4,702)","59,721","(+/-5,622)","63,924","(+/-5,220)","79,642","(+/-4,854)"
