Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE"
Business,"Paid employees for pay period including March 12",Information,"11,395",G,"2,152",G,"8,816",G,"3,088",G,"1,879",G,"2,639",G,"18,939",G,"2,592",G,"4,262",H,"6,488",H,"5,425",G,"2,500",H,"6,426",H,"1,891",H,"6,023",H
Business,"Paid employees for pay period including March 12","Finance and insurance","31,714",G,"5,593",H,"29,669",G,"19,639",H,"6,251",G,"5,421",G,"20,678",G,"13,515",G,"8,665",G,"12,373",G,"28,734",H,"6,043",H,"11,665",G,"4,028",G,"23,787",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","7,663",G,"2,583",G,"8,264",G,"2,597",G,"1,763",H,"2,454",G,"6,194",G,"3,671",G,"3,727",G,"3,814",G,"6,914",G,"2,481",G,"3,685",G,"3,415",G,"7,612",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","39,789",G,"6,748",G,"24,742",G,"17,007",G,"7,157",G,"6,131",G,"20,982",G,"10,390",G,"12,656",G,"24,584",G,"30,362",G,"7,126",G,"19,038",G,"8,017",G,"25,838",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","58,085",H,"4,031",H,"18,334",H,"6,335",G,"3,702",H,"2,135",G,"10,951",G,"6,131",G,"7,824",G,"11,185",G,"15,623",G,"2,648",G,"21,560",G,"7,167",H,"11,736",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","31,633",G,"6,889",G,"24,958",G,"14,814",G,"11,630",G,"11,835",G,"25,446",G,"19,032",G,"19,197",G,"13,558",G,"17,313",G,"8,947",G,"21,320",G,"15,520",G,"25,566",G
Business,"Paid employees for pay period including March 12","Educational services","10,717",G,"2,098",G,"11,157",G,"6,989",G,"6,973",H,"4,917",G,"7,460",G,"4,086",G,"5,563",G,"13,473",H,"17,904",H,"5,996",G,"6,421",G,"3,153",G,"3,317",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","90,272",H,"37,143",G,"94,545",G,"38,121",G,"40,044",G,"50,220",G,"49,628",G,"34,150",G,"56,331",G,"66,572",H,"108,874",H,"37,030",G,"68,323",G,"35,239",G,"49,219",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","13,565",G,"1,865",G,"4,805",G,"5,103",G,"2,371",G,"2,583",G,"4,246",G,"3,517",G,"7,482",G,"3,958",G,"9,396",G,"2,260",G,"5,083",G,"2,945",G,"6,045",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","40,963",G,"24,210",G,"37,002",G,"30,096",G,"25,367",G,"26,997",G,"33,242",G,"30,991",G,"36,403",G,"35,007",G,"31,220",G,"26,250",G,"33,616",G,"27,484",G,"35,038",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","18,819",G,"7,210",G,"16,191",G,"12,853",G,"10,780",G,"12,465",G,"14,365",G,"11,477",G,"12,463",G,"12,861",G,"13,882",G,"9,740",G,"15,616",G,"11,212",G,"14,737",G
Business,"Paid employees for pay period including March 12","Industries not classified",7,G,4,J,7,J,29,G,19,J,6,J,3,J,6,J,15,G,11,J,14,G,23,J,20,G,21,J,7,J
Business,"Annual payroll ($1,000)","Total for all sectors","35,085,275",G,"8,872,544",G,"23,466,927",G,"15,991,079",G,"12,464,264",G,"11,369,227",G,"20,586,493",G,"14,890,288",G,"17,779,791",G,"17,470,746",G,"28,826,336",G,"10,447,520",G,"18,659,118",G,"12,281,264",G,"23,597,616",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",258,G,"8,369",G,314,H,"2,580",G,"11,075",G,"1,617",H,"1,638",H,"3,354",J,"1,591",H,740,J,806,H,"4,002",H,"1,414",J,"6,537",G,"4,348",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","3,858",H,"32,401",G,"2,788",G,"13,375",H,"28,579",H,"298,163",G,"20,340",G,"16,647",H,"42,750",G,"13,403",H,"3,995",J,"119,311",G,"11,320",G,"33,194",H,"15,667",H
Business,"Annual payroll ($1,000)",Utilities,"153,954",J,"110,992",G,"171,713",J,"84,364",H,"75,324",H,"185,432",H,"55,462",J,"45,251",H,"146,087",H,"88,356",H,"135,644",J,"121,078",H,"445,930",J,"112,655",J,"661,594",H
Business,"Annual payroll ($1,000)",Construction,"1,315,089",G,"578,150",G,"1,556,923",G,"765,962",G,"766,474",G,"794,289",G,"1,366,520",G,"1,133,491",G,"1,289,192",G,"750,568",G,"993,595",G,"883,358",G,"1,206,959",G,"753,759",G,"1,196,356",G
Business,"Annual payroll ($1,000)",Manufacturing,"3,840,018",H,"1,745,548",G,"1,027,401",G,"4,583,256",G,"3,899,204",G,"2,482,928",G,"3,336,198",G,"3,299,019",G,"4,326,455",G,"2,660,933",G,"2,708,980",G,"2,483,999",G,"2,411,661",G,"3,380,797",G,"2,732,201",G
Business,"Annual payroll ($1,000)","Wholesale trade","1,997,178",G,"323,557",G,"836,539",G,"700,441",G,"766,234",G,"615,467",G,"1,993,136",G,"1,470,051",G,"1,016,268",G,"884,245",G,"1,381,450",G,"469,013",G,"1,332,579",G,"904,168",G,"1,799,846",G
Business,"Annual payroll ($1,000)","Retail trade","1,213,769",G,"980,147",G,"1,376,590",G,"1,181,234",G,"1,005,502",G,"1,196,025",G,"1,531,676",G,"1,233,653",G,"1,368,558",G,"1,231,547",G,"1,383,987",H,"1,082,308",G,"1,462,015",G,"1,239,936",G,"1,678,932",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","855,317",H,"821,305",H,"1,760,731",G,"594,091",G,"906,615",G,"600,312",G,"677,096",G,"982,096",G,"808,607",G,"688,811",H,"787,591",H,"639,754",H,"776,624",G,"389,559",G,"2,027,614",G
Business,"Annual payroll ($1,000)",Information,"1,153,375",G,"196,198",H,"801,212",G,"249,641",H,"89,993",G,"147,635",G,"1,016,881",G,"159,194",H,"247,975",H,"571,439",H,"505,598",G,"119,143",G,"435,328",H,"97,337",H,"561,165",H
Business,"Annual payroll ($1,000)","Finance and insurance","3,752,883",G,"398,664",G,"2,652,178",G,"2,177,606",H,"448,348",G,"350,131",G,"1,848,210",G,"1,195,460",G,"766,917",G,"1,036,627",G,"3,478,114",H,"432,167",H,"924,906",G,"276,270",G,"2,720,659",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","576,415",G,"106,571",G,"484,334",G,"138,979",G,"73,194",G,"108,089",G,"406,251",G,"198,671",G,"255,207",G,"202,332",G,"488,264",G,"125,117",G,"201,310",G,"177,889",G,"572,867",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","4,253,031",G,"455,917",H,"2,218,788",G,"1,146,885",G,"325,733",G,"336,294",G,"1,612,096",G,"832,156",G,"956,088",G,"2,119,308",G,"3,114,466",G,"491,495",G,"1,417,659",G,"525,898",G,"2,598,634",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","5,076,100",H,"273,312",G,"1,951,491",H,"489,696",G,"587,742",H,"152,430",G,"1,124,012",G,"639,061",G,"921,556",G,"840,778",G,"1,938,643",G,"204,323",G,"1,774,635",G,"759,043",H,"1,243,563",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","1,680,021",G,"278,464",G,"1,221,666",G,"634,192",G,"520,619",G,"634,372",G,"1,275,472",G,"802,272",G,"748,366",G,"554,124",G,"931,230",G,"367,819",G,"906,844",G,"942,204",H,"1,182,950",G
Business,"Annual payroll ($1,000)","Educational services","481,288",G,"54,467",G,"442,462",G,"216,891",G,"197,745",H,"123,384",G,"202,006",G,"137,968",G,"197,329",G,"426,037",H,"791,760",H,"190,080",G,"270,100",G,"90,461",G,"128,822",G
Business,"Annual payroll ($1,000)","Health care and social assistance","6,222,886",H,"1,798,143",G,"5,316,258",G,"1,892,993",G,"1,998,434",G,"2,451,166",G,"2,512,049",H,"1,678,707",G,"3,228,469",H,"4,139,105",H,"8,061,511",H,"1,902,739",G,"3,731,553",G,"1,653,270",G,"2,785,153",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","878,019",G,"44,511",G,"140,165",G,"124,041",G,"53,755",G,"60,244",H,"412,016",J,"76,538",G,"327,028",H,"97,351",G,"792,729",G,"49,166",G,"147,198",G,"74,796",G,"260,486",H
Business,"Annual payroll ($1,000)","Accommodation and food services","899,779",G,"440,871",G,"879,714",G,"568,671",G,"420,874",G,"456,426",G,"674,647",G,"593,976",G,"728,897",G,"686,914",G,"783,839",G,"475,814",G,"658,166",G,"509,225",G,"754,166",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","731,700",G,"224,508",G,"624,475",G,"425,763",G,"288,527",G,"374,612",G,"520,578",G,"392,486",G,"402,062",G,"477,695",G,"543,877",G,"286,166",G,"542,420",G,"353,640",G,"672,477",G
Business,"Annual payroll ($1,000)","Industries not classified",337,H,449,G,"1,185",G,418,G,293,H,211,H,209,H,237,J,389,J,433,G,257,H,668,G,497,H,626,H,116,G
Business,"Total Establishments","Total for all sectors","19,741",X,"12,730",X,"18,253",X,"16,099",X,"15,114",X,"16,055",X,"20,665",X,"15,582",X,"17,712",X,"15,711",X,"17,901",X,"14,819",X,"19,208",X,"17,018",X,"16,834",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",8,X,66,X,4,X,35,X,29,X,16,X,18,X,15,X,14,X,4,X,7,X,47,X,13,X,35,X,10,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",9,X,33,X,6,X,21,X,24,X,182,X,43,X,21,X,19,X,13,X,7,X,131,X,19,X,47,X,16,X
Business,"Total Establishments",Utilities,57,X,71,X,45,X,54,X,45,X,80,X,25,X,32,X,39,X,25,X,22,X,75,X,45,X,37,X,78,X
Business,"Total Establishments",Construction,"1,207",X,"1,370",X,"1,017",X,"1,439",X,"1,537",X,"1,457",X,"1,932",X,"1,545",X,"1,379",X,"1,025",X,929,X,"1,726",X,"1,467",X,"1,877",X,"1,336",X
Business,"Total Establishments",Manufacturing,823,X,559,X,432,X,876,X,"1,025",X,963,X,"1,219",X,828,X,968,X,807,X,902,X,950,X,"1,006",X,"1,292",X,738,X
Business,"Total Establishments","Wholesale trade","1,049",X,438,X,675,X,707,X,724,X,690,X,"1,354",X,974,X,843,X,693,X,943,X,537,X,"1,085",X,837,X,887,X
Business,"Total Establishments","Retail trade","2,226",X,"2,211",X,"2,264",X,"2,257",X,"2,107",X,"2,499",X,"2,433",X,"2,180",X,"2,550",X,"2,244",X,"2,324",X,"2,119",X,"2,436",X,"2,393",X,"2,107",X
Business,"Total Establishments","Transportation and warehousing",542,X,494,X,522,X,544,X,666,X,635,X,836,X,656,X,639,X,417,X,523,X,557,X,636,X,483,X,962,X
Business,"Total Establishments",Information,386,X,178,X,337,X,277,X,246,X,220,X,337,X,253,X,236,X,254,X,329,X,219,X,310,X,203,X,359,X
Business,"Total Establishments","Finance and insurance","1,450",X,690,X,"1,201",X,983,X,916,X,834,X,"1,395",X,856,X,"1,064",X,868,X,"1,112",X,759,X,"1,144",X,795,X,973,X
Business,"Total Establishments","Real estate and rental and leasing","1,118",X,547,X,"1,173",X,676,X,489,X,527,X,890,X,720,X,724,X,732,X,"1,004",X,631,X,821,X,620,X,929,X
Business,"Total Establishments","Professional, scientific, and technical services","2,573",X,827,X,"2,251",X,"1,409",X,961,X,978,X,"2,177",X,"1,140",X,"1,270",X,"1,563",X,"2,155",X,"1,013",X,"1,978",X,"1,375",X,"1,787",X
Business,"Total Establishments","Management of companies and enterprises",311,X,58,X,191,X,91,X,54,X,91,X,210,X,126,X,128,X,112,X,169,X,66,X,184,X,102,X,167,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,066",X,650,X,934,X,862,X,775,X,860,X,"1,317",X,871,X,966,X,814,X,927,X,757,X,"1,129",X,"1,118",X,940,X
Business,"Total Establishments","Educational services",312,X,93,X,321,X,180,X,155,X,141,X,273,X,190,X,216,X,229,X,271,X,134,X,261,X,176,X,190,X
Business,"Total Establishments","Health care and social assistance","2,411",X,"1,553",X,"2,890",X,"1,844",X,"1,637",X,"1,956",X,"2,218",X,"1,725",X,"2,294",X,"2,244",X,"2,209",X,"1,646",X,"2,401",X,"1,852",X,"1,831",X
Business,"Total Establishments","Arts, entertainment, and recreation",358,X,199,X,289,X,321,X,242,X,236,X,291,X,232,X,355,X,230,X,289,X,241,X,284,X,274,X,242,X
Business,"Total Establishments","Accommodation and food services","1,915",X,"1,265",X,"1,991",X,"1,574",X,"1,534",X,"1,633",X,"1,766",X,"1,522",X,"2,098",X,"1,703",X,"1,878",X,"1,489",X,"1,827",X,"1,694",X,"1,716",X
Business,"Total Establishments","Other services (except public administration)","1,910",X,"1,419",X,"1,695",X,"1,935",X,"1,938",X,"2,048",X,"1,924",X,"1,689",X,"1,897",X,"1,725",X,"1,892",X,"1,709",X,"2,150",X,"1,796",X,"1,557",X
Business,"Total Establishments","Industries not classified",10,X,9,X,15,X,14,X,10,X,9,X,7,X,7,X,13,X,9,X,9,X,13,X,12,X,12,X,9,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
