Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Business,"Annual payroll ($1,000)","Management of companies and enterprises","252,798",H,"935,374",G,"107,482",G,"642,533",H,"1,303,522",H,"1,342,959",G,"758,194",J,"686,582",H,"111,250",H,"1,225,295",H,"180,581",H,"901,284",H,"615,760",H,"3,222,223",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","324,056",G,"1,723,130",G,"376,580",G,"602,535",G,"465,255",G,"979,174",G,"517,330",G,"443,265",G,"427,478",G,"439,272",G,"436,520",G,"799,703",G,"681,646",G,"2,382,765",G
Business,"Annual payroll ($1,000)","Educational services","154,191",G,"289,836",G,"78,597",G,"1,830,045",H,"807,450",H,"273,486",H,"113,724",G,"124,410",G,"102,560",G,"161,472",H,"202,343",G,"230,209",G,"358,866",H,"380,918",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,151,744",H,"3,203,898",G,"1,505,394",G,"4,502,380",G,"3,241,849",H,"2,508,361",H,"2,539,242",G,"1,601,251",H,"1,919,382",G,"2,137,580",H,"2,841,652",G,"1,571,131",H,"2,230,126",H,"5,108,757",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","31,113",G,"278,573",H,"64,518",G,"79,682",G,"197,689",H,"82,197",G,"127,428",G,"85,056",G,"64,368",G,"193,862",G,"227,153",G,"316,216",G,"61,807",G,"797,731",G
Business,"Annual payroll ($1,000)","Accommodation and food services","461,403",G,"1,047,264",G,"685,076",G,"717,812",G,"596,781",G,"623,140",G,"699,805",G,"375,957",G,"527,619",G,"498,428",G,"1,117,939",G,"602,890",G,"532,219",G,"1,283,599",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","260,011",G,"696,293",G,"246,984",G,"710,691",G,"325,336",G,"418,089",G,"314,062",G,"269,249",G,"245,191",G,"342,214",G,"417,140",G,"426,944",G,"316,204",G,"935,014",G
Business,"Annual payroll ($1,000)","Industries not classified","1,125",G,"1,388",H,562,H,"1,443",H,"1,483",J,676,G,415,G,444,G,480,G,481,H,306,H,511,J,277,H,"1,268",H
Business,"Total Establishments","Total for all sectors","15,124",X,"23,864",X,"16,188",X,"16,796",X,"16,762",X,"18,100",X,"18,890",X,"15,185",X,"13,054",X,"17,386",X,"21,510",X,"17,040",X,"16,118",X,"27,540",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",159,X,16,X,132,X,37,X,45,X,20,X,81,X,94,X,71,X,34,X,74,X,4,X,35,X,11,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",13,X,9,X,16,X,9,X,25,X,15,X,10,X,15,X,15,X,14,X,26,X,5,X,13,X,9,X
Business,"Total Establishments",Utilities,44,X,45,X,44,X,37,X,41,X,29,X,44,X,42,X,41,X,65,X,52,X,36,X,56,X,72,X
Business,"Total Establishments",Construction,"1,504",X,"2,031",X,"1,925",X,"1,625",X,"1,874",X,"1,777",X,"2,219",X,"2,295",X,"1,262",X,"1,924",X,"2,735",X,"1,854",X,"2,409",X,"2,059",X
Business,"Total Establishments",Manufacturing,552,X,407,X,427,X,521,X,686,X,716,X,499,X,853,X,590,X,"1,152",X,752,X,432,X,418,X,697,X
Business,"Total Establishments","Wholesale trade",660,X,996,X,493,X,589,X,619,X,"1,251",X,685,X,755,X,435,X,894,X,691,X,907,X,685,X,"1,529",X
Business,"Total Establishments","Retail trade","2,679",X,"2,620",X,"2,953",X,"2,142",X,"2,765",X,"2,510",X,"2,833",X,"2,109",X,"2,177",X,"2,625",X,"3,125",X,"2,053",X,"2,052",X,"2,813",X
Business,"Total Establishments","Transportation and warehousing",581,X,513,X,528,X,422,X,411,X,712,X,555,X,668,X,394,X,630,X,368,X,910,X,518,X,911,X
Business,"Total Establishments",Information,242,X,521,X,206,X,344,X,250,X,271,X,239,X,160,X,154,X,191,X,317,X,257,X,262,X,545,X
Business,"Total Establishments","Finance and insurance",799,X,"1,498",X,768,X,841,X,939,X,"1,034",X,952,X,670,X,606,X,842,X,923,X,819,X,739,X,"2,192",X
Business,"Total Establishments","Real estate and rental and leasing",649,X,"1,662",X,923,X,920,X,902,X,983,X,"1,317",X,722,X,686,X,895,X,"1,428",X,"1,168",X,911,X,"2,216",X
Business,"Total Establishments","Professional, scientific, and technical services",996,X,"4,226",X,"1,153",X,"2,239",X,"1,475",X,"1,774",X,"1,888",X,"1,215",X,"1,076",X,"1,365",X,"2,100",X,"1,968",X,"1,939",X,"3,812",X
Business,"Total Establishments","Management of companies and enterprises",56,X,241,X,50,X,97,X,107,X,141,X,85,X,61,X,39,X,87,X,55,X,121,X,82,X,505,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",766,X,"1,453",X,890,X,936,X,918,X,"1,091",X,"1,072",X,984,X,707,X,922,X,"1,220",X,"1,052",X,"1,005",X,"1,555",X
Business,"Total Establishments","Educational services",151,X,440,X,159,X,364,X,163,X,227,X,197,X,153,X,170,X,147,X,311,X,252,X,249,X,400,X
Business,"Total Establishments","Health care and social assistance","1,939",X,"2,611",X,"1,576",X,"2,035",X,"1,739",X,"1,768",X,"2,147",X,"1,254",X,"1,515",X,"1,755",X,"2,474",X,"1,706",X,"1,624",X,"2,930",X
Business,"Total Establishments","Arts, entertainment, and recreation",184,X,414,X,288,X,312,X,308,X,276,X,350,X,241,X,207,X,304,X,442,X,341,X,235,X,489,X
Business,"Total Establishments","Accommodation and food services","1,397",X,"2,063",X,"1,886",X,"1,643",X,"1,632",X,"1,638",X,"1,895",X,"1,146",X,"1,382",X,"1,439",X,"2,215",X,"1,534",X,"1,307",X,"2,447",X
Business,"Total Establishments","Other services (except public administration)","1,740",X,"2,083",X,"1,757",X,"1,667",X,"1,849",X,"1,853",X,"1,804",X,"1,735",X,"1,514",X,"2,090",X,"2,189",X,"1,604",X,"1,565",X,"2,325",X
Business,"Total Establishments","Industries not classified",13,X,15,X,14,X,16,X,14,X,14,X,18,X,13,X,13,X,11,X,13,X,17,X,14,X,23,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
