Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",4.7,(+/-1.0),17.2,(+/-2.3),15.9,(+/-3.0),5.0,(+/-0.9),9.1,(+/-1.6),6.8,(+/-1.1),9.0,(+/-1.2),12.5,(+/-1.5),7.5,(+/-0.8),7.6,(+/-1.4),6.0,(+/-1.1),11.2,(+/-1.6),8.3,(+/-1.0),8.9,(+/-1.1),9.6,(+/-1.0),9.1,(+/-1.0),4.9,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",16.9,(+/-1.8),32.2,(+/-2.6),26.1,(+/-2.0),15.2,(+/-1.7),25.0,(+/-2.2),19.9,(+/-2.1),21.2,(+/-1.8),25.3,(+/-1.9),25.5,(+/-1.6),18.7,(+/-1.9),18.3,(+/-2.3),23.9,(+/-1.8),23.9,(+/-2.0),26.6,(+/-2.0),30.3,(+/-1.5),23.7,(+/-1.7),17.1,(+/-1.6)
Education,"School Enrollment","Population 3 years and over enrolled in school","166,073","(+/-4,276)","168,500","(+/-10,935)","181,293","(+/-10,081)","181,641","(+/-5,253)","187,161","(+/-7,372)","190,154","(+/-5,137)","179,026","(+/-4,204)","158,421","(+/-5,742)","157,118","(+/-4,235)","178,808","(+/-5,461)","169,191","(+/-5,204)","174,374","(+/-6,898)","154,477","(+/-3,111)","146,344","(+/-3,387)","173,071","(+/-3,051)","162,228","(+/-3,449)","154,186","(+/-5,367)"
Education,"School Enrollment","Nursery school, preschool","13,088","(+/-1,992)","7,249","(+/-2,292)","10,646","(+/-2,675)","12,607","(+/-1,789)","12,681","(+/-2,183)","13,261","(+/-1,766)","10,148","(+/-1,620)","9,641","(+/-1,721)","8,095","(+/-1,264)","11,693","(+/-2,056)","11,239","(+/-1,940)","9,300","(+/-1,589)","8,963","(+/-1,288)","9,035","(+/-1,342)","7,834","(+/-1,226)","11,475","(+/-1,654)","11,636","(+/-1,928)"
Education,"School Enrollment",Kindergarten,"8,183","(+/-1,287)","9,220","(+/-2,876)","5,108","(+/-1,620)","7,203","(+/-1,489)","7,761","(+/-1,504)","8,524","(+/-1,608)","8,887","(+/-1,776)","8,104","(+/-1,748)","7,182","(+/-1,125)","8,437","(+/-1,781)","8,620","(+/-1,809)","8,193","(+/-1,579)","7,085","(+/-1,283)","7,248","(+/-1,299)","6,847","(+/-1,091)","10,433","(+/-1,908)","8,264","(+/-1,369)"
Education,"School Enrollment","Elementary school (grades 1-8)","68,660","(+/-2,808)","73,219","(+/-6,445)","63,427","(+/-5,994)","74,868","(+/-3,740)","72,217","(+/-4,274)","73,114","(+/-2,860)","72,606","(+/-2,745)","63,480","(+/-3,589)","71,456","(+/-2,500)","74,158","(+/-2,957)","75,865","(+/-3,063)","56,284","(+/-4,006)","66,515","(+/-2,422)","62,865","(+/-2,778)","61,088","(+/-2,094)","62,933","(+/-2,511)","67,094","(+/-4,543)"
Education,"School Enrollment","High school (grades 9-12)","40,246","(+/-2,026)","37,383","(+/-4,029)","30,238","(+/-3,900)","42,477","(+/-2,523)","40,253","(+/-3,090)","46,510","(+/-2,927)","39,854","(+/-2,344)","35,253","(+/-1,973)","33,830","(+/-1,915)","42,082","(+/-3,083)","37,991","(+/-2,433)","31,797","(+/-2,787)","37,950","(+/-1,872)","32,343","(+/-1,905)","31,541","(+/-1,465)","37,311","(+/-1,757)","36,242","(+/-2,594)"
Education,"School Enrollment","College or graduate school","35,896","(+/-2,667)","41,429","(+/-5,405)","71,874","(+/-5,170)","44,486","(+/-2,694)","54,249","(+/-3,888)","48,745","(+/-3,111)","47,531","(+/-3,400)","41,943","(+/-3,438)","36,555","(+/-2,929)","42,438","(+/-4,037)","35,476","(+/-3,292)","68,800","(+/-4,276)","33,964","(+/-2,134)","34,853","(+/-2,557)","65,761","(+/-2,275)","40,076","(+/-2,350)","30,950","(+/-3,200)"
Education,"Educational Attainment","Population 25 years and over","553,873","(+/-4,472)","486,040","(+/-12,636)","538,792","(+/-13,527)","551,972","(+/-6,430)","521,057","(+/-6,272)","532,799","(+/-4,496)","545,604","(+/-2,243)","549,998","(+/-3,252)","550,632","(+/-4,867)","543,994","(+/-5,271)","535,546","(+/-4,446)","538,569","(+/-9,198)","546,232","(+/-2,824)","552,451","(+/-4,087)","525,129","(+/-2,657)","540,863","(+/-2,090)","557,455","(+/-8,455)"
Education,"Educational Attainment","Less than 9th grade","8,347","(+/-1,646)","30,672","(+/-4,052)","15,051","(+/-3,619)","9,822","(+/-1,695)","18,357","(+/-3,586)","20,825","(+/-2,527)","16,442","(+/-2,687)","16,207","(+/-2,378)","11,569","(+/-1,460)","14,617","(+/-2,651)","25,473","(+/-2,952)","6,531","(+/-1,479)","18,025","(+/-1,934)","11,839","(+/-1,470)","14,057","(+/-1,584)","13,056","(+/-1,835)","6,872","(+/-1,467)"
Education,"Educational Attainment","9th to 12th grade, no diploma","15,494","(+/-1,813)","44,361","(+/-5,031)","29,995","(+/-3,570)","20,118","(+/-2,836)","22,111","(+/-3,001)","22,678","(+/-2,482)","28,783","(+/-3,480)","34,933","(+/-3,497)","37,981","(+/-2,988)","29,293","(+/-3,073)","35,162","(+/-3,686)","14,646","(+/-2,191)","33,282","(+/-2,828)","26,134","(+/-2,240)","29,161","(+/-2,302)","24,118","(+/-2,076)","9,959","(+/-1,571)"
Education,"Educational Attainment","High school graduate (includes equivalency)","153,979","(+/-6,134)","171,422","(+/-9,768)","136,798","(+/-8,456)","132,632","(+/-5,377)","142,127","(+/-6,731)","125,350","(+/-6,258)","186,812","(+/-6,356)","198,184","(+/-5,955)","235,679","(+/-5,520)","175,750","(+/-6,913)","189,105","(+/-6,671)","148,688","(+/-6,810)","241,490","(+/-4,959)","224,954","(+/-6,282)","221,023","(+/-4,683)","207,113","(+/-5,551)","142,964","(+/-6,398)"
Education,"Educational Attainment","Some college, no degree","83,438","(+/-5,382)","70,394","(+/-5,891)","77,947","(+/-5,735)","75,836","(+/-4,026)","80,188","(+/-4,678)","65,781","(+/-4,320)","90,102","(+/-5,019)","96,802","(+/-5,066)","84,468","(+/-4,056)","77,611","(+/-4,718)","75,071","(+/-4,343)","83,415","(+/-5,229)","79,514","(+/-4,320)","81,738","(+/-3,805)","72,090","(+/-3,475)","85,597","(+/-4,492)","82,065","(+/-4,719)"
Education,"Educational Attainment","Associate's degree","46,991","(+/-4,104)","41,341","(+/-4,807)","34,720","(+/-3,747)","42,587","(+/-3,274)","36,810","(+/-3,977)","35,734","(+/-2,459)","46,311","(+/-3,905)","55,045","(+/-3,624)","52,164","(+/-2,882)","49,070","(+/-3,589)","46,674","(+/-3,644)","55,208","(+/-3,778)","54,286","(+/-3,471)","61,100","(+/-3,939)","51,998","(+/-2,887)","50,563","(+/-3,118)","56,963","(+/-3,955)"
Education,"Educational Attainment","Bachelor's degree","147,568","(+/-5,815)","80,293","(+/-5,476)","128,956","(+/-7,087)","151,802","(+/-6,200)","121,537","(+/-5,423)","152,278","(+/-6,235)","107,903","(+/-4,854)","93,251","(+/-4,074)","80,910","(+/-4,063)","121,467","(+/-5,928)","104,067","(+/-5,270)","128,799","(+/-5,824)","73,586","(+/-3,287)","90,875","(+/-4,695)","79,181","(+/-4,063)","101,521","(+/-4,364)","157,495","(+/-6,539)"
Education,"Educational Attainment","Graduate or professional degree","98,056","(+/-4,958)","47,557","(+/-4,977)","115,325","(+/-6,507)","119,175","(+/-5,448)","99,927","(+/-4,967)","110,153","(+/-4,709)","69,251","(+/-4,642)","55,576","(+/-3,662)","47,861","(+/-3,489)","76,186","(+/-4,587)","59,994","(+/-4,147)","101,282","(+/-5,795)","46,049","(+/-2,998)","55,811","(+/-3,191)","57,619","(+/-3,754)","58,895","(+/-3,841)","101,137","(+/-5,440)"
Education,"Educational Attainment","Percent high school graduate or higher",95.7,(+/-0.4),84.6,(+/-1.2),91.6,(+/-0.9),94.6,(+/-0.6),92.2,(+/-0.8),91.8,(+/-0.7),91.7,(+/-0.9),90.7,(+/-0.8),91.0,(+/-0.6),91.9,(+/-0.6),88.7,(+/-0.8),96.1,(+/-0.5),90.6,(+/-0.6),93.1,(+/-0.5),91.8,(+/-0.6),93.1,(+/-0.5),97.0,(+/-0.4)
Education,"Educational Attainment","Percent bachelor's degree or higher",44.3,(+/-1.2),26.3,(+/-1.4),45.3,(+/-1.7),49.1,(+/-1.2),42.5,(+/-1.1),49.3,(+/-1.2),32.5,(+/-1.1),27.1,(+/-1.0),23.4,(+/-0.9),36.3,(+/-1.2),30.6,(+/-1.2),42.7,(+/-1.2),21.9,(+/-0.8),26.6,(+/-0.9),26.1,(+/-0.9),29.7,(+/-1.0),46.4,(+/-1.2)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","321,897",G,"272,193",G,"339,652",G,"446,429",G,"377,702",G,"343,497",G,"325,117",G,"285,929",G,"241,741",G,"394,057",G,"307,462",G,"455,848",G,"237,897",G,"258,890",G,"222,469",G,"294,041",G,"322,046",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",18,J,0,N,29,G,46,J,8,J,713,G,27,J,51,H,450,H,73,J,270,H,0,N,348,G,108,J,466,G,220,G,26,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",215,J,0,N,0,N,297,G,118,H,137,G,171,G,536,G,"2,299",G,338,G,259,H,407,G,501,J,"7,030",G,"3,443",H,"1,219",H,"1,186",G
Business,"Paid employees for pay period including March 12",Utilities,486,J,91,J,"1,440",J,"3,149",H,"1,390",J,"1,722",J,"2,086",J,"1,258",G,"2,478",H,"1,633",H,"1,382",H,"2,046",J,831,H,"3,267",H,"1,454",G,"1,468",G,"1,948",J
Business,"Paid employees for pay period including March 12",Construction,"20,748",G,"6,935",G,"3,704",G,"25,644",G,"16,548",G,"15,508",G,"12,060",G,"10,285",G,"9,791",G,"19,098",G,"25,471",G,"16,521",G,"11,483",G,"19,690",G,"9,592",G,"11,932",G,"21,236",G
Business,"Paid employees for pay period including March 12",Manufacturing,"42,785",G,"13,179",G,"2,611",G,"42,601",G,"16,715",G,"26,095",G,"38,420",G,"35,463",G,"43,217",G,"36,152",G,"53,178",G,"21,794",G,"40,990",G,"28,109",G,"41,555",G,"52,254",G,"25,336",G
Business,"Paid employees for pay period including March 12","Wholesale trade","24,106",G,"9,197",G,"2,701",G,"26,540",G,"13,631",G,"19,581",G,"19,636",G,"11,302",G,"11,220",G,"18,670",G,"17,585",G,"10,621",G,"8,641",G,"12,000",G,"5,638",G,"10,666",G,"15,301",G
Business,"Paid employees for pay period including March 12","Retail trade","43,732",G,"37,434",G,"19,661",G,"44,726",G,"40,307",G,"38,252",G,"40,507",G,"44,078",G,"34,775",G,"48,497",G,"42,265",G,"37,249",G,"35,559",G,"36,656",G,"34,476",G,"39,342",G,"41,361",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","12,282",G,"9,349",G,"1,760",G,"12,933",G,"28,492",H,"9,558",G,"27,762",G,"25,399",G,"20,352",G,"38,348",G,"13,553",G,"8,928",G,"17,675",G,"13,464",G,"11,204",G,"12,010",G,"14,425",H
Business,"Paid employees for pay period including March 12",Information,"5,001",G,"4,453",H,"20,059",H,"10,808",G,"8,645",G,"10,247",G,"4,633",G,"3,532",G,"2,206",G,"3,633",H,"2,397",G,"9,972",G,"2,845",G,"4,615",H,"3,064",G,"4,032",G,"5,427",G
Business,"Paid employees for pay period including March 12","Finance and insurance","10,455",G,"10,268",H,"18,122",G,"34,869",G,"29,762",G,"34,258",H,"9,793",G,"9,808",G,"5,362",G,"20,375",G,"9,667",H,"44,285",G,"6,019",G,"6,611",H,"5,884",G,"10,784",H,"12,223",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,750",G,"3,751",G,"5,607",G,"6,296",G,"6,106",G,"7,611",H,"2,824",G,"2,885",G,"2,004",G,"5,053",H,"3,545",G,"5,819",G,"1,657",G,"2,619",G,"2,322",G,"2,612",G,"4,129",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","24,732",G,"11,196",G,"47,186",G,"39,895",G,"18,339",G,"30,372",G,"13,260",G,"10,331",H,"6,467",G,"21,776",G,"15,120",G,"43,476",G,"6,884",G,"10,979",G,"8,029",G,"12,087",G,"21,799",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","3,978",G,"5,604",H,"6,023",G,"28,164",G,"15,513",G,"15,983",G,"6,940",G,"2,348",G,"3,893",G,"17,058",G,"7,249",G,"22,884",H,"3,680",G,"7,877",G,"2,802",H,"4,918",H,"29,700",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","16,794",G,"8,790",G,"16,382",G,"34,906",G,"28,261",G,"20,453",G,"20,436",G,"14,072",G,"8,812",G,"24,171",G,"11,564",G,"20,174",G,"8,487",G,"10,741",G,"7,250",G,"11,589",G,"18,101",G
Business,"Paid employees for pay period including March 12","Educational services","5,864",G,"26,310",H,"57,729",H,"10,791",G,"22,141",G,"9,037",G,"12,317",G,"10,681",G,"3,378",G,"11,947",G,"6,384",G,"46,086",G,"6,198",G,"4,377",G,"6,477",H,"9,261",G,"8,733",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","58,720",G,"86,834",G,"89,170",H,"72,963",G,"69,723",G,"60,361",G,"69,306",H,"58,272",G,"52,503",G,"73,803",G,"52,529",G,"100,686",H,"48,321",G,"47,479",G,"42,602",G,"63,536",G,"54,637",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","6,910",H,"4,734",G,"5,995",G,"6,910",G,"18,360",H,"7,040",G,"4,410",G,"4,205",G,"2,033",G,"6,579",H,"4,523",G,"9,968",G,"2,700",H,"4,595",H,"2,288",G,"4,576",G,"4,200",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","26,484",G,"23,324",G,"27,211",G,"27,375",G,"29,843",G,"22,677",G,"27,940",G,"30,130",G,"19,764",G,"29,205",G,"24,946",G,"37,296",G,"22,944",G,"26,561",G,"22,393",G,"27,773",G,"27,921",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","14,814",G,"10,715",G,"14,042",G,"17,486",G,"13,754",G,"13,878",G,"12,586",G,"11,287",G,"10,730",G,"17,645",G,"15,572",G,"17,603",G,"12,123",G,"12,093",G,"11,516",G,"13,750",G,"14,353",G
Business,"Paid employees for pay period including March 12","Industries not classified",23,G,21,H,10,J,30,G,46,J,14,J,3,G,6,J,7,J,3,J,3,G,30,G,11,J,19,G,14,J,12,J,4,J
Business,"Annual payroll ($1,000)","Total for all sectors","19,054,539",G,"15,649,893",G,"26,767,358",H,"34,979,359",G,"24,943,475",G,"26,278,161",G,"18,779,769",G,"13,718,144",G,"12,252,467",G,"22,448,356",G,"16,372,007",G,"31,219,721",G,"10,640,182",G,"14,029,749",G,"10,194,896",G,"14,687,373",G,"18,075,495",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",691,H,0,N,"1,940",J,"1,854",J,371,J,"31,149",G,846,G,"1,900",G,"28,311",H,"5,154",J,"15,917",H,0,N,"16,422",H,"3,128",G,"20,238",G,"9,189",G,977,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","16,128",H,0,N,0,N,"26,256",G,"44,443",H,"10,341",G,"11,024",G,"41,641",H,"188,950",G,"24,366",G,"18,149",H,"45,475",H,"39,583",J,"806,675",G,"300,992",H,"124,059",H,"172,284",G
Business,"Annual payroll ($1,000)",Utilities,"63,112",J,"19,530",J,"187,823",J,"458,207",H,"173,405",J,"235,643",J,"319,423",J,"117,700",G,"249,803",H,"163,791",H,"168,374",H,"240,619",J,"85,413",H,"403,860",G,"136,300",G,"148,013",G,"220,930",J
Business,"Annual payroll ($1,000)",Construction,"1,587,027",G,"557,370",G,"363,842",G,"2,352,766",G,"1,390,482",G,"1,224,176",G,"861,394",G,"673,868",G,"616,881",G,"1,420,361",G,"1,721,533",G,"1,188,697",G,"640,101",G,"1,379,676",G,"559,687",G,"808,094",G,"1,526,745",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,929,807",G,"888,059",G,"168,730",G,"3,499,663",G,"1,422,474",G,"1,956,701",G,"2,564,272",G,"2,262,755",H,"2,532,718",G,"2,318,595",G,"3,348,491",G,"1,732,900",H,"2,331,576",G,"1,672,789",G,"2,343,441",G,"3,497,982",G,"1,923,089",G
Business,"Annual payroll ($1,000)","Wholesale trade","2,169,825",G,"659,834",G,"301,876",H,"3,165,191",G,"1,186,496",G,"2,194,438",H,"1,774,992",G,"739,288",G,"653,099",G,"1,361,645",G,"1,154,035",G,"776,692",G,"494,478",G,"818,371",G,"311,142",G,"671,912",G,"1,395,906",G
Business,"Annual payroll ($1,000)","Retail trade","1,576,551",G,"1,267,727",G,"600,634",G,"1,577,155",G,"1,419,051",G,"1,533,846",G,"1,391,111",G,"1,404,752",G,"1,102,617",G,"1,608,816",G,"1,335,586",G,"1,230,814",G,"1,065,410",G,"1,189,865",G,"1,060,685",G,"1,214,094",G,"1,504,150",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","537,715",G,"386,737",G,"70,242",G,"680,107",G,"1,568,411",H,"557,500",G,"1,291,159",G,"1,254,739",H,"1,154,019",G,"1,962,356",G,"690,488",G,"412,067",G,"849,873",G,"714,503",G,"549,720",G,"583,515",G,"759,408",H
Business,"Annual payroll ($1,000)",Information,"495,436",H,"306,489",H,"2,193,596",H,"1,025,934",G,"954,681",H,"1,389,820",G,"312,136",G,"201,621",G,"93,760",G,"242,042",G,"132,615",G,"1,314,381",G,"131,761",H,"619,387",J,"192,864",G,"266,918",G,"482,263",G
Business,"Annual payroll ($1,000)","Finance and insurance","1,052,623",G,"1,195,444",G,"2,731,058",G,"4,780,147",G,"3,305,811",G,"4,216,478",H,"854,890",G,"683,422",G,"325,810",G,"1,630,339",G,"860,599",G,"4,484,767",G,"372,173",G,"553,077",G,"405,788",G,"816,958",H,"1,005,743",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","230,400",G,"231,496",G,"512,222",G,"628,040",G,"479,384",G,"634,250",H,"154,918",G,"138,869",G,"101,666",G,"315,853",G,"210,382",G,"368,560",G,"74,342",G,"162,648",G,"110,430",G,"127,980",G,"271,143",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","2,391,719",G,"1,056,661",G,"6,194,154",G,"4,223,470",G,"1,859,554",G,"3,545,674",G,"1,078,639",G,"805,041",H,"382,377",G,"1,828,871",G,"1,085,485",G,"4,789,097",G,"413,492",G,"786,141",G,"597,163",G,"945,317",G,"1,706,680",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","531,081",H,"595,496",H,"774,858",G,"4,561,449",G,"2,186,553",G,"2,388,326",G,"1,108,365",H,"139,891",G,"295,257",G,"1,956,840",G,"704,787",G,"2,839,422",H,"354,407",H,"849,481",G,"185,540",H,"543,100",H,"1,766,527",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","888,664",G,"437,034",G,"785,239",G,"2,140,273",G,"1,468,443",G,"1,187,065",G,"839,763",G,"513,782",G,"400,960",G,"958,074",G,"531,144",G,"932,495",G,"327,742",G,"518,542",G,"294,808",G,"501,130",G,"878,152",G
Business,"Annual payroll ($1,000)","Educational services","252,958",G,"1,537,823",H,"3,800,497",J,"483,100",G,"952,347",G,"385,886",G,"551,867",G,"381,452",G,"94,343",G,"493,372",G,"206,664",G,"2,339,219",G,"209,470",G,"152,436",G,"247,186",H,"317,139",G,"358,963",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,947,879",G,"5,237,480",H,"6,006,403",H,"3,878,285",G,"4,075,379",G,"3,550,963",H,"4,457,453",H,"3,195,261",H,"3,293,836",G,"4,618,055",G,"3,036,871",G,"6,051,051",H,"2,442,599",G,"2,361,137",H,"2,137,465",G,"3,094,674",H,"2,894,223",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","221,037",H,"176,276",H,"575,517",H,"188,223",G,"1,117,128",G,"193,772",G,"126,047",G,"101,120",G,"68,839",G,"213,517",J,"131,388",G,"874,446",G,"60,932",G,"162,864",H,"43,432",G,"116,222",H,"117,696",G
Business,"Annual payroll ($1,000)","Accommodation and food services","588,874",G,"638,982",G,"827,056",G,"624,766",G,"783,533",G,"523,610",G,"663,304",G,"707,636",G,"375,407",G,"639,148",G,"517,985",G,"865,871",G,"409,160",G,"497,226",G,"393,096",G,"497,372",G,"578,706",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","571,762",G,"455,950",G,"663,239",G,"683,103",G,"554,404",G,"517,121",G,"418,094",G,"353,067",G,"293,646",G,"686,856",G,"500,265",G,"732,528",G,"320,677",G,"377,214",G,"304,516",G,"403,200",G,"511,511",G
Business,"Annual payroll ($1,000)","Industries not classified","1,250",G,"1,084",G,93,G,"1,370",G,"1,125",H,"1,402",G,72,H,339,J,168,G,305,H,"1,249",J,575,H,571,J,729,G,403,H,505,H,399,G
Business,"Total Establishments","Total for all sectors","23,144",X,"14,160",X,"14,319",X,"22,485",X,"18,831",X,"19,478",X,"16,480",X,"17,294",X,"15,820",X,"18,167",X,"17,586",X,"20,054",X,"16,169",X,"17,776",X,"16,920",X,"18,140",X,"19,620",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",13,X,0,N,4,X,13,X,3,X,63,X,14,X,23,X,70,X,19,X,58,X,0,N,71,X,29,X,143,X,51,X,7,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",12,X,0,N,0,N,19,X,6,X,8,X,14,X,42,X,168,X,20,X,12,X,27,X,27,X,201,X,230,X,80,X,48,X
Business,"Total Establishments",Utilities,27,X,3,X,18,X,39,X,39,X,67,X,33,X,59,X,70,X,62,X,41,X,46,X,56,X,99,X,117,X,79,X,39,X
Business,"Total Establishments",Construction,"3,011",X,"1,102",X,533,X,"2,175",X,"1,764",X,"1,853",X,"1,470",X,"1,581",X,"1,434",X,"1,327",X,"2,359",X,"1,568",X,"1,683",X,"1,786",X,"1,517",X,"1,639",X,"1,886",X
Business,"Total Establishments",Manufacturing,"1,162",X,425,X,193,X,804,X,411,X,688,X,743,X,660,X,875,X,685,X,"1,223",X,618,X,881,X,857,X,"1,040",X,"1,345",X,634,X
Business,"Total Establishments","Wholesale trade","1,382",X,555,X,257,X,"1,106",X,836,X,992,X,742,X,662,X,610,X,778,X,750,X,772,X,597,X,739,X,498,X,770,X,976,X
Business,"Total Establishments","Retail trade","2,583",X,"2,236",X,"1,881",X,"2,286",X,"2,452",X,"1,947",X,"2,231",X,"2,770",X,"2,478",X,"2,330",X,"2,413",X,"2,386",X,"2,506",X,"2,512",X,"2,506",X,"2,605",X,"2,352",X
Business,"Total Establishments","Transportation and warehousing",956,X,824,X,167,X,560,X,522,X,414,X,770,X,729,X,850,X,801,X,653,X,360,X,696,X,622,X,779,X,551,X,551,X
Business,"Total Establishments",Information,349,X,254,X,299,X,476,X,332,X,392,X,259,X,305,X,236,X,292,X,245,X,458,X,263,X,261,X,306,X,280,X,325,X
Business,"Total Establishments","Finance and insurance","1,331",X,539,X,757,X,"1,640",X,"1,181",X,"1,300",X,854,X,852,X,794,X,"1,045",X,868,X,"1,272",X,868,X,912,X,899,X,962,X,"1,227",X
Business,"Total Establishments","Real estate and rental and leasing",898,X,562,X,828,X,975,X,843,X,930,X,635,X,628,X,432,X,707,X,568,X,853,X,437,X,530,X,467,X,548,X,776,X
Business,"Total Establishments","Professional, scientific, and technical services","2,760",X,"1,032",X,"2,092",X,"3,038",X,"2,151",X,"2,809",X,"1,439",X,"1,355",X,998,X,"1,852",X,"1,352",X,"2,382",X,968,X,"1,347",X,"1,107",X,"1,228",X,"2,146",X
Business,"Total Establishments","Management of companies and enterprises",138,X,54,X,80,X,185,X,159,X,200,X,127,X,79,X,74,X,211,X,94,X,202,X,63,X,117,X,81,X,110,X,217,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,503",X,506,X,575,X,"1,514",X,"1,120",X,"1,427",X,976,X,920,X,777,X,"1,075",X,949,X,"1,082",X,734,X,813,X,662,X,875,X,"1,083",X
Business,"Total Establishments","Educational services",292,X,229,X,366,X,370,X,348,X,310,X,215,X,183,X,114,X,221,X,173,X,308,X,151,X,151,X,131,X,206,X,261,X
Business,"Total Establishments","Health care and social assistance","2,443",X,"2,086",X,"2,180",X,"2,785",X,"2,617",X,"2,206",X,"2,037",X,"2,280",X,"1,877",X,"2,357",X,"1,742",X,"2,813",X,"1,963",X,"2,472",X,"2,198",X,"2,507",X,"2,747",X
Business,"Total Establishments","Arts, entertainment, and recreation",366,X,222,X,323,X,413,X,323,X,349,X,289,X,277,X,237,X,288,X,256,X,413,X,252,X,308,X,237,X,299,X,371,X
Business,"Total Establishments","Accommodation and food services","1,711",X,"1,777",X,"1,962",X,"1,729",X,"1,729",X,"1,476",X,"1,667",X,"1,947",X,"1,502",X,"1,714",X,"1,462",X,"2,161",X,"1,557",X,"1,650",X,"1,654",X,"1,659",X,"1,690",X
Business,"Total Establishments","Other services (except public administration)","2,195",X,"1,737",X,"1,797",X,"2,345",X,"1,981",X,"2,029",X,"1,960",X,"1,931",X,"2,217",X,"2,375",X,"2,362",X,"2,318",X,"2,390",X,"2,360",X,"2,336",X,"2,333",X,"2,274",X
