Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","11,705","(+/-1,795)","10,376","(+/-2,123)","13,032","(+/-2,037)","14,290","(+/-2,415)","15,394","(+/-1,941)","14,364","(+/-1,920)","9,076","(+/-2,187)","15,846","(+/-2,701)","11,669","(+/-2,181)","13,638","(+/-1,905)","11,809","(+/-1,848)","14,247","(+/-2,089)","11,650","(+/-1,550)","13,541","(+/-1,793)","10,423","(+/-1,667)","8,221","(+/-1,619)","10,379","(+/-1,487)","7,193","(+/-1,324)","13,568","(+/-1,873)","8,284","(+/-1,956)","14,946","(+/-2,110)","12,696","(+/-2,001)","9,985","(+/-1,692)","10,590","(+/-1,539)","12,616","(+/-1,651)","12,027","(+/-2,210)","11,728","(+/-1,675)","9,728","(+/-1,860)","10,432","(+/-2,081)","11,254","(+/-2,333)","16,313","(+/-1,812)","8,368","(+/-1,604)","8,643","(+/-1,683)","8,612","(+/-2,021)","8,117","(+/-1,865)","16,861","(+/-2,810)","9,284","(+/-1,269)","13,386","(+/-2,628)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","12,849","(+/-1,867)","22,495","(+/-2,178)","35,384","(+/-3,093)","29,910","(+/-2,999)","19,622","(+/-2,313)","18,931","(+/-2,420)","26,052","(+/-2,808)","21,065","(+/-2,933)","13,100","(+/-2,063)","26,272","(+/-2,664)","15,403","(+/-1,920)","25,380","(+/-2,485)","16,980","(+/-1,979)","22,329","(+/-2,384)","8,489","(+/-1,255)","10,859","(+/-2,318)","18,427","(+/-2,428)","11,295","(+/-1,924)","14,751","(+/-2,243)","6,427","(+/-1,434)","29,345","(+/-2,873)","38,200","(+/-3,724)","15,334","(+/-2,154)","39,854","(+/-2,742)","21,191","(+/-2,374)","32,029","(+/-2,577)","17,586","(+/-2,509)","8,907","(+/-1,696)","8,200","(+/-1,893)","19,332","(+/-2,799)","21,977","(+/-2,232)","17,377","(+/-1,931)","8,802","(+/-1,691)","8,991","(+/-1,876)","12,849","(+/-2,547)","22,435","(+/-2,604)","32,244","(+/-2,750)","35,562","(+/-3,046)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",523,(+/-16),766,(+/-21),"1,012",(+/-33),824,(+/-31),688,(+/-29),696,(+/-28),914,(+/-58),719,(+/-40),665,(+/-29),723,(+/-36),585,(+/-25),846,(+/-26),613,(+/-19),669,(+/-25),513,(+/-18),585,(+/-28),614,(+/-22),656,(+/-32),564,(+/-19),565,(+/-23),767,(+/-26),908,(+/-42),575,(+/-27),"1,119",(+/-40),691,(+/-26),951,(+/-35),592,(+/-18),513,(+/-23),580,(+/-31),730,(+/-50),776,(+/-23),814,(+/-44),631,(+/-25),489,(+/-19),627,(+/-54),672,(+/-36),"1,079",(+/-40),960,(+/-48)
Housing,"Gross Rent","Occupied units paying rent","80,084","(+/-4,353)","85,307","(+/-5,964)","78,745","(+/-5,002)","108,721","(+/-4,970)","68,248","(+/-4,380)","89,491","(+/-5,479)","188,939","(+/-8,119)","80,148","(+/-5,703)","132,249","(+/-5,995)","96,840","(+/-4,662)","107,718","(+/-6,119)","113,878","(+/-5,261)","99,520","(+/-5,101)","87,182","(+/-4,469)","78,469","(+/-3,887)","100,184","(+/-5,382)","100,815","(+/-5,376)","146,318","(+/-7,006)","109,235","(+/-5,259)","119,986","(+/-7,753)","98,697","(+/-5,774)","67,194","(+/-5,410)","62,851","(+/-5,702)",N,(N),"91,360","(+/-5,761)","81,730","(+/-4,497)","88,438","(+/-5,301)","76,749","(+/-4,647)","106,100","(+/-6,227)","142,460","(+/-7,560)","88,537","(+/-4,697)","195,990","(+/-7,121)","144,273","(+/-6,799)","72,839","(+/-4,074)","154,582","(+/-8,342)","84,256","(+/-4,913)",N,(N),N,(N)
Housing,"Gross Rent","Less than $500","6,372","(+/-1,313)","1,652",(+/-735),869,(+/-460),"1,567",(+/-525),"2,565","(+/-1,002)","3,747","(+/-1,341)","1,380",(+/-655),"2,317",(+/-836),"3,973","(+/-1,400)","4,307","(+/-1,080)","5,193","(+/-1,484)","1,623",(+/-782),"4,931","(+/-1,050)","4,744","(+/-1,242)","7,329","(+/-1,337)","7,721","(+/-1,423)","7,044","(+/-1,414)","6,033","(+/-1,727)","7,002","(+/-1,582)","3,797","(+/-1,043)","2,207",(+/-963),"1,533",(+/-932),"6,671","(+/-1,435)",N,(N),"3,136",(+/-945),"1,248",(+/-791),"7,307","(+/-1,852)","6,382","(+/-1,384)","4,881","(+/-1,207)","5,148","(+/-1,583)","2,695",(+/-813),"4,004","(+/-1,326)","3,792","(+/-1,264)","8,697","(+/-1,825)","8,569","(+/-2,455)","3,546","(+/-1,227)",N,(N),N,(N)
Housing,"Gross Rent","$500 to $999","29,500","(+/-2,956)","6,808","(+/-1,649)","4,702","(+/-1,390)","11,367","(+/-1,919)","9,576","(+/-1,950)","14,108","(+/-1,842)","26,329","(+/-2,874)","8,072","(+/-2,099)","30,254","(+/-3,546)","24,059","(+/-2,948)","27,389","(+/-3,891)","10,364","(+/-2,194)","40,703","(+/-3,627)","19,553","(+/-2,867)","35,413","(+/-3,544)","32,947","(+/-3,469)","31,087","(+/-3,331)","27,923","(+/-3,450)","34,442","(+/-3,507)","23,920","(+/-3,410)","10,046","(+/-1,816)","7,755","(+/-2,166)","14,354","(+/-2,587)",N,(N),"13,146","(+/-2,030)","3,465","(+/-1,039)","22,787","(+/-3,036)","25,937","(+/-2,795)","29,544","(+/-3,426)","9,855","(+/-2,514)","11,112","(+/-1,848)","12,323","(+/-2,977)","13,999","(+/-1,910)","37,197","(+/-3,321)","18,897","(+/-3,363)","19,733","(+/-3,146)",N,(N),N,(N)
Housing,"Gross Rent","$1,000 to $1,499","27,967","(+/-3,221)","26,699","(+/-4,309)","16,624","(+/-2,554)","30,918","(+/-3,031)","22,634","(+/-3,166)","25,877","(+/-3,319)","68,631","(+/-5,817)","24,362","(+/-3,406)","46,918","(+/-4,683)","33,711","(+/-3,498)","46,683","(+/-5,143)","38,132","(+/-3,952)","33,485","(+/-3,123)","34,768","(+/-3,071)","26,240","(+/-2,942)","37,060","(+/-3,571)","30,947","(+/-3,677)","56,776","(+/-5,140)","46,421","(+/-3,329)","57,827","(+/-6,176)","39,599","(+/-4,256)","18,679","(+/-3,687)","20,606","(+/-3,039)",N,(N),"33,546","(+/-3,594)","17,582","(+/-2,446)","34,738","(+/-4,451)","23,962","(+/-3,522)","45,207","(+/-3,799)","41,576","(+/-4,816)","26,342","(+/-2,844)","78,772","(+/-5,790)","62,462","(+/-5,218)","20,713","(+/-2,726)","48,739","(+/-4,651)","36,085","(+/-3,935)",N,(N),N,(N)
Housing,"Gross Rent","$1,500 to $1,999","10,411","(+/-2,028)","27,833","(+/-4,296)","21,679","(+/-2,861)","33,308","(+/-3,593)","17,605","(+/-2,603)","24,202","(+/-2,941)","53,135","(+/-5,177)","25,805","(+/-3,916)","33,216","(+/-4,592)","20,554","(+/-3,137)","20,920","(+/-3,430)","36,191","(+/-3,438)","12,767","(+/-2,261)","18,262","(+/-2,434)","6,328","(+/-1,514)","17,659","(+/-2,547)","18,990","(+/-2,738)","34,087","(+/-4,000)","16,278","(+/-2,190)","23,419","(+/-3,093)","27,686","(+/-3,983)","17,052","(+/-3,114)","12,168","(+/-3,020)",N,(N),"25,430","(+/-3,324)","27,133","(+/-3,067)","16,554","(+/-2,679)","14,461","(+/-2,468)","19,658","(+/-3,154)","48,851","(+/-4,150)","25,713","(+/-3,010)","63,189","(+/-5,359)","41,160","(+/-4,706)","4,074","(+/-1,403)","46,457","(+/-5,197)","15,556","(+/-2,639)",N,(N),N,(N)
Housing,"Gross Rent","$2,000 to $2,499","4,772","(+/-1,215)","12,093","(+/-2,687)","19,545","(+/-2,937)","16,448","(+/-2,717)","9,323","(+/-2,063)","15,905","(+/-3,168)","23,011","(+/-3,434)","13,765","(+/-3,236)","13,456","(+/-2,804)","6,643","(+/-1,622)","5,769","(+/-1,852)","16,931","(+/-3,020)","4,776","(+/-1,281)","7,039","(+/-1,739)","2,171","(+/-1,160)","3,641","(+/-1,381)","8,598","(+/-2,114)","13,997","(+/-2,645)","3,460","(+/-1,183)","8,914","(+/-2,575)","10,857","(+/-2,038)","13,013","(+/-2,553)","5,922","(+/-1,503)",N,(N),"9,997","(+/-2,043)","16,371","(+/-2,622)","4,808","(+/-1,737)","4,261","(+/-1,455)","5,324","(+/-1,479)","20,982","(+/-3,632)","15,032","(+/-2,769)","26,883","(+/-3,489)","16,237","(+/-2,665)","1,342",(+/-665),"20,136","(+/-3,683)","6,240","(+/-1,721)",N,(N),N,(N)
Housing,"Gross Rent","$2,500 to $2,999",496,(+/-448),"5,136","(+/-1,834)","9,665","(+/-2,463)","7,656","(+/-1,847)","4,164","(+/-1,546)","3,615","(+/-1,244)","10,011","(+/-2,041)","3,623","(+/-1,480)","2,858",(+/-895),"4,587","(+/-1,392)","1,193",(+/-750),"6,926","(+/-2,320)","1,110",(+/-585),827,(+/-525),711,(+/-536),247,(+/-217),"2,660",(+/-992),"4,150","(+/-1,608)",665,(+/-527),"1,945","(+/-1,644)","4,193","(+/-1,387)","5,334","(+/-1,997)","2,237","(+/-1,645)",N,(N),"4,280","(+/-1,535)","9,071","(+/-1,838)","1,409",(+/-704),"1,139",(+/-549),"1,197",(+/-714),"8,887","(+/-2,277)","5,306","(+/-1,346)","6,826","(+/-1,576)","4,112","(+/-2,035)",494,(+/-385),"8,987","(+/-2,330)","2,444","(+/-1,308)",N,(N),N,(N)
Housing,"Gross Rent","$3,000 or more",566,(+/-363),"5,086","(+/-1,965)","5,661","(+/-1,406)","7,457","(+/-1,499)","2,381","(+/-1,128)","2,037","(+/-1,064)","6,442","(+/-1,417)","2,204","(+/-1,594)","1,574",(+/-729),"2,979",(+/-859),571,(+/-380),"3,711","(+/-1,230)","1,748",(+/-828),"1,989",(+/-752),277,(+/-264),909,(+/-594),"1,489",(+/-544),"3,352","(+/-1,263)",967,(+/-505),164,(+/-169),"4,109","(+/-1,337)","3,828","(+/-1,348)",893,(+/-578),N,(N),"1,825",(+/-858),"6,860","(+/-1,815)",835,(+/-516),607,(+/-428),289,(+/-377),"7,161","(+/-1,835)","2,337",(+/-873),"3,993","(+/-1,116)","2,511","(+/-1,001)",322,(+/-325),"2,797",(+/-976),652,(+/-472),N,(N),N,(N)
Housing,"Gross Rent","Median (dollars)","1,056",(+/-32),"1,635",(+/-62),"1,896",(+/-60),"1,658",(+/-43),"1,488",(+/-54),"1,521",(+/-63),"1,487",(+/-35),"1,603",(+/-55),"1,323",(+/-51),"1,292",(+/-51),"1,211",(+/-38),"1,594",(+/-50),"1,056",(+/-38),"1,293",(+/-37),967,(+/-23),"1,125",(+/-34),"1,213",(+/-53),"1,331",(+/-35),"1,119",(+/-26),"1,273",(+/-33),"1,467",(+/-45),"1,665",(+/-95),"1,228",(+/-63),"1,826",(+/-44),"1,442",(+/-41),"1,842",(+/-44),"1,176",(+/-38),"1,106",(+/-46),"1,192",(+/-31),"1,650",(+/-43),"1,580",(+/-48),"1,523",(+/-35),"1,440",(+/-27),906,(+/-31),"1,512",(+/-48),"1,220",(+/-34),"1,766",(+/-29),"1,597",(+/-44)
Housing,"Gross Rent","No rent paid","6,018","(+/-1,290)","2,629","(+/-1,050)","2,929","(+/-1,020)","4,767","(+/-1,230)","3,866","(+/-1,037)","6,617","(+/-1,773)","2,592","(+/-1,047)","3,095","(+/-1,112)","3,559","(+/-1,083)","4,963","(+/-1,325)","8,398","(+/-1,935)","3,675","(+/-1,298)","8,082","(+/-1,665)","4,412","(+/-1,179)","5,740","(+/-1,306)","4,138","(+/-1,313)","5,822","(+/-1,456)","3,736","(+/-1,138)","6,781","(+/-1,429)","6,176","(+/-1,611)","5,779","(+/-1,622)","2,333",(+/-925),"6,019","(+/-1,529)",N,(N),"4,024","(+/-1,011)","2,781","(+/-1,023)","8,159","(+/-1,789)","6,860","(+/-1,429)","2,273",(+/-869),"2,758",(+/-894),"4,551","(+/-1,237)","3,045",(+/-903),"3,787","(+/-1,145)","7,696","(+/-1,627)","3,110","(+/-1,066)","4,930","(+/-1,062)",N,(N),N,(N)
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","292,593","(+/-4,338)","297,981","(+/-7,749)","298,289","(+/-4,366)","319,751","(+/-4,354)","275,822","(+/-5,391)","276,458","(+/-5,160)","329,716","(+/-8,025)","300,437","(+/-7,134)","286,419","(+/-8,073)","310,541","(+/-5,444)","316,877","(+/-4,462)","315,022","(+/-6,252)","299,284","(+/-4,483)","293,530","(+/-4,629)","260,258","(+/-4,149)","272,788","(+/-2,953)","296,134","(+/-5,393)","293,247","(+/-8,435)","296,243","(+/-3,726)","280,118","(+/-8,334)","338,266","(+/-7,491)","295,628","(+/-8,010)","266,725","(+/-6,602)","290,739","(+/-7,241)","298,427","(+/-6,628)","309,326","(+/-4,681)","292,929","(+/-4,169)","262,295","(+/-6,122)","243,937","(+/-8,026)","300,614","(+/-8,351)","314,442","(+/-4,980)","320,880","(+/-8,162)","262,730","(+/-7,701)","250,468","(+/-4,764)","324,719","(+/-10,288)","291,473","(+/-6,068)","380,978","(+/-6,339)","304,561","(+/-8,867)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","17,487","(+/-2,174)","9,636","(+/-2,124)","10,364","(+/-2,600)","12,255","(+/-2,452)","12,549","(+/-1,968)","11,139","(+/-1,837)","17,157","(+/-2,770)","10,906","(+/-2,125)","20,138","(+/-2,769)","19,068","(+/-2,383)","15,595","(+/-2,754)","16,531","(+/-2,748)","18,241","(+/-2,427)","18,761","(+/-2,425)","16,593","(+/-2,050)","21,642","(+/-2,994)","19,782","(+/-2,689)","26,319","(+/-3,649)","19,474","(+/-2,544)","17,783","(+/-3,048)","12,069","(+/-2,347)","12,274","(+/-2,915)","14,462","(+/-2,680)","7,267","(+/-1,554)","14,725","(+/-1,990)","6,288","(+/-1,290)","16,037","(+/-2,543)","18,128","(+/-2,538)","15,681","(+/-3,118)","19,798","(+/-3,162)","12,086","(+/-2,441)","14,274","(+/-2,638)","13,217","(+/-1,941)","19,959","(+/-2,640)","21,846","(+/-3,423)","14,395","(+/-2,062)","16,919","(+/-3,182)","11,071","(+/-2,490)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","13,506","(+/-2,221)","6,901","(+/-2,049)","3,276","(+/-1,011)","5,245","(+/-1,157)","6,890","(+/-1,418)","7,098","(+/-1,487)","9,538","(+/-2,185)","6,977","(+/-1,958)","11,927","(+/-2,203)","9,367","(+/-2,265)","10,326","(+/-2,218)","7,406","(+/-1,559)","10,494","(+/-1,651)","10,595","(+/-1,739)","15,491","(+/-2,333)","14,638","(+/-2,371)","12,077","(+/-2,131)","15,666","(+/-2,601)","12,090","(+/-1,995)","9,377","(+/-1,962)","7,845","(+/-1,546)","5,410","(+/-1,629)","11,363","(+/-2,111)","3,960","(+/-1,041)","7,913","(+/-1,397)","3,647","(+/-1,205)","13,897","(+/-2,089)","13,352","(+/-1,839)","14,596","(+/-2,754)","12,825","(+/-3,152)","7,409","(+/-1,694)","7,282","(+/-1,722)","9,157","(+/-2,093)","18,506","(+/-2,771)","10,796","(+/-2,158)","9,326","(+/-1,798)","8,323","(+/-2,481)","4,116","(+/-1,131)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","24,846","(+/-2,770)","14,699","(+/-2,634)","7,543","(+/-1,782)","16,147","(+/-2,140)","16,594","(+/-2,444)","17,703","(+/-2,102)","22,668","(+/-3,474)","15,524","(+/-2,249)","20,354","(+/-2,900)","19,080","(+/-2,542)","23,778","(+/-2,995)","16,146","(+/-2,244)","24,688","(+/-2,918)","19,718","(+/-2,927)","25,239","(+/-3,187)","25,015","(+/-2,965)","25,740","(+/-3,390)","22,540","(+/-2,815)","24,587","(+/-2,567)","22,268","(+/-3,051)","17,048","(+/-2,422)","11,784","(+/-2,352)","18,331","(+/-2,493)","8,366","(+/-1,823)","17,233","(+/-2,671)","7,524","(+/-1,521)","22,853","(+/-2,667)","22,106","(+/-2,656)","23,452","(+/-2,761)","17,039","(+/-2,855)","12,463","(+/-2,157)","22,425","(+/-3,058)","17,681","(+/-2,412)","25,422","(+/-2,538)","18,984","(+/-2,881)","19,323","(+/-2,990)","19,175","(+/-4,017)","13,700","(+/-2,749)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","25,496","(+/-2,984)","14,577","(+/-2,239)","10,929","(+/-2,184)","18,405","(+/-2,262)","17,045","(+/-2,295)","19,813","(+/-2,972)","25,887","(+/-3,249)","15,096","(+/-2,725)","23,279","(+/-3,060)","18,895","(+/-2,512)","24,626","(+/-2,831)","17,515","(+/-2,619)","26,762","(+/-2,571)","20,040","(+/-2,479)","23,565","(+/-2,850)","24,200","(+/-3,177)","19,680","(+/-2,743)","21,538","(+/-3,142)","26,335","(+/-2,741)","26,142","(+/-3,513)","21,090","(+/-2,962)","14,568","(+/-2,841)","16,485","(+/-2,677)","12,974","(+/-2,540)","21,646","(+/-3,299)","11,689","(+/-1,901)","25,053","(+/-3,289)","20,436","(+/-2,623)","23,672","(+/-3,429)","19,109","(+/-2,810)","14,107","(+/-2,004)","23,033","(+/-3,201)","22,538","(+/-2,925)","26,649","(+/-3,100)","25,373","(+/-3,632)","22,144","(+/-3,218)","15,333","(+/-2,874)","14,345","(+/-2,531)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","35,073","(+/-3,438)","22,593","(+/-3,337)","22,162","(+/-2,598)","28,983","(+/-3,126)","31,403","(+/-2,386)","31,550","(+/-2,714)","36,058","(+/-3,886)","30,563","(+/-3,482)","35,622","(+/-4,036)","34,000","(+/-3,808)","43,154","(+/-3,907)","32,128","(+/-4,096)","35,648","(+/-3,509)","29,490","(+/-3,714)","32,199","(+/-3,453)","32,044","(+/-3,528)","35,045","(+/-3,733)","38,547","(+/-4,089)","41,059","(+/-3,138)","38,754","(+/-4,013)","34,666","(+/-3,523)","24,243","(+/-3,603)","29,348","(+/-3,092)","20,317","(+/-2,724)","33,879","(+/-3,459)","21,391","(+/-2,997)","29,832","(+/-3,237)","30,971","(+/-3,277)","30,880","(+/-3,634)","32,137","(+/-3,932)","26,032","(+/-2,784)","35,816","(+/-3,970)","37,107","(+/-3,450)","31,804","(+/-3,307)","33,921","(+/-3,777)","29,918","(+/-2,961)","33,217","(+/-4,274)","26,779","(+/-3,504)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","52,771","(+/-3,735)","47,558","(+/-5,006)","37,727","(+/-4,149)","47,391","(+/-3,833)","53,635","(+/-4,777)","50,631","(+/-3,726)","55,223","(+/-5,211)","50,409","(+/-5,010)","57,327","(+/-4,844)","48,537","(+/-3,907)","58,599","(+/-4,255)","52,312","(+/-4,550)","51,207","(+/-3,334)","47,793","(+/-3,754)","45,700","(+/-3,477)","51,766","(+/-4,453)","50,482","(+/-3,695)","48,106","(+/-4,301)","50,824","(+/-3,759)","53,584","(+/-3,969)","50,934","(+/-5,122)","36,487","(+/-3,827)","44,730","(+/-4,392)","39,342","(+/-3,894)","51,372","(+/-4,009)","42,491","(+/-3,534)","56,359","(+/-4,918)","45,902","(+/-4,467)","50,390","(+/-3,777)","59,188","(+/-4,985)","46,529","(+/-4,025)","69,708","(+/-5,802)","57,729","(+/-4,830)","44,056","(+/-3,502)","54,649","(+/-5,786)","47,348","(+/-4,673)","62,836","(+/-5,818)","45,435","(+/-4,652)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","36,230","(+/-2,811)","41,599","(+/-4,313)","35,194","(+/-3,785)","39,948","(+/-3,372)","35,161","(+/-3,242)","36,006","(+/-3,448)","43,594","(+/-4,740)","42,351","(+/-4,140)","33,437","(+/-3,663)","34,398","(+/-2,722)","38,063","(+/-3,825)","40,063","(+/-3,661)","38,758","(+/-3,161)","35,941","(+/-3,433)","27,820","(+/-2,459)","34,461","(+/-3,845)","38,605","(+/-3,444)","34,300","(+/-3,269)","35,703","(+/-3,705)","37,592","(+/-3,809)","39,658","(+/-3,643)","34,054","(+/-4,128)","29,906","(+/-3,106)","36,504","(+/-3,782)","44,829","(+/-3,790)","41,635","(+/-3,664)","36,537","(+/-3,935)","39,645","(+/-3,649)","29,472","(+/-3,150)","41,130","(+/-4,322)","43,738","(+/-3,594)","41,313","(+/-4,031)","33,604","(+/-3,685)","30,560","(+/-3,356)","43,761","(+/-4,574)","37,091","(+/-3,629)","45,581","(+/-4,561)","41,367","(+/-4,607)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","49,373","(+/-3,308)","57,393","(+/-4,854)","55,886","(+/-3,765)","57,229","(+/-4,197)","54,427","(+/-4,845)","52,278","(+/-3,772)","44,708","(+/-4,711)","65,616","(+/-5,710)","43,148","(+/-4,114)","50,922","(+/-3,979)","56,124","(+/-5,149)","62,154","(+/-4,285)","52,773","(+/-3,683)","54,876","(+/-3,873)","41,738","(+/-3,808)","37,168","(+/-3,347)","46,511","(+/-3,581)","35,864","(+/-3,546)","50,003","(+/-3,761)","45,572","(+/-4,815)","64,219","(+/-4,888)","58,379","(+/-4,853)","50,405","(+/-4,804)","55,235","(+/-3,363)","54,361","(+/-4,403)","60,698","(+/-3,953)","51,928","(+/-5,011)","42,014","(+/-3,442)","32,545","(+/-3,592)","48,260","(+/-4,136)","66,347","(+/-4,346)","52,812","(+/-4,724)","39,569","(+/-4,284)","32,854","(+/-2,862)","60,110","(+/-5,594)","56,478","(+/-4,266)","65,481","(+/-5,327)","55,465","(+/-4,667)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","17,376","(+/-1,792)","32,018","(+/-3,288)","41,146","(+/-3,391)","36,583","(+/-3,367)","27,067","(+/-3,110)","28,206","(+/-2,997)","25,234","(+/-3,523)","28,957","(+/-3,105)","18,263","(+/-2,127)","27,964","(+/-2,864)","22,141","(+/-2,605)","33,692","(+/-3,489)","20,706","(+/-2,241)","28,949","(+/-3,191)","16,307","(+/-2,266)","18,769","(+/-2,996)","23,867","(+/-2,874)","18,483","(+/-3,543)","18,035","(+/-2,122)","15,324","(+/-1,985)","34,719","(+/-3,263)","41,346","(+/-4,501)","20,346","(+/-2,925)","33,065","(+/-2,788)","25,618","(+/-2,880)","45,364","(+/-3,316)","21,291","(+/-2,583)","16,724","(+/-2,060)","12,050","(+/-2,417)","24,527","(+/-3,232)","35,489","(+/-2,825)","20,420","(+/-2,691)","16,005","(+/-2,059)","11,461","(+/-1,759)","31,813","(+/-3,848)","27,519","(+/-3,077)","37,628","(+/-4,165)","35,320","(+/-4,088)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","20,435","(+/-2,807)","51,007","(+/-4,016)","74,062","(+/-4,579)","57,565","(+/-3,918)","21,051","(+/-2,206)","22,034","(+/-2,393)","49,649","(+/-3,779)","34,038","(+/-3,298)","22,924","(+/-2,703)","48,310","(+/-3,280)","24,471","(+/-2,846)","37,075","(+/-3,279)","20,007","(+/-2,224)","27,367","(+/-2,643)","15,606","(+/-1,849)","13,085","(+/-1,914)","24,345","(+/-2,526)","31,884","(+/-3,277)","18,133","(+/-2,145)","13,722","(+/-2,886)","56,018","(+/-3,896)","57,083","(+/-4,847)","31,349","(+/-3,552)","73,709","(+/-3,531)","26,851","(+/-3,031)","68,599","(+/-4,569)","19,142","(+/-2,429)","13,017","(+/-2,043)","11,199","(+/-2,348)","26,601","(+/-3,296)","50,242","(+/-3,661)","33,797","(+/-3,193)","16,123","(+/-2,455)","9,197","(+/-1,483)","23,466","(+/-3,018)","27,931","(+/-3,482)","76,485","(+/-4,473)","56,963","(+/-4,298)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","62,182","(+/-1,918)","93,948","(+/-3,216)","118,298","(+/-5,404)","93,729","(+/-2,406)","74,908","(+/-2,672)","75,166","(+/-3,170)","74,057","(+/-3,223)","85,858","(+/-3,548)","62,467","(+/-2,387)","79,330","(+/-3,256)","67,226","(+/-3,350)","83,435","(+/-4,524)","64,830","(+/-2,828)","75,203","(+/-2,621)","59,068","(+/-2,489)","58,975","(+/-2,614)","66,873","(+/-2,589)","59,212","(+/-2,315)","59,075","(+/-2,682)","60,325","(+/-1,759)","90,518","(+/-3,254)","104,870","(+/-3,948)","74,285","(+/-3,011)","114,631","(+/-5,600)","76,046","(+/-2,176)","114,063","(+/-2,639)","64,983","(+/-3,187)","63,441","(+/-3,066)","55,202","(+/-3,112)","70,984","(+/-1,866)","97,138","(+/-2,780)","70,159","(+/-1,628)","62,386","(+/-1,818)","51,228","(+/-1,730)","73,349","(+/-3,535)","77,440","(+/-3,921)","92,467","(+/-3,569)","96,760","(+/-4,224)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","87,190","(+/-3,054)","128,879","(+/-4,852)","151,196","(+/-5,764)","126,470","(+/-3,519)","97,275","(+/-3,166)","99,059","(+/-3,284)","120,236","(+/-4,994)","108,253","(+/-3,288)","87,970","(+/-3,670)","122,117","(+/-3,983)","92,102","(+/-3,350)","115,141","(+/-4,147)","87,152","(+/-3,538)","98,095","(+/-2,787)","80,856","(+/-3,282)","77,417","(+/-2,872)","89,394","(+/-2,664)","93,533","(+/-4,087)","84,144","(+/-2,978)","79,323","(+/-3,295)","126,094","(+/-3,973)","136,414","(+/-5,208)","102,434","(+/-3,367)","173,425","(+/-6,626)","99,383","(+/-3,455)","147,954","(+/-4,457)","88,566","(+/-3,046)","79,903","(+/-3,155)","72,144","(+/-2,830)","96,009","(+/-4,235)","125,329","(+/-3,781)","102,865","(+/-3,973)","82,574","(+/-2,784)","68,447","(+/-2,190)","93,196","(+/-3,718)","100,060","(+/-3,757)","141,179","(+/-6,458)","142,274","(+/-5,126)"
