Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.0,(+/-1.8),14.1,(+/-1.9),10.7,(+/-1.6),10.5,(+/-1.8),4.7,(+/-1.0),4.8,(+/-1.1),13.1,(+/-2.1),6.2,(+/-1.3),8.6,(+/-1.7),6.4,(+/-1.2),5.3,(+/-1.2),10.1,(+/-1.1),10.6,(+/-1.3),6.2,(+/-1.0),7.6,(+/-1.0),5.3,(+/-0.8),13.5,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",28.8,(+/-2.6),30.6,(+/-2.4),18.9,(+/-1.9),25.1,(+/-2.9),13.2,(+/-1.7),18.7,(+/-2.2),24.0,(+/-2.4),15.4,(+/-1.8),19.5,(+/-2.2),18.9,(+/-2.6),17.6,(+/-3.0),28.5,(+/-1.9),29.9,(+/-2.1),20.5,(+/-2.5),24.2,(+/-1.9),18.9,(+/-1.7),29.7,(+/-1.8)
Education,"School Enrollment","Population 3 years and over enrolled in school","191,083","(+/-11,040)","171,693","(+/-9,035)","162,861","(+/-10,364)","181,093","(+/-9,076)","167,144","(+/-8,941)","167,235","(+/-7,682)","160,107","(+/-10,212)","169,519","(+/-7,642)","176,286","(+/-9,344)","186,711","(+/-6,639)","195,684","(+/-7,223)","170,202","(+/-4,216)","186,578","(+/-7,298)","196,924","(+/-5,931)","162,328","(+/-5,104)","174,916","(+/-5,535)","180,118","(+/-5,693)"
Education,"School Enrollment","Nursery school, preschool","12,447","(+/-2,221)","11,595","(+/-2,419)","9,466","(+/-1,685)","7,865","(+/-1,581)","10,606","(+/-2,013)","12,235","(+/-1,714)","9,098","(+/-2,314)","10,979","(+/-1,887)","10,305","(+/-1,656)","10,633","(+/-1,433)","13,367","(+/-2,360)","11,362","(+/-1,438)","11,853","(+/-2,090)","12,246","(+/-1,735)","13,313","(+/-1,424)","11,256","(+/-1,458)","10,349","(+/-1,774)"
Education,"School Enrollment",Kindergarten,"8,223","(+/-2,041)","7,806","(+/-2,010)","8,376","(+/-2,059)","7,971","(+/-1,768)","9,332","(+/-1,713)","8,269","(+/-2,065)","8,910","(+/-2,484)","7,642","(+/-1,616)","7,103","(+/-2,240)","10,557","(+/-2,340)","8,437","(+/-1,826)","11,069","(+/-1,356)","9,880","(+/-2,107)","8,202","(+/-1,329)","9,169","(+/-1,489)","9,193","(+/-1,400)","9,317","(+/-2,014)"
Education,"School Enrollment","Elementary school (grades 1-8)","81,501","(+/-7,024)","77,864","(+/-6,301)","63,814","(+/-5,398)","72,022","(+/-5,106)","63,422","(+/-5,048)","68,650","(+/-5,012)","54,203","(+/-5,827)","73,496","(+/-5,687)","62,093","(+/-6,051)","80,463","(+/-4,744)","82,111","(+/-4,778)","74,352","(+/-3,154)","58,892","(+/-4,309)","81,035","(+/-4,134)","72,179","(+/-3,494)","77,150","(+/-3,902)","67,964","(+/-3,264)"
Education,"School Enrollment","High school (grades 9-12)","42,594","(+/-4,652)","40,524","(+/-4,277)","37,863","(+/-4,229)","47,272","(+/-4,142)","34,571","(+/-4,236)","33,867","(+/-3,477)","30,876","(+/-4,118)","40,669","(+/-3,292)","39,846","(+/-4,845)","42,621","(+/-2,951)","47,404","(+/-3,471)","36,664","(+/-1,562)","33,705","(+/-2,517)","46,491","(+/-2,839)","36,850","(+/-2,215)","44,292","(+/-2,376)","34,874","(+/-2,715)"
Education,"School Enrollment","College or graduate school","46,318","(+/-3,847)","33,904","(+/-5,073)","43,342","(+/-4,883)","45,963","(+/-4,978)","49,213","(+/-4,611)","44,214","(+/-3,344)","57,020","(+/-5,323)","36,733","(+/-3,569)","56,939","(+/-5,229)","42,437","(+/-3,444)","44,365","(+/-3,992)","36,755","(+/-2,499)","72,248","(+/-4,375)","48,950","(+/-3,595)","30,817","(+/-2,266)","33,025","(+/-3,286)","57,614","(+/-3,972)"
Education,"Educational Attainment","Population 25 years and over","513,526","(+/-13,293)","489,329","(+/-10,578)","506,469","(+/-15,030)","471,115","(+/-12,591)","551,924","(+/-11,796)","522,217","(+/-9,221)","528,240","(+/-17,166)","513,803","(+/-9,746)","535,906","(+/-11,727)","501,012","(+/-6,012)","518,329","(+/-8,054)","528,214","(+/-4,130)","487,822","(+/-6,901)","501,410","(+/-5,967)","525,573","(+/-5,992)","525,775","(+/-7,419)","490,332","(+/-5,587)"
Education,"Educational Attainment","Less than 9th grade","15,289","(+/-2,638)","19,670","(+/-2,652)","53,756","(+/-6,091)","70,457","(+/-5,401)","9,097","(+/-1,978)","18,404","(+/-3,209)","25,268","(+/-4,650)","30,883","(+/-3,925)","19,799","(+/-3,371)","24,820","(+/-3,859)","16,844","(+/-3,044)","14,391","(+/-1,869)","10,392","(+/-2,024)","23,473","(+/-3,104)","11,810","(+/-1,579)","9,268","(+/-1,557)","14,817","(+/-1,997)"
Education,"Educational Attainment","9th to 12th grade, no diploma","26,317","(+/-3,631)","32,244","(+/-4,147)","30,836","(+/-3,791)","39,112","(+/-3,661)","10,484","(+/-2,095)","20,470","(+/-2,850)","34,771","(+/-4,664)","27,874","(+/-3,175)","16,183","(+/-3,048)","21,034","(+/-3,064)","21,015","(+/-3,170)","31,873","(+/-2,351)","20,624","(+/-2,622)","25,276","(+/-3,126)","22,446","(+/-2,006)","21,936","(+/-2,783)","32,055","(+/-3,419)"
Education,"Educational Attainment","High school graduate (includes equivalency)","143,987","(+/-7,851)","160,481","(+/-6,431)","118,409","(+/-8,001)","136,212","(+/-8,295)","65,505","(+/-4,831)","117,092","(+/-5,255)","98,152","(+/-7,088)","123,768","(+/-6,405)","84,661","(+/-6,469)","103,237","(+/-7,175)","110,002","(+/-5,850)","163,088","(+/-5,473)","145,093","(+/-6,939)","134,665","(+/-6,742)","183,771","(+/-5,096)","155,204","(+/-5,907)","160,688","(+/-6,148)"
Education,"Educational Attainment","Some college, no degree","122,104","(+/-8,004)","110,619","(+/-5,895)","83,401","(+/-5,647)","74,900","(+/-5,282)","68,346","(+/-4,293)","89,629","(+/-6,197)","83,013","(+/-6,245)","86,456","(+/-5,952)","77,777","(+/-5,397)","86,421","(+/-4,602)","92,029","(+/-5,107)","120,519","(+/-5,021)","103,529","(+/-4,786)","106,010","(+/-6,298)","111,792","(+/-4,751)","114,888","(+/-4,753)","113,549","(+/-5,275)"
Education,"Educational Attainment","Associate's degree","46,997","(+/-4,286)","41,384","(+/-3,695)","30,013","(+/-3,027)","29,649","(+/-3,658)","28,362","(+/-3,117)","41,556","(+/-3,940)","27,068","(+/-3,573)","33,974","(+/-3,077)","29,402","(+/-3,388)","30,747","(+/-2,827)","38,764","(+/-3,366)","72,686","(+/-3,830)","45,352","(+/-3,625)","43,919","(+/-3,495)","59,204","(+/-3,768)","56,723","(+/-3,436)","48,837","(+/-3,187)"
Education,"Educational Attainment","Bachelor's degree","90,656","(+/-5,175)","72,657","(+/-5,317)","123,873","(+/-7,460)","71,868","(+/-5,336)","213,238","(+/-8,821)","143,163","(+/-6,120)","139,727","(+/-8,736)","134,219","(+/-7,136)","170,353","(+/-7,263)","130,047","(+/-5,557)","144,499","(+/-6,113)","74,946","(+/-3,911)","94,005","(+/-5,379)","106,640","(+/-5,453)","91,017","(+/-4,959)","106,583","(+/-4,665)","75,990","(+/-4,852)"
Education,"Educational Attainment","Graduate or professional degree","68,176","(+/-5,211)","52,274","(+/-4,358)","66,181","(+/-5,226)","48,917","(+/-4,147)","156,892","(+/-7,656)","91,903","(+/-4,253)","120,241","(+/-9,403)","76,629","(+/-4,588)","137,731","(+/-7,534)","104,706","(+/-4,933)","95,176","(+/-5,103)","50,711","(+/-3,565)","68,827","(+/-4,964)","61,427","(+/-3,962)","45,533","(+/-3,507)","61,173","(+/-3,669)","44,396","(+/-3,266)"
Education,"Educational Attainment","Percent high school graduate or higher",91.9,(+/-0.9),89.4,(+/-0.9),83.3,(+/-1.2),76.7,(+/-1.4),96.5,(+/-0.5),92.6,(+/-0.9),88.6,(+/-1.2),88.6,(+/-1.0),93.3,(+/-0.7),90.8,(+/-0.9),92.7,(+/-0.9),91.2,(+/-0.6),93.6,(+/-0.7),90.3,(+/-0.7),93.5,(+/-0.4),94.1,(+/-0.6),90.4,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",30.9,(+/-1.4),25.5,(+/-1.2),37.5,(+/-1.4),25.6,(+/-1.3),67.1,(+/-1.1),45.0,(+/-1.2),49.2,(+/-1.5),41.0,(+/-1.5),57.5,(+/-1.4),46.9,(+/-1.4),46.2,(+/-1.3),23.8,(+/-1.0),33.4,(+/-1.2),33.5,(+/-1.2),26.0,(+/-1.2),31.9,(+/-1.1),24.6,(+/-1.1)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","187,845",G,"193,716",G,"270,126",G,"229,424",G,"314,783",G,"378,818",G,"894,330",G,"401,034",G,"283,405",G,"346,004",G,"330,675",G,"217,633",G,"300,687",G,"205,611",G,"195,159",G,"229,512",G,"327,239",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",16,J,25,J,0,N,5,G,21,J,12,G,5,J,60,J,0,N,98,H,40,J,238,G,42,J,114,G,443,H,387,J,49,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",18,G,88,H,114,G,70,J,0,N,94,J,0,N,97,H,28,G,61,H,151,G,"2,807",G,172,G,720,H,818,H,221,G,140,J
Business,"Paid employees for pay period including March 12",Utilities,"1,752",H,614,H,"1,183",H,741,H,163,J,"1,899",J,"3,453",G,459,H,163,H,"1,211",H,"2,334",G,"1,996",G,"2,185",H,"1,307",H,"2,152",G,"3,216",H,"2,099",G
Business,"Paid employees for pay period including March 12",Construction,"9,413",G,"8,349",G,"15,418",G,"8,724",G,"10,150",G,"20,825",G,"16,978",G,"22,897",G,"8,172",G,"12,440",G,"14,829",G,"10,156",G,"14,776",G,"12,036",G,"10,121",G,"12,541",G,"11,042",G
Business,"Paid employees for pay period including March 12",Manufacturing,"12,352",G,"38,064",G,"44,248",G,"34,593",G,"15,793",G,"25,066",G,"22,408",G,"51,274",G,"20,761",G,"32,764",G,"35,226",G,"33,499",G,"25,952",G,"19,671",G,"30,622",G,"45,104",G,"47,313",H
Business,"Paid employees for pay period including March 12","Wholesale trade","7,135",G,"11,802",G,"24,629",G,"17,790",G,"10,758",G,"20,266",G,"29,623",G,"41,898",G,"9,083",G,"39,174",G,"28,876",G,"10,092",G,"13,618",G,"9,203",G,"13,499",G,"13,174",G,"11,621",G
Business,"Paid employees for pay period including March 12","Retail trade","25,584",G,"22,806",G,"25,892",G,"27,656",G,"40,135",G,"47,636",G,"29,363",G,"39,308",G,"37,514",G,"35,440",G,"39,653",G,"30,436",H,"41,228",G,"31,221",G,"27,627",G,"31,188",G,"37,669",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","9,598",G,"18,291",G,"39,274",G,"24,715",G,"16,080",H,"36,526",G,"19,942",H,"22,067",G,"8,973",G,"9,303",G,"17,661",G,"11,515",G,"21,586",G,"30,980",G,"7,309",G,"18,836",G,"13,142",G
Business,"Paid employees for pay period including March 12",Information,"2,137",H,"3,001",G,"2,297",G,"2,811",H,"5,597",G,"7,515",H,"45,022",G,"13,313",G,"3,204",G,"4,026",G,"5,896",G,"2,443",G,"5,056",G,"2,214",G,"2,349",G,"2,243",G,"3,154",G
Business,"Paid employees for pay period including March 12","Finance and insurance","3,897",G,"4,248",H,"7,595",G,"6,491",G,"14,353",H,"15,879",G,"152,054",G,"21,078",H,"12,617",H,"15,676",G,"13,804",G,"7,220",G,"11,892",G,"4,746",G,"8,957",G,"10,142",H,"23,991",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,323",G,"2,487",H,"4,154",G,"3,136",G,"9,989",G,"7,205",G,"18,762",G,"6,492",G,"4,145",G,"4,278",G,"3,994",G,"2,140",G,"4,480",G,"2,429",G,"1,477",G,"1,758",G,"2,767",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","5,327",G,"4,623",G,"9,384",G,"10,407",G,"21,372",G,"29,128",G,"185,648",G,"27,806",G,"14,677",G,"46,782",G,"25,854",G,"6,761",G,"14,216",G,"6,968",H,"5,187",G,"7,644",G,"12,104",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",967,H,"1,691",G,"3,692",G,"6,047",G,"6,446",H,"17,599",G,"54,667",G,"20,125",G,"15,669",H,"27,474",G,"13,218",G,"15,490",J,"5,846",H,"1,040",H,"6,052",H,"1,568",G,"21,776",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","13,293",G,"6,984",H,"22,814",G,"20,200",G,"12,663",G,"26,884",G,"57,748",G,"30,333",G,"10,772",G,"19,094",G,"30,527",G,"6,673",G,"15,219",H,"14,693",G,"6,546",H,"11,153",G,"17,479",G
Business,"Paid employees for pay period including March 12","Educational services","22,987",H,"3,233",H,"6,774",H,"2,847",G,"11,420",H,"10,800",G,"31,050",G,"6,565",G,"29,142",H,"8,890",G,"6,894",G,"1,692",G,"4,067",G,"3,879",G,"3,666",H,"1,593",H,"9,750",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","40,809",G,"40,876",G,"29,540",H,"26,460",G,"66,705",G,"53,321",G,"123,078",G,"42,874",G,"65,121",G,"43,041",G,"45,423",G,"38,736",G,"64,646",G,"25,457",G,"35,191",G,"29,037",G,"64,400",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","2,080",G,"1,785",G,"2,252",G,"2,874",G,"8,571",G,"6,039",H,"11,634",G,"6,906",G,"4,414",G,"6,366",G,"5,099",G,"2,259",G,"4,365",G,"3,387",G,"3,233",G,"3,761",G,"4,161",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","18,805",G,"16,371",G,"21,197",G,"24,158",G,"44,931",G,"34,533",G,"60,766",G,"31,677",G,"25,400",G,"28,929",G,"28,517",G,"22,510",G,"36,230",G,"25,101",G,"20,165",G,"23,375",G,"30,259",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","9,339",G,"8,363",G,"9,661",G,"9,655",G,"19,624",G,"17,584",G,"32,097",G,"15,798",G,"13,523",G,"10,940",G,"12,662",G,"10,929",G,"15,086",G,"10,434",G,"9,712",G,"12,563",G,"14,317",G
Business,"Paid employees for pay period including March 12","Industries not classified",13,G,15,G,6,J,44,J,7,J,7,J,29,J,7,J,12,J,17,G,17,J,41,H,25,J,11,J,33,G,8,J,6,G
Business,"Annual payroll ($1,000)","Total for all sectors","10,340,515",G,"9,702,345",G,"16,594,085",G,"13,866,272",G,"18,919,494",G,"24,093,618",G,"98,603,653",G,"28,192,743",G,"18,154,966",G,"31,351,591",G,"21,075,996",G,"10,221,681",G,"16,327,434",G,"10,082,263",G,"9,332,953",G,"12,142,561",G,"21,074,382",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",856,H,"1,591",H,0,N,139,J,"1,392",J,290,G,536,G,"2,989",J,0,N,"3,830",G,"2,621",H,"10,562",G,"2,942",J,"7,805",H,"30,291",H,"26,737",J,"2,438",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","1,151",G,"11,942",J,"11,093",H,"8,101",J,0,N,"10,749",J,0,N,"9,258",G,"2,408",G,"8,382",J,"13,613",H,"212,096",G,"10,716",G,"71,177",J,"58,328",G,"18,637",G,"14,194",H
Business,"Annual payroll ($1,000)",Utilities,"235,982",J,"75,539",H,"170,569",H,"89,840",H,"28,055",J,"255,775",J,"565,292",G,"47,298",G,"17,637",G,"129,402",J,"303,365",H,"219,067",G,"212,382",H,"182,079",H,"245,661",G,"427,810",J,"255,052",H
Business,"Annual payroll ($1,000)",Construction,"812,085",G,"719,955",G,"1,422,207",G,"792,230",G,"815,568",G,"1,816,635",G,"1,883,686",G,"2,090,032",G,"669,571",G,"1,072,157",G,"1,284,793",G,"678,521",G,"1,136,278",G,"1,004,459",G,"644,781",G,"964,873",G,"916,860",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,140,930",G,"2,480,025",H,"2,845,905",G,"2,517,008",G,"1,082,181",G,"1,749,064",G,"1,535,948",G,"3,924,528",G,"1,497,176",G,"2,540,134",G,"2,478,185",G,"1,864,295",G,"2,110,766",G,"1,298,671",G,"1,863,696",G,"2,908,054",G,"3,973,295",H
Business,"Annual payroll ($1,000)","Wholesale trade","550,115",H,"782,005",G,"1,979,229",G,"1,340,106",G,"860,101",G,"2,029,146",G,"3,674,305",H,"3,877,464",G,"879,338",G,"5,364,613",G,"2,380,707",G,"597,020",G,"938,195",G,"675,109",G,"870,521",G,"958,771",G,"837,341",G
Business,"Annual payroll ($1,000)","Retail trade","788,035",G,"763,136",G,"1,048,523",G,"998,854",G,"1,571,139",G,"1,867,534",G,"1,202,322",G,"1,442,999",G,"1,451,790",G,"1,410,800",G,"1,526,840",G,"979,435",G,"1,318,305",G,"1,034,482",G,"869,489",G,"1,040,389",G,"1,184,283",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","453,482",G,"892,718",G,"2,519,406",H,"1,749,501",H,"1,154,763",H,"1,540,413",G,"1,534,118",H,"1,322,082",G,"417,039",G,"475,666",G,"908,346",G,"571,792",G,"1,090,524",G,"1,532,651",G,"396,440",G,"1,086,727",G,"686,492",G
Business,"Annual payroll ($1,000)",Information,"140,893",H,"219,429",G,"169,906",G,"198,625",H,"511,708",G,"896,469",G,"7,096,159",G,"1,413,975",G,"253,671",G,"417,932",G,"687,861",G,"125,521",G,"393,148",G,"111,685",G,"115,991",G,"106,605",G,"196,192",G
Business,"Annual payroll ($1,000)","Finance and insurance","283,930",G,"244,127",H,"1,008,719",H,"684,180",G,"1,728,778",H,"1,691,269",G,"23,405,155",G,"2,655,324",H,"1,504,951",H,"2,102,735",G,"1,412,760",G,"424,624",G,"919,095",G,"336,366",G,"553,884",G,"817,885",H,"2,396,181",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","144,542",G,"116,820",H,"255,218",G,"220,088",G,"653,323",G,"525,823",G,"2,150,814",G,"536,138",G,"282,166",G,"386,440",G,"252,777",G,"94,090",G,"206,596",G,"145,209",G,"63,404",G,"94,620",G,"122,917",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","360,682",G,"276,429",G,"734,491",G,"807,782",G,"1,752,946",G,"2,306,793",G,"27,423,537",G,"2,427,262",G,"1,391,711",G,"7,025,503",G,"2,494,141",G,"415,919",G,"1,146,720",G,"438,565",G,"276,129",G,"573,409",H,"912,239",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","108,838",H,"110,926",G,"367,824",G,"648,848",G,"665,065",H,"2,335,640",G,"8,315,317",G,"2,218,236",G,"1,792,905",H,"4,657,207",G,"1,489,766",H,"820,734",H,"700,336",H,"110,984",H,"448,294",H,"145,609",H,"3,565,776",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","605,273",G,"313,535",G,"991,253",G,"957,324",G,"780,710",G,"1,499,944",G,"4,635,084",G,"1,567,587",G,"686,401",G,"1,157,162",G,"1,468,126",G,"269,043",G,"627,264",G,"635,495",G,"260,816",G,"480,019",G,"737,324",G
Business,"Annual payroll ($1,000)","Educational services","1,519,422",H,"97,403",G,"238,391",G,"129,060",G,"492,835",H,"467,903",H,"1,536,535",G,"352,542",G,"1,954,647",J,"386,021",G,"254,072",G,"39,428",G,"127,828",G,"156,043",H,"87,676",H,"41,927",G,"274,928",H
Business,"Annual payroll ($1,000)","Health care and social assistance","2,317,803",G,"1,867,144",G,"1,701,500",H,"1,532,780",G,"3,956,348",H,"3,171,114",G,"7,852,103",G,"2,272,942",G,"3,847,737",H,"2,503,193",G,"2,741,472",G,"2,031,598",G,"3,971,380",G,"1,322,845",G,"1,839,923",G,"1,369,438",G,"3,822,722",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","79,382",G,"42,669",G,"76,231",G,"107,921",G,"518,071",H,"200,700",H,"1,114,175",H,"278,130",G,"145,735",G,"511,628",H,"141,777",G,"52,359",G,"108,731",G,"80,577",G,"65,889",G,"93,596",G,"85,398",G
Business,"Annual payroll ($1,000)","Accommodation and food services","410,706",G,"327,328",G,"635,507",G,"626,102",G,"1,465,211",G,"861,195",G,"2,249,928",G,"850,444",G,"720,065",G,"771,144",G,"678,799",G,"421,687",G,"741,588",G,"543,041",G,"360,594",G,"450,212",G,"594,479",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","385,405",G,"359,237",G,"417,895",G,"457,066",G,"880,673",G,"866,950",G,"2,426,952",G,"903,346",G,"638,485",G,"426,238",G,"554,556",G,"328,516",G,"563,962",G,"394,770",G,"280,919",G,"537,065",H,"496,054",G
Business,"Annual payroll ($1,000)","Industries not classified","1,003",H,387,H,189,J,717,H,333,H,212,G,"1,490",H,167,G,793,H,"1,404",H,"1,419",J,"65,374",J,678,G,250,J,227,H,178,H,217,G
Business,"Total Establishments","Total for all sectors","12,639",X,"12,147",X,"18,478",X,"14,619",X,"24,552",X,"24,421",X,"29,273",X,"24,373",X,"20,044",X,"22,183",X,"21,216",X,"16,232",X,"17,267",X,"15,826",X,"15,661",X,"15,712",X,"16,547",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",9,X,13,X,0,N,3,X,7,X,4,X,3,X,4,X,0,N,29,X,19,X,60,X,9,X,17,X,51,X,54,X,19,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",5,X,4,X,5,X,6,X,0,N,4,X,0,N,8,X,3,X,7,X,13,X,222,X,10,X,32,X,60,X,26,X,18,X
Business,"Total Establishments",Utilities,22,X,28,X,17,X,25,X,9,X,28,X,57,X,16,X,7,X,24,X,41,X,79,X,70,X,30,X,82,X,67,X,89,X
Business,"Total Establishments",Construction,"1,392",X,"1,035",X,"2,364",X,"1,290",X,"2,083",X,"2,343",X,951,X,"2,740",X,"1,862",X,"2,064",X,"2,053",X,"1,585",X,"1,236",X,"1,664",X,"1,875",X,"1,818",X,"1,243",X
Business,"Total Establishments",Manufacturing,395,X,571,X,"1,409",X,701,X,547,X,757,X,697,X,"1,130",X,557,X,872,X,920,X,635,X,496,X,592,X,642,X,812,X,797,X
Business,"Total Establishments","Wholesale trade",512,X,604,X,"1,338",X,759,X,888,X,"1,290",X,"1,163",X,"1,763",X,825,X,"1,270",X,"1,270",X,726,X,640,X,653,X,912,X,873,X,732,X
Business,"Total Establishments","Retail trade","1,543",X,"1,664",X,"1,773",X,"1,822",X,"2,433",X,"2,461",X,"2,138",X,"2,126",X,"2,102",X,"2,213",X,"2,146",X,"2,377",X,"2,589",X,"1,820",X,"2,166",X,"2,098",X,"2,465",X
Business,"Total Establishments","Transportation and warehousing",856,X,861,X,"2,057",X,"1,626",X,"1,141",X,"2,212",X,691,X,"2,659",X,945,X,"1,004",X,"1,508",X,673,X,582,X,"1,713",X,788,X,866,X,611,X
Business,"Total Establishments",Information,166,X,187,X,249,X,209,X,424,X,365,X,"1,005",X,421,X,332,X,298,X,323,X,295,X,309,X,187,X,259,X,237,X,249,X
Business,"Total Establishments","Finance and insurance",598,X,648,X,643,X,800,X,"1,222",X,"1,641",X,"2,672",X,"1,370",X,"1,044",X,"1,315",X,"1,198",X,"1,136",X,"1,197",X,723,X,"1,130",X,"1,012",X,"1,078",X
Business,"Total Establishments","Real estate and rental and leasing",568,X,430,X,711,X,533,X,"1,586",X,"1,049",X,"1,771",X,883,X,"1,070",X,"1,071",X,866,X,473,X,777,X,560,X,449,X,530,X,652,X
Business,"Total Establishments","Professional, scientific, and technical services","1,045",X,736,X,"1,716",X,"1,186",X,"3,733",X,"3,002",X,"6,880",X,"3,089",X,"2,853",X,"3,264",X,"2,872",X,"1,060",X,"1,549",X,"1,519",X,916,X,"1,068",X,"1,328",X
Business,"Total Establishments","Management of companies and enterprises",33,X,51,X,75,X,91,X,141,X,205,X,431,X,209,X,85,X,164,X,156,X,58,X,140,X,46,X,63,X,60,X,98,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",698,X,634,X,"1,007",X,807,X,"1,043",X,"1,195",X,"1,460",X,"1,481",X,923,X,"1,591",X,"1,348",X,693,X,811,X,923,X,737,X,855,X,786,X
Business,"Total Establishments","Educational services",231,X,128,X,217,X,173,X,461,X,345,X,507,X,288,X,400,X,393,X,285,X,114,X,204,X,211,X,111,X,123,X,177,X
Business,"Total Establishments","Health care and social assistance","1,688",X,"1,590",X,"1,474",X,"1,558",X,"3,356",X,"3,073",X,"2,987",X,"2,193",X,"2,982",X,"2,473",X,"2,405",X,"1,908",X,"2,035",X,"1,714",X,"1,462",X,"1,434",X,"1,995",X
Business,"Total Establishments","Arts, entertainment, and recreation",201,X,220,X,255,X,210,X,555,X,389,X,510,X,312,X,395,X,445,X,318,X,264,X,356,X,286,X,318,X,356,X,295,X
Business,"Total Establishments","Accommodation and food services","1,242",X,"1,274",X,"1,477",X,"1,464",X,"2,408",X,"1,951",X,"2,717",X,"1,813",X,"1,702",X,"1,762",X,"1,653",X,"1,603",X,"2,118",X,"1,489",X,"1,612",X,"1,588",X,"1,934",X
