Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",7.8,(+/-2.2),7.9,(+/-2.1),5.5,(+/-2.1),5.7,(+/-1.9),15.6,(+/-3.1),19.2,(+/-3.4),21.1,(+/-3.7),30.6,(+/-4.3),28.5,(+/-5.0),15.8,(+/-3.4),18.8,(+/-3.0),9.1,(+/-3.9),38.9,(+/-5.2),25.5,(+/-4.0),36.6,(+/-4.5),15.4,(+/-3.5),15.5,(+/-2.7),14.8,(+/-3.3),16.7,(+/-2.5),16.5,(+/-2.7),14.6,(+/-2.3),18.6,(+/-2.9),15.8,(+/-2.2),14.8,(+/-2.3),17.4,(+/-2.9),24.8,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",11.3,(+/-4.4),9.2,(+/-3.6),4.3,(+/-2.8),6.3,(+/-4.2),17.5,(+/-4.6),17.3,(+/-5.8),21.3,(+/-5.9),26.7,(+/-5.9),28.3,(+/-6.1),14.0,(+/-5.3),18.0,(+/-4.7),6.2,(+/-4.5),41.7,(+/-8.1),22.6,(+/-6.4),40.7,(+/-6.6),14.2,(+/-5.6),16.9,(+/-4.0),17.1,(+/-4.3),21.3,(+/-4.1),15.6,(+/-4.2),15.9,(+/-3.6),18.3,(+/-4.6),17.0,(+/-3.4),17.3,(+/-4.0),20.9,(+/-5.3),24.4,(+/-5.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",6.6,(+/-2.3),7.5,(+/-2.3),5.8,(+/-2.2),5.4,(+/-1.8),14.9,(+/-3.4),19.9,(+/-3.8),21.0,(+/-4.1),31.8,(+/-4.5),28.6,(+/-5.9),16.4,(+/-3.8),19.0,(+/-3.3),10.5,(+/-4.7),37.8,(+/-6.0),26.5,(+/-4.3),35.1,(+/-4.7),15.7,(+/-3.4),15.0,(+/-2.9),14.0,(+/-3.6),15.1,(+/-2.5),16.9,(+/-3.0),14.1,(+/-2.6),18.6,(+/-3.1),15.4,(+/-2.4),13.9,(+/-2.3),16.2,(+/-2.8),25.0,(+/-3.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",6.2,(+/-0.7),6.7,(+/-0.6),5.8,(+/-0.9),6.1,(+/-0.8),12.3,(+/-1.1),14.3,(+/-1.1),14.9,(+/-1.1),20.2,(+/-1.3),16.2,(+/-1.5),14.7,(+/-1.2),13.3,(+/-1.3),10.0,(+/-1.2),25.9,(+/-1.8),16.7,(+/-1.4),27.8,(+/-1.8),10.5,(+/-1.0),9.0,(+/-1.0),10.5,(+/-1.0),14.8,(+/-1.0),11.6,(+/-0.9),12.2,(+/-0.8),12.8,(+/-0.9),11.6,(+/-0.8),10.8,(+/-0.7),11.8,(+/-0.8),16.0,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.8,(+/-1.1),8.7,(+/-1.4),7.9,(+/-1.4),7.0,(+/-1.2),15.3,(+/-2.1),18.2,(+/-2.1),26.7,(+/-3.6),25.6,(+/-2.8),18.9,(+/-2.7),24.9,(+/-2.8),16.9,(+/-2.3),12.9,(+/-2.4),33.4,(+/-3.3),22.2,(+/-3.0),33.1,(+/-3.5),12.4,(+/-1.8),7.7,(+/-1.5),9.0,(+/-1.5),11.7,(+/-1.3),8.6,(+/-1.2),10.7,(+/-1.3),10.2,(+/-1.0),10.3,(+/-1.3),9.2,(+/-0.9),10.2,(+/-1.1),15.1,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",4.1,(+/-0.9),4.4,(+/-0.9),3.8,(+/-1.0),3.8,(+/-0.9),9.6,(+/-1.4),13.0,(+/-1.7),14.3,(+/-1.8),19.1,(+/-2.2),17.3,(+/-2.5),12.8,(+/-2.0),12.3,(+/-1.6),6.3,(+/-1.9),25.6,(+/-3.1),15.6,(+/-2.1),25.4,(+/-2.8),8.4,(+/-1.6),8.9,(+/-1.4),8.0,(+/-1.5),10.0,(+/-1.1),8.8,(+/-1.3),8.9,(+/-1.1),10.7,(+/-1.4),9.1,(+/-1.0),8.1,(+/-0.9),9.3,(+/-1.2),14.5,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",18.7,(+/-2.1),21.3,(+/-2.3),19.3,(+/-2.1),22.2,(+/-2.6),31.7,(+/-2.8),24.5,(+/-2.2),19.6,(+/-1.6),33.5,(+/-2.2),24.8,(+/-2.2),19.0,(+/-1.6),26.5,(+/-2.2),14.6,(+/-1.6),33.6,(+/-2.1),28.5,(+/-2.5),45.1,(+/-2.8),25.7,(+/-2.6),21.3,(+/-2.0),25.9,(+/-2.2),29.3,(+/-1.7),22.3,(+/-2.1),25.1,(+/-1.8),24.5,(+/-1.7),25.1,(+/-1.6),23.2,(+/-1.5),24.2,(+/-1.8),26.2,(+/-2.1)
Education,"School Enrollment","Population 3 years and over enrolled in school","171,784","(+/-7,534)","188,493","(+/-8,242)","174,655","(+/-8,339)","199,670","(+/-7,269)","179,651","(+/-8,693)","151,913","(+/-10,992)","144,462","(+/-9,841)","182,925","(+/-12,357)","172,455","(+/-11,846)","163,731","(+/-10,201)","181,806","(+/-7,074)","119,714","(+/-8,197)","166,806","(+/-9,466)","180,659","(+/-10,405)","196,628","(+/-9,999)","185,870","(+/-6,265)","193,915","(+/-5,921)","196,308","(+/-4,891)","178,746","(+/-4,016)","188,356","(+/-4,484)","157,911","(+/-4,289)","189,215","(+/-3,770)","162,159","(+/-5,180)","156,865","(+/-3,895)","182,884","(+/-4,348)","185,022","(+/-7,349)"
Education,"School Enrollment","Nursery school, preschool","9,576","(+/-1,419)","10,598","(+/-2,267)","12,310","(+/-1,940)","14,733","(+/-2,426)","11,150","(+/-2,268)","10,804","(+/-2,476)","11,856","(+/-2,925)","10,087","(+/-2,297)","11,701","(+/-2,287)","9,977","(+/-2,020)","12,806","(+/-1,879)","8,815","(+/-2,191)","7,743","(+/-1,718)","12,717","(+/-2,682)","10,663","(+/-2,510)","9,762","(+/-1,668)","14,678","(+/-2,158)","10,841","(+/-1,964)","7,737","(+/-1,372)","13,307","(+/-1,605)","9,574","(+/-1,623)","11,799","(+/-1,688)","10,070","(+/-1,454)","8,985","(+/-1,217)","10,008","(+/-1,445)","12,842","(+/-2,439)"
Education,"School Enrollment",Kindergarten,"7,586","(+/-1,647)","9,817","(+/-1,950)","7,263","(+/-1,772)","6,488","(+/-1,698)","8,944","(+/-1,875)","8,203","(+/-1,796)","7,086","(+/-1,738)","9,544","(+/-2,559)","10,031","(+/-2,137)","6,345","(+/-1,596)","10,268","(+/-2,044)","6,924","(+/-2,902)","6,435","(+/-2,166)","9,263","(+/-2,341)","11,984","(+/-2,923)","7,156","(+/-1,955)","12,640","(+/-1,669)","12,469","(+/-2,174)","6,722","(+/-1,203)","7,139","(+/-1,236)","7,487","(+/-1,483)","8,345","(+/-1,285)","8,841","(+/-1,582)","9,060","(+/-1,319)","8,568","(+/-1,481)","7,724","(+/-1,715)"
Education,"School Enrollment","Elementary school (grades 1-8)","65,242","(+/-4,552)","75,026","(+/-5,022)","65,950","(+/-4,893)","79,150","(+/-4,574)","68,839","(+/-4,232)","58,574","(+/-5,614)","48,786","(+/-5,566)","77,387","(+/-7,352)","73,056","(+/-6,934)","62,690","(+/-6,257)","73,390","(+/-4,315)","36,044","(+/-4,741)","57,575","(+/-6,921)","76,190","(+/-6,869)","77,424","(+/-5,877)","77,314","(+/-4,278)","83,157","(+/-3,461)","74,598","(+/-2,660)","59,130","(+/-2,929)","67,577","(+/-2,284)","64,847","(+/-2,272)","71,171","(+/-2,281)","72,089","(+/-3,466)","66,245","(+/-2,532)","69,066","(+/-1,934)","66,359","(+/-4,229)"
Education,"School Enrollment","High school (grades 9-12)","37,542","(+/-2,975)","42,739","(+/-3,779)","41,573","(+/-3,414)","41,454","(+/-3,084)","37,557","(+/-3,589)","29,043","(+/-3,543)","27,415","(+/-3,418)","40,941","(+/-4,079)","31,828","(+/-3,638)","28,467","(+/-3,712)","37,095","(+/-2,734)","18,795","(+/-2,740)","29,841","(+/-3,566)","35,711","(+/-4,332)","43,841","(+/-3,288)","41,591","(+/-3,563)","43,438","(+/-3,206)","42,321","(+/-2,256)","32,806","(+/-2,325)","35,422","(+/-2,335)","35,264","(+/-2,324)","36,621","(+/-2,005)","36,172","(+/-2,400)","36,401","(+/-2,209)","37,895","(+/-1,744)","34,224","(+/-3,283)"
Education,"School Enrollment","College or graduate school","51,838","(+/-4,092)","50,313","(+/-4,458)","47,559","(+/-3,590)","57,845","(+/-4,663)","53,161","(+/-4,316)","45,289","(+/-4,108)","49,319","(+/-4,407)","44,966","(+/-3,938)","45,839","(+/-4,542)","56,252","(+/-5,387)","48,247","(+/-3,577)","49,136","(+/-4,278)","65,212","(+/-5,204)","46,778","(+/-3,906)","52,716","(+/-5,309)","50,047","(+/-4,073)","40,002","(+/-2,997)","56,079","(+/-3,918)","72,351","(+/-3,582)","64,911","(+/-4,146)","40,739","(+/-3,284)","61,279","(+/-3,520)","34,987","(+/-2,230)","36,174","(+/-2,247)","57,347","(+/-3,883)","63,873","(+/-4,264)"
Education,"Educational Attainment","Population 25 years and over","559,129","(+/-7,997)","535,609","(+/-8,678)","554,991","(+/-12,816)","531,964","(+/-5,638)","519,568","(+/-12,487)","534,396","(+/-14,605)","532,218","(+/-14,401)","517,734","(+/-13,466)","505,804","(+/-13,078)","525,809","(+/-15,592)","535,849","(+/-8,468)","588,014","(+/-12,393)","529,816","(+/-14,782)","520,831","(+/-18,180)","468,896","(+/-12,519)","535,631","(+/-6,868)","518,427","(+/-5,530)","533,459","(+/-3,689)","533,576","(+/-4,097)","545,636","(+/-2,866)","551,801","(+/-3,452)","528,255","(+/-1,183)","549,637","(+/-5,721)","550,876","(+/-3,867)","538,201","(+/-1,086)","539,028","(+/-6,068)"
Education,"Educational Attainment","Less than 9th grade","16,499","(+/-2,812)","32,579","(+/-3,417)","26,427","(+/-3,117)","22,373","(+/-3,196)","49,501","(+/-5,006)","61,066","(+/-6,272)","44,733","(+/-5,306)","35,496","(+/-3,830)","33,935","(+/-4,119)","40,840","(+/-3,931)","48,351","(+/-4,058)","6,909","(+/-2,340)","65,982","(+/-7,132)","67,408","(+/-5,715)","58,132","(+/-5,261)","29,201","(+/-4,110)","25,095","(+/-3,391)","21,235","(+/-2,903)","15,364","(+/-1,991)","13,990","(+/-1,970)","14,822","(+/-1,879)","16,074","(+/-2,103)","13,481","(+/-1,800)","18,403","(+/-2,638)","17,216","(+/-2,575)","16,932","(+/-2,342)"
Education,"Educational Attainment","9th to 12th grade, no diploma","17,218","(+/-2,670)","26,909","(+/-3,354)","21,332","(+/-2,605)","17,970","(+/-2,514)","38,701","(+/-3,938)","35,497","(+/-3,964)","31,179","(+/-3,541)","39,539","(+/-3,983)","31,254","(+/-3,815)","35,599","(+/-4,499)","35,939","(+/-4,281)","8,808","(+/-3,997)","46,227","(+/-5,518)","42,335","(+/-6,687)","57,563","(+/-5,614)","35,394","(+/-4,151)","27,017","(+/-3,074)","31,267","(+/-3,278)","30,482","(+/-3,263)","18,927","(+/-2,532)","33,519","(+/-2,549)","30,489","(+/-2,901)","27,437","(+/-2,372)","32,776","(+/-2,598)","25,164","(+/-2,757)","30,209","(+/-3,486)"
Education,"Educational Attainment","High school graduate (includes equivalency)","115,718","(+/-6,478)","153,292","(+/-7,463)","99,369","(+/-5,882)","124,942","(+/-7,954)","142,901","(+/-7,692)","130,320","(+/-7,963)","103,931","(+/-7,434)","138,834","(+/-8,682)","125,187","(+/-7,191)","64,686","(+/-6,512)","145,454","(+/-6,377)","37,889","(+/-4,610)","114,139","(+/-7,734)","142,397","(+/-10,281)","132,226","(+/-8,889)","106,634","(+/-6,295)","107,981","(+/-6,949)","141,633","(+/-6,631)","156,979","(+/-5,018)","132,730","(+/-6,703)","177,723","(+/-5,777)","136,864","(+/-4,726)","175,049","(+/-5,979)","180,338","(+/-6,003)","126,423","(+/-5,874)","153,011","(+/-6,564)"
Education,"Educational Attainment","Some college, no degree","80,529","(+/-4,766)","92,232","(+/-5,407)","72,081","(+/-4,710)","76,625","(+/-6,122)","89,882","(+/-5,473)","64,493","(+/-4,514)","58,507","(+/-5,464)","81,049","(+/-6,086)","74,301","(+/-5,531)","40,553","(+/-4,903)","75,626","(+/-4,856)","42,190","(+/-4,847)","80,889","(+/-6,893)","72,308","(+/-5,418)","76,606","(+/-6,184)","61,732","(+/-4,257)","68,689","(+/-4,394)","91,235","(+/-5,509)","84,358","(+/-4,378)","83,298","(+/-4,410)","93,520","(+/-4,555)","88,072","(+/-4,064)","87,925","(+/-4,914)","98,138","(+/-3,990)","84,522","(+/-5,119)","85,743","(+/-4,777)"
Education,"Educational Attainment","Associate's degree","59,021","(+/-4,405)","55,069","(+/-4,312)","51,776","(+/-4,808)","50,369","(+/-4,333)","46,626","(+/-4,381)","38,163","(+/-3,794)","30,966","(+/-3,757)","44,088","(+/-4,036)","36,616","(+/-3,716)","16,970","(+/-2,660)","37,949","(+/-3,920)","15,166","(+/-3,451)","26,892","(+/-4,243)","35,959","(+/-3,822)","40,274","(+/-3,989)","30,728","(+/-2,957)","36,428","(+/-3,380)","53,977","(+/-4,508)","60,158","(+/-3,752)","65,553","(+/-3,752)","75,094","(+/-3,865)","67,122","(+/-3,777)","76,736","(+/-3,889)","72,393","(+/-4,282)","64,147","(+/-4,438)","61,460","(+/-4,584)"
Education,"Educational Attainment","Bachelor's degree","140,116","(+/-6,462)","98,791","(+/-5,953)","149,137","(+/-6,758)","134,163","(+/-7,708)","98,189","(+/-5,237)","124,894","(+/-7,156)","161,420","(+/-7,893)","110,721","(+/-7,295)","118,068","(+/-6,908)","178,790","(+/-9,038)","115,439","(+/-6,485)","229,042","(+/-10,424)","111,068","(+/-8,760)","102,204","(+/-7,229)","64,450","(+/-5,632)","138,037","(+/-6,782)","134,143","(+/-6,337)","105,626","(+/-5,737)","97,566","(+/-4,612)","122,129","(+/-5,822)","85,675","(+/-4,396)","105,753","(+/-4,072)","93,935","(+/-4,169)","86,354","(+/-3,784)","124,448","(+/-4,986)","106,012","(+/-5,413)"
Education,"Educational Attainment","Graduate or professional degree","130,028","(+/-5,686)","76,737","(+/-4,794)","134,869","(+/-6,580)","105,522","(+/-6,747)","53,768","(+/-3,618)","79,963","(+/-4,901)","101,482","(+/-5,500)","68,007","(+/-5,646)","86,443","(+/-6,324)","148,371","(+/-8,302)","77,091","(+/-5,595)","248,010","(+/-9,671)","84,619","(+/-6,026)","58,220","(+/-4,959)","39,645","(+/-4,287)","133,905","(+/-5,901)","119,074","(+/-5,901)","88,486","(+/-4,358)","88,669","(+/-4,113)","109,009","(+/-5,333)","71,448","(+/-3,799)","83,881","(+/-3,941)","75,074","(+/-4,447)","62,474","(+/-4,060)","96,281","(+/-5,010)","85,661","(+/-4,997)"
Education,"Educational Attainment","Percent high school graduate or higher",94.0,(+/-0.7),88.9,(+/-0.9),91.4,(+/-0.6),92.4,(+/-0.8),83.0,(+/-1.1),81.9,(+/-1.5),85.7,(+/-1.1),85.5,(+/-1.1),87.1,(+/-1.1),85.5,(+/-1.2),84.3,(+/-1.0),97.3,(+/-0.8),78.8,(+/-1.6),78.9,(+/-1.4),75.3,(+/-1.4),87.9,(+/-0.9),89.9,(+/-0.9),90.2,(+/-0.9),91.4,(+/-0.7),94.0,(+/-0.6),91.2,(+/-0.6),91.2,(+/-0.7),92.6,(+/-0.5),90.7,(+/-0.6),92.1,(+/-0.7),91.3,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",48.3,(+/-1.4),32.8,(+/-1.4),51.2,(+/-1.5),45.1,(+/-1.5),29.2,(+/-1.3),38.3,(+/-1.5),49.4,(+/-1.5),34.5,(+/-1.5),40.4,(+/-1.4),62.2,(+/-1.5),35.9,(+/-1.4),81.1,(+/-1.4),36.9,(+/-1.7),30.8,(+/-1.4),22.2,(+/-1.5),50.8,(+/-1.4),48.8,(+/-1.5),36.4,(+/-1.3),34.9,(+/-1.0),42.4,(+/-1.2),28.5,(+/-1.1),35.9,(+/-0.9),30.7,(+/-0.9),27.0,(+/-0.8),41.0,(+/-1.1),35.6,(+/-1.1)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","296,116",G,"288,264",G,"347,002",G,"238,967",G,"161,088",G,"200,678",G,"249,433",G,"144,877",G,"165,997",G,"700,430",G,"158,796",G,"1,539,879",G,"185,748",H,"164,277",G,"151,067",G,"269,602",G,"265,305",G,"233,949",G,"242,477",G,"323,882",G,"196,512",G,"315,950",G,"230,578",G,"202,973",G,"347,403",G,"359,775",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",143,H,23,G,91,J,9,J,0,N,0,N,0,N,0,N,0,N,0,N,5,J,45,J,0,N,0,N,0,N,23,G,195,G,414,H,307,H,287,H,381,G,70,G,102,H,236,G,474,H,20,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",109,G,23,J,0,N,0,N,0,N,16,J,0,N,0,N,0,N,0,N,0,N,9,G,0,N,0,N,0,N,0,N,113,H,191,H,585,G,616,J,747,G,132,J,391,G,609,H,69,G,4,J
Business,"Paid employees for pay period including March 12",Utilities,"1,729",J,693,J,"1,885",J,916,H,351,H,243,J,"2,047",H,280,J,483,J,"2,321",J,957,G,"6,178",J,257,J,"3,590",J,102,J,"1,598",J,"2,112",J,"1,496",H,"1,629",H,822,H,"1,436",H,"1,824",J,"1,054",G,"3,119",J,"1,414",J,"1,483",G
Business,"Paid employees for pay period including March 12",Construction,"20,006",G,"28,994",G,"19,340",G,"13,062",G,"8,655",G,"13,238",G,"23,388",G,"4,352",G,"4,548",G,"15,846",G,"10,990",G,"26,932",G,"2,414",G,"15,661",G,"4,580",G,"20,151",G,"19,337",G,"13,517",G,"9,213",G,"15,501",G,"10,362",G,"12,678",G,"11,677",G,"12,870",G,"14,401",G,"12,058",G
Business,"Paid employees for pay period including March 12",Manufacturing,"20,580",H,"32,222",G,"10,347",G,"5,013",G,"2,516",H,"3,500",G,"11,964",G,"2,494",G,"1,732",H,"8,950",G,"1,631",G,"8,294",G,296,G,"4,795",G,"2,480",H,"7,794",G,"12,676",G,"15,843",G,"29,116",G,"20,911",G,"29,386",G,"31,872",G,"40,243",G,"36,420",G,"37,558",G,"33,035",G
Business,"Paid employees for pay period including March 12","Wholesale trade","12,220",G,"26,477",G,"18,605",G,"5,853",G,"3,054",G,"5,645",G,"15,463",G,"4,128",G,"3,693",G,"15,943",G,"2,871",G,"56,862",G,507,H,"10,746",G,"2,397",H,"14,279",G,"9,821",G,"10,728",G,"8,691",G,"12,301",G,"4,435",G,"15,021",G,"8,514",G,"8,071",G,"15,215",G,"17,658",G
Business,"Paid employees for pay period including March 12","Retail trade","43,610",G,"37,669",G,"36,804",G,"37,137",G,"13,890",G,"23,663",G,"23,372",G,"17,337",G,"17,305",G,"55,779",G,"26,230",G,"71,343",G,"16,555",G,"17,848",G,"16,084",H,"33,735",G,"30,608",G,"38,257",G,"37,748",G,"41,548",G,"34,674",G,"41,760",G,"38,966",G,"36,175",G,"40,569",G,"41,768",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","7,200",G,"13,666",G,"12,116",G,"10,653",G,"35,742",G,"4,750",G,"13,352",G,"8,944",G,"2,689",G,"9,229",G,"7,814",G,"12,591",G,"1,009",G,"20,772",H,"4,607",H,"13,062",G,"6,214",G,"11,171",G,"6,399",G,"10,978",G,"12,371",G,"14,129",G,"8,060",G,"6,617",G,"8,944",G,"14,206",G
Business,"Paid employees for pay period including March 12",Information,"4,779",G,"3,512",G,"6,189",H,"3,445",H,"1,196",G,"1,931",H,"6,785",G,"1,074",H,"1,383",H,"62,025",G,"1,682",G,"171,297",G,"2,185",G,"2,920",G,884,G,"5,318",G,"4,011",H,"3,654",G,"5,651",G,"8,385",G,"2,909",G,"4,776",G,"2,477",G,"2,967",G,"8,465",H,"5,646",H
Business,"Paid employees for pay period including March 12","Finance and insurance","14,038",G,"7,103",G,"20,202",G,"12,362",G,"1,849",G,"4,916",G,"8,796",G,"1,540",H,"2,828",H,"91,014",G,"4,404",G,"208,410",G,"1,851",G,"2,106",G,"1,338",H,"13,960",G,"9,468",G,"6,461",G,"7,592",H,"18,944",G,"5,226",G,"16,058",G,"5,646",G,"4,997",G,"11,585",G,"31,753",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,877",G,"3,417",G,"7,831",G,"3,863",G,"3,115",G,"4,620",G,"7,828",G,"2,493",G,"4,841",H,"19,237",G,"2,014",G,"53,393",G,"5,040",G,"4,623",G,"4,494",G,"6,895",G,"5,227",G,"4,133",G,"2,963",G,"4,737",G,"1,914",G,"4,094",G,"2,701",H,"2,683",G,"5,931",G,"5,223",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","24,487",G,"15,304",G,"22,998",G,"15,933",G,"3,248",H,"6,626",G,"9,635",G,"3,962",H,"4,630",G,"99,568",G,"4,803",G,"257,147",G,"3,571",H,"2,875",G,"2,654",G,"17,110",G,"17,185",G,"10,294",G,"10,290",G,"30,149",G,"5,810",G,"19,281",G,"7,268",G,"6,120",G,"24,588",G,"23,941",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","5,587",G,"4,911",H,"12,725",H,"2,823",H,940,H,355,G,"5,311",G,461,J,379,H,"19,985",G,344,G,"64,436",G,545,G,"1,093",H,504,G,"8,970",G,"7,472",H,"2,184",G,"3,330",G,"8,780",H,"1,646",H,"5,837",H,"6,677",G,"2,286",G,"11,059",G,"10,369",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","20,744",G,"17,017",G,"21,747",G,"14,971",G,"12,772",H,"7,344",H,"20,530",H,"4,830",G,"3,674",G,"34,610",G,"8,164",G,"114,691",G,"4,115",H,"6,022",G,"4,625",H,"15,350",G,"16,111",G,"11,424",G,"8,584",H,"14,762",G,"5,807",G,"17,389",G,"8,339",G,"6,773",G,"21,914",G,"23,592",G
Business,"Paid employees for pay period including March 12","Educational services","4,145",G,"3,735",H,"9,115",G,"13,113",G,"6,568",H,"4,983",G,"11,529",G,"5,452",G,"9,092",G,"29,449",G,"7,251",G,"76,106",H,"56,658",H,"6,181",G,"13,284",G,"12,340",G,"10,780",G,"14,744",H,"22,563",J,"16,928",H,"3,536",G,"17,785",H,"6,417",H,"3,350",H,"30,493",J,"11,513",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","63,310",G,"52,262",G,"99,688",H,"52,272",G,"43,421",G,"87,111",G,"47,153",G,"72,780",G,"88,927",G,"111,323",G,"56,312",G,"158,622",G,"65,349",H,"41,247",G,"74,823",H,"56,420",G,"73,491",G,"48,797",G,"44,783",G,"65,582",G,"42,498",G,"62,736",G,"37,887",G,"34,582",G,"69,186",H,"72,024",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","5,934",G,"3,782",G,"5,834",G,"5,543",G,"2,421",H,981,G,"4,982",G,"1,479",G,"1,143",J,"13,197",G,"2,060",G,"47,557",G,"2,224",G,"2,500",G,"3,202",G,"6,649",G,"4,822",G,"4,355",G,"4,375",G,"6,438",G,"2,963",G,"4,563",G,"4,687",G,"3,562",G,"5,657",G,"5,365",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","30,315",G,"24,014",G,"25,628",G,"27,011",G,"13,979",G,"18,525",G,"26,764",G,"8,383",G,"8,000",G,"77,093",G,"13,484",G,"124,882",G,"13,201",G,"14,779",G,"9,941",G,"21,275",G,"21,088",G,"25,705",G,"29,208",G,"31,885",G,"22,286",G,"31,892",G,"28,566",G,"23,469",G,"28,467",G,"36,199",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","13,275",G,"13,404",G,"15,819",G,"14,935",G,"7,332",G,"12,216",G,"10,476",G,"4,848",G,"10,619",G,"34,787",G,"7,763",G,"80,899",G,"9,944",H,"6,506",G,"5,045",G,"14,607",G,"14,529",G,"10,544",G,"9,429",G,"14,310",G,"8,105",G,"14,037",G,"10,902",G,"8,055",G,"11,381",G,"13,913",G
Business,"Paid employees for pay period including March 12","Industries not classified",28,J,36,J,38,J,34,H,28,J,14,J,44,J,39,J,31,J,72,J,16,J,185,G,27,H,10,J,16,G,66,J,45,J,37,J,21,G,18,J,20,J,16,G,4,J,12,J,33,J,5,J
